Lea State,LEA,ID,Sex,Total
NH,Franklin School District,3303090,M,21
NH,Franklin School District,3303090,F,25
NH,Moultonborough School District,3304960,M,15
NH,Moultonborough School District,3304960,F,14
MA,Lynnfield,2507140,M,88
MA,Lynnfield,2507140,F,122
MA,Medfield,2507530,M,159
MA,Medfield,2507530,F,146
MA,Sharon,2510620,M,265
MA,Sharon,2510620,F,251
ME,Calais Public Schools,2303870,M,45
ME,Calais Public Schools,2303870,F,43
CT,REGIONAL SCHOOL DISTRICT 15,903537,M,219
CT,REGIONAL SCHOOL DISTRICT 15,903537,F,216
MA,Clinton,2503750,M,52
MA,Clinton,2503750,F,75
CT,COVENTRY SCHOOL DISTRICT,900960,M,76
CT,COVENTRY SCHOOL DISTRICT,900960,F,72
MA,Narragansett Regional School District,2508280,M,37
MA,Narragansett Regional School District,2508280,F,44
MA,South Hadley,2510920,M,91
MA,South Hadley,2510920,F,100
MA,Blackstone-Millville,2502715,M,37
MA,Blackstone-Millville,2502715,F,66
ME,RSU 88/MSAD 24,2311010,M,8
ME,RSU 88/MSAD 24,2311010,F,12
MA,Hull,2506420,M,45
MA,Hull,2506420,F,52
MA,Oxford,2509270,M,42
MA,Oxford,2509270,F,47
NH,Claremont School District,3302340,M,49
NH,Claremont School District,3302340,F,64
NH,Lisbon Regional School District,3304290,M,14
NH,Lisbon Regional School District,3304290,F,11
MA,Brockton,2503090,M,269
MA,Brockton,2503090,F,411
NH,Merrimack Valley School District,3304760,M,89
NH,Merrimack Valley School District,3304760,F,89
ME,Portland Public Schools,2309930,M,293
ME,Portland Public Schools,2309930,F,341
ME,RSU 79/MSAD 01,2310860,M,68
ME,RSU 79/MSAD 01,2310860,F,73
ME,RSU 20,2314791,M,55
ME,RSU 20,2314791,F,35
CT,NORWICH SCHOOL DISTRICT,903120,M,3
CT,NORWICH SCHOOL DISTRICT,903120,F,1
CT,NEW HARTFORD SCHOOL DISTRICT,902760,M,0
CT,NEW HARTFORD SCHOOL DISTRICT,902760,F,0
ME,RSU 37/MSAD 37,2311430,M,25
ME,RSU 37/MSAD 37,2311430,F,36
RI,Westerly,4401170,M,225
RI,Westerly,4401170,F,230
MA,Danvers,2503990,M,159
MA,Danvers,2503990,F,164
CT,GROTON SCHOOL DISTRICT,901770,M,0
CT,GROTON SCHOOL DISTRICT,901770,F,0
MA,Southwick-Tolland-Granville Regional School District,2500013,M,59
MA,Southwick-Tolland-Granville Regional School District,2500013,F,74
ME,RSU 54/MSAD 54,2314590,M,96
ME,RSU 54/MSAD 54,2314590,F,97
CT,Connecticut Technical Education and Career System,900002,M,1671
CT,Connecticut Technical Education and Career System,900002,F,1411
CT,LITCHFIELD SCHOOL DISTRICT,902220,M,42
CT,LITCHFIELD SCHOOL DISTRICT,902220,F,30
MA,Ashburnham-Westminster,2502040,M,99
MA,Ashburnham-Westminster,2502040,F,134
CT,STAMFORD SCHOOL DISTRICT,904320,M,738
CT,STAMFORD SCHOOL DISTRICT,904320,F,787
NH,Gorham Randolph Shelburne Coop School District,3300035,M,16
NH,Gorham Randolph Shelburne Coop School District,3300035,F,16
NH,Hillsboro Deering Coop School District,3303750,M,38
NH,Hillsboro Deering Coop School District,3303750,F,32
MA,Gateway,2505160,M,14
MA,Gateway,2505160,F,22
NH,Keene School District,3304050,M,204
NH,Keene School District,3304050,F,214
NH,Windham School District,3307170,M,161
NH,Windham School District,3307170,F,168
MA,North Attleborough,2508730,M,171
MA,North Attleborough,2508730,F,209
RI,Providence,4400900,M,1108
RI,Providence,4400900,F,1158
MA,Norwell,2509030,M,100
MA,Norwell,2509030,F,111
MA,Wayland,2512210,M,154
MA,Wayland,2512210,F,172
ME,Lewiston Public Schools,2307320,M,109
ME,Lewiston Public Schools,2307320,F,131
MA,Weston,2512750,M,204
MA,Weston,2512750,F,184
ME,RSU 11/MSAD 11,2310590,M,67
ME,RSU 11/MSAD 11,2310590,F,74
VT,Maple Run Unified School District,5000399,M,83
VT,Maple Run Unified School District,5000399,F,102
ME,RSU 74/MSAD 74,2314767,M,22
ME,RSU 74/MSAD 74,2314767,F,18
CT,WESTBROOK SCHOOL DISTRICT,904980,M,45
CT,WESTBROOK SCHOOL DISTRICT,904980,F,59
RI,Johnston,4400540,M,252
RI,Johnston,4400540,F,247
ME,RSU 04,2314783,M,52
ME,RSU 04,2314783,F,46
CT,AREA COOPERATIVE EDUCATIONAL,900070,M,0
CT,AREA COOPERATIVE EDUCATIONAL,900070,F,0
CT,MILFORD SCHOOL DISTRICT,902520,M,311
CT,MILFORD SCHOOL DISTRICT,902520,F,341
MA,Stoughton,2511250,M,55
MA,Stoughton,2511250,F,73
CT,COLCHESTER SCHOOL DISTRICT,900840,M,199
CT,COLCHESTER SCHOOL DISTRICT,900840,F,187
CT,FAIRFIELD SCHOOL DISTRICT,901530,M,453
CT,FAIRFIELD SCHOOL DISTRICT,901530,F,488
CT,EAST HADDAM SCHOOL DISTRICT,901200,M,44
CT,EAST HADDAM SCHOOL DISTRICT,901200,F,40
CT,REGIONAL SCHOOL DISTRICT 05,903660,M,197
CT,REGIONAL SCHOOL DISTRICT 05,903660,F,219
MA,Monson,2508040,M,9
MA,Monson,2508040,F,14
VT,Milton Incorporated School District,5005610,M,63
VT,Milton Incorporated School District,5005610,F,80
MA,Adams-Cheshire,2501780,M,19
MA,Adams-Cheshire,2501780,F,43
VT,Elmore Morristown Unified School District,5000391,M,12
VT,Elmore Morristown Unified School District,5000391,F,23
MA,Foxborough,2504950,M,140
MA,Foxborough,2504950,F,115
RI,East Greenwich,4400300,M,104
RI,East Greenwich,4400300,F,124
MA,Tantasqua,2511490,M,123
MA,Tantasqua,2511490,F,133
MA,Grafton,2505370,M,120
MA,Grafton,2505370,F,165
NH,Hampton School District,3303510,M,0
NH,Hampton School District,3303510,F,0
ME,York Public Schools,2314130,M,60
ME,York Public Schools,2314130,F,86
MA,Westwood,2512810,M,245
MA,Westwood,2512810,F,294
ME,RSU 83/MSAD 13,2310650,M,6
ME,RSU 83/MSAD 13,2310650,F,5
ME,RSU 19,2314785,M,68
ME,RSU 19,2314785,F,55
CT,AVON SCHOOL DISTRICT,900120,M,172
CT,AVON SCHOOL DISTRICT,900120,F,201
ME,RSU 50,2314806,M,23
ME,RSU 50,2314806,F,28
CT,NORTH BRANFORD SCHOOL DISTRIC,902970,M,76
CT,NORTH BRANFORD SCHOOL DISTRIC,902970,F,113
VT,Burlington School District,5002820,M,106
VT,Burlington School District,5002820,F,112
CT,MONTVILLE SCHOOL DISTRICT,902580,M,92
CT,MONTVILLE SCHOOL DISTRICT,902580,F,107
NH,Berlin School District,3301860,M,74
NH,Berlin School District,3301860,F,55
RI,Smithfield,4400990,M,88
RI,Smithfield,4400990,F,92
MA,Boston,2502790,M,1418
MA,Boston,2502790,F,1860
NH,Concord School District,3302460,M,178
NH,Concord School District,3302460,F,210
MA,Brookline,2503150,M,314
MA,Brookline,2503150,F,361
MA,Quincy,2509870,M,373
MA,Quincy,2509870,F,441
MA,Winchendon,2513080,M,18
MA,Winchendon,2513080,F,21
MA,Longmeadow,2506990,M,163
MA,Longmeadow,2506990,F,169
MA,Saugus,2510500,M,0
MA,Saugus,2510500,F,0
ME,RSU 87/MSAD 23,2310980,M,0
ME,RSU 87/MSAD 23,2310980,F,0
NH,Hudson School District,3303930,M,128
NH,Hudson School District,3303930,F,135
RI,Exeter-West Greenwich,4400360,M,50
RI,Exeter-West Greenwich,4400360,F,51
MA,Newton,2508610,M,664
MA,Newton,2508610,F,720
MA,West Bridgewater,2512420,M,39
MA,West Bridgewater,2512420,F,90
MA,Marshfield,2507350,M,109
MA,Marshfield,2507350,F,140
VT,Hartford School District,5004590,M,10
VT,Hartford School District,5004590,F,13
RI,North Kingstown,4400750,M,127
RI,North Kingstown,4400750,F,165
MA,Waltham,2512000,M,203
MA,Waltham,2512000,F,257
CT,HAMDEN SCHOOL DISTRICT,901860,M,256
CT,HAMDEN SCHOOL DISTRICT,901860,F,285
CT,UNIFIED SCHOOL DISTRICT #2,900004,M,0
CT,UNIFIED SCHOOL DISTRICT #2,900004,F,3
VT,Mill River Unified School District,5000393,M,35
VT,Mill River Unified School District,5000393,F,24
ME,RSU 57/MSAD 57,2314670,M,115
ME,RSU 57/MSAD 57,2314670,F,121
CT,WATERBURY SCHOOL DISTRICT,904830,M,320
CT,WATERBURY SCHOOL DISTRICT,904830,F,371
ME,RSU 67,2314777,M,44
ME,RSU 67,2314777,F,29
CT,MANCHESTER SCHOOL DISTRICT,902310,M,241
CT,MANCHESTER SCHOOL DISTRICT,902310,F,248
VT,Bennington Incorporated School District,5002130,M,0
VT,Bennington Incorporated School District,5002130,F,0
MA,Hamilton-Wenham,2505670,M,40
MA,Hamilton-Wenham,2505670,F,40
CT,WINDHAM SCHOOL DISTRICT,905190,M,91
CT,WINDHAM SCHOOL DISTRICT,905190,F,96
MA,Holliston,2506240,M,123
MA,Holliston,2506240,F,150
NH,Winnisquam Regional School District,3307300,M,51
NH,Winnisquam Regional School District,3307300,F,53
NH,Laconia School District,3304140,M,67
NH,Laconia School District,3304140,F,50
MA,Dracut,2504320,M,91
MA,Dracut,2504320,F,130
MA,Millbury,2507890,M,54
MA,Millbury,2507890,F,62
MA,Fairhaven,2504800,M,0
MA,Fairhaven,2504800,F,0
MA,Sudbury,2511340,M,0
MA,Sudbury,2511340,F,0
NH,Somersworth School District,3306240,M,47
NH,Somersworth School District,3306240,F,48
MA,Tyngsborough,2511760,M,102
MA,Tyngsborough,2511760,F,101
NH,Timberlane Regional School District,3306720,M,0
NH,Timberlane Regional School District,3306720,F,0
ME,Winslow Schools,2313860,M,68
ME,Winslow Schools,2313860,F,53
CT,EAST HARTFORD SCHOOL DISTRICT,901260,M,247
CT,EAST HARTFORD SCHOOL DISTRICT,901260,F,253
RI,Central Falls,4400120,M,61
RI,Central Falls,4400120,F,47
MA,Amesbury,2501860,M,106
MA,Amesbury,2501860,F,90
CT,TOLLAND SCHOOL DISTRICT,904560,M,282
CT,TOLLAND SCHOOL DISTRICT,904560,F,308
CT,SOMERS SCHOOL DISTRICT,904140,M,0
CT,SOMERS SCHOOL DISTRICT,904140,F,0
MA,Barnstable,2502310,M,259
MA,Barnstable,2502310,F,326
MA,Franklin,2505010,M,324
MA,Franklin,2505010,F,362
ME,RSU 22,2314815,M,138
ME,RSU 22,2314815,F,137
CT,ORANGE SCHOOL DISTRICT,903210,M,0
CT,ORANGE SCHOOL DISTRICT,903210,F,0
ME,RSU 40/MSAD 40,2311550,M,66
ME,RSU 40/MSAD 40,2311550,F,57
CT,BRIDGEPORT SCHOOL DISTRICT,900450,M,534
CT,BRIDGEPORT SCHOOL DISTRICT,900450,F,508
CT,REGIONAL SCHOOL DISTRICT 06,903515,M,48
CT,REGIONAL SCHOOL DISTRICT 06,903515,F,63
MA,Central Berkshire,2503390,M,67
MA,Central Berkshire,2503390,F,79
ME,RSU 56,2314833,M,26
ME,RSU 56,2314833,F,39
NH,Dover School District,3302640,M,179
NH,Dover School District,3302640,F,167
MA,Dedham,2504050,M,133
MA,Dedham,2504050,F,156
NH,Oyster River Coop School District,3305520,M,83
NH,Oyster River Coop School District,3305520,F,90
MA,Medway,2507590,M,127
MA,Medway,2507590,F,128
MA,Mansfield,2507230,M,120
MA,Mansfield,2507230,F,144
MA,Shrewsbury,2510770,M,0
MA,Shrewsbury,2510770,F,0
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,M,43
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,F,36
CT,CAPITOL REGION EDUCATION COUN,900700,M,384
CT,CAPITOL REGION EDUCATION COUN,900700,F,472
CT,DANBURY SCHOOL DISTRICT,901020,M,461
CT,DANBURY SCHOOL DISTRICT,901020,F,483
CT,REGIONAL SCHOOL DISTRICT 17,903539,M,103
CT,REGIONAL SCHOOL DISTRICT 17,903539,F,117
ME,RSU 60/MSAD 60,2314700,M,118
ME,RSU 60/MSAD 60,2314700,F,126
CT,ENFIELD SCHOOL DISTRICT,901470,M,134
CT,ENFIELD SCHOOL DISTRICT,901470,F,139
CT,STRATFORD SCHOOL DISTRICT,904440,M,324
CT,STRATFORD SCHOOL DISTRICT,904440,F,375
MA,Acton-Boxborough Regional School District,2501710,M,336
MA,Acton-Boxborough Regional School District,2501710,F,322
NH,Haverhill Cooperative School District,3303660,M,30
NH,Haverhill Cooperative School District,3303660,F,14
MA,Athol-Royalston,2502160,M,0
MA,Athol-Royalston,2502160,F,0
CT,WATERFORD SCHOOL DISTRICT,904860,M,98
CT,WATERFORD SCHOOL DISTRICT,904860,F,96
MA,Gloucester,2505280,M,56
MA,Gloucester,2505280,F,76
MA,North Reading,2508820,M,133
MA,North Reading,2508820,F,164
NH,White Mountain Regional School District,3307050,M,48
NH,White Mountain Regional School District,3307050,F,37
MA,Hampden-Wilbraham,2505730,M,92
MA,Hampden-Wilbraham,2505730,F,127
NH,Milton School District,3300616,M,15
NH,Milton School District,3300616,F,22
RI,North Smithfield,4400810,M,73
RI,North Smithfield,4400810,F,71
NH,Littleton School District,3304380,M,32
NH,Littleton School District,3304380,F,43
MA,Weymouth,2512840,M,185
MA,Weymouth,2512840,F,232
CT,LEDYARD SCHOOL DISTRICT,902160,M,103
CT,LEDYARD SCHOOL DISTRICT,902160,F,89
ME,RSU 01 - LKRSU,2314772,M,79
ME,RSU 01 - LKRSU,2314772,F,94
CT,NAUGATUCK SCHOOL DISTRICT,902640,M,68
CT,NAUGATUCK SCHOOL DISTRICT,902640,F,86
MA,Bellingham,2502460,M,64
MA,Bellingham,2502460,F,69
CT,WETHERSFIELD SCHOOL DISTRICT,905070,M,195
CT,WETHERSFIELD SCHOOL DISTRICT,905070,F,226
ME,RSU 13,2314787,M,58
ME,RSU 13,2314787,F,51
CT,COOPERATIVE EDUCATIONAL SERVICES,900910,M,11
CT,COOPERATIVE EDUCATIONAL SERVICES,900910,F,5
ME,Winthrop Public Schools,2313970,M,25
ME,Winthrop Public Schools,2313970,F,21
CT,EAST HAVEN SCHOOL DISTRICT,901290,M,126
CT,EAST HAVEN SCHOOL DISTRICT,901290,F,177
MA,Easton,2504620,M,189
MA,Easton,2504620,F,250
CT,SOUTH WINDSOR SCHOOL DISTRICT,904170,M,223
CT,SOUTH WINDSOR SCHOOL DISTRICT,904170,F,179
VT,Mount Mansfield Modified USD #401B,5000388,M,55
VT,Mount Mansfield Modified USD #401B,5000388,F,66
MA,Amherst,2501890,M,0
MA,Amherst,2501890,F,0
RI,Coventry,4400210,M,223
RI,Coventry,4400210,F,240
VT,Lamoille North Modified USD #058A,5000401,M,0
VT,Lamoille North Modified USD #058A,5000401,F,0
MA,Ware,2512030,M,19
MA,Ware,2512030,F,17
ME,RSU 61/MSAD 61,2314210,M,106
ME,RSU 61/MSAD 61,2314210,F,94
NH,Newport School District,3305310,M,40
NH,Newport School District,3305310,F,35
MA,Rockport,2510200,M,17
MA,Rockport,2510200,F,22
MA,Pioneer Valley,2509600,M,30
MA,Pioneer Valley,2509600,F,20
NH,Derry School District,3302610,M,0
NH,Derry School District,3302610,F,0
MA,Marblehead,2507260,M,99
MA,Marblehead,2507260,F,110
CT,BLOOMFIELD SCHOOL DISTRICT,900330,M,159
CT,BLOOMFIELD SCHOOL DISTRICT,900330,F,137
CT,LEARN,903450,M,125
CT,LEARN,903450,F,182
CT,REGIONAL SCHOOL DISTRICT 18,903540,M,5
CT,REGIONAL SCHOOL DISTRICT 18,903540,F,10
MA,Dudley-Charlton Reg,2504360,M,95
MA,Dudley-Charlton Reg,2504360,F,128
NH,Pembroke School District,3305580,M,96
NH,Pembroke School District,3305580,F,122
MA,Fall River,2504830,M,221
MA,Fall River,2504830,F,271
MA,Millis,2507920,M,83
MA,Millis,2507920,F,109
MA,Southborough,2510980,M,0
MA,Southborough,2510980,F,0
MA,Bourne,2502820,M,54
MA,Bourne,2502820,F,71
VT,South Burlington School District,5007470,M,0
VT,South Burlington School District,5007470,F,0
MA,Burlington,2503240,M,141
MA,Burlington,2503240,F,197
VT,Orange Southwest Unified School District,5000400,M,17
VT,Orange Southwest Unified School District,5000400,F,26
CT,GLASTONBURY SCHOOL DISTRICT,901620,M,387
CT,GLASTONBURY SCHOOL DISTRICT,901620,F,371
MA,Ralph C Mahar,2509900,M,30
MA,Ralph C Mahar,2509900,F,73
MA,Peabody,2509360,M,0
MA,Peabody,2509360,F,0
NH,Mascenic Regional School District,3304670,M,33
NH,Mascenic Regional School District,3304670,F,41
ME,Sanford Public Schools,2310500,M,0
ME,Sanford Public Schools,2310500,F,0
MA,Winchester,2513110,M,64
MA,Winchester,2513110,F,55
ME,RSU 10,2314795,M,64
ME,RSU 10,2314795,F,44
CT,NEW MILFORD SCHOOL DISTRICT,902850,M,249
CT,NEW MILFORD SCHOOL DISTRICT,902850,F,252
CT,OXFORD SCHOOL DISTRICT,903240,M,95
CT,OXFORD SCHOOL DISTRICT,903240,F,121
RI,Tiverton,4401050,M,66
RI,Tiverton,4401050,F,59
MA,Lexington,2506840,M,309
MA,Lexington,2506840,F,359
NH,Conway School District,3302490,M,197
NH,Conway School District,3302490,F,167
NH,Monadnock Regional School District,3304890,M,53
NH,Monadnock Regional School District,3304890,F,32
MA,Framingham,2504980,M,206
MA,Framingham,2504980,F,231
MA,Chelmsford,2503510,M,240
MA,Chelmsford,2503510,F,264
MA,East Bridgewater,2504440,M,77
MA,East Bridgewater,2504440,F,108
MA,Fitchburg Public Schools,2504890,M,158
MA,Fitchburg Public Schools,2504890,F,166
VT,Athens/Grafton Contract School District,5000026,M,0
VT,Athens/Grafton Contract School District,5000026,F,0
MA,New Bedford,2508430,M,79
MA,New Bedford,2508430,F,107
NH,Sunapee School District,3306540,M,15
NH,Sunapee School District,3306540,F,13
NH,Sanborn Regional School District,3306080,M,80
NH,Sanborn Regional School District,3306080,F,116
MA,Wachusett,2511880,M,0
MA,Wachusett,2511880,F,0
MA,Swampscott,2511430,M,101
MA,Swampscott,2511430,F,107
ME,Hermon Public Schools,2306510,M,69
ME,Hermon Public Schools,2306510,F,53
ME,MSAD 46,2314530,M,50
ME,MSAD 46,2314530,F,52
MA,Quabbin,2500001,M,73
MA,Quabbin,2500001,F,101
CT,GREENWICH SCHOOL DISTRICT,901710,M,490
CT,GREENWICH SCHOOL DISTRICT,901710,F,480
CT,EAST WINDSOR SCHOOL DISTRICT,901350,M,32
CT,EAST WINDSOR SCHOOL DISTRICT,901350,F,43
CT,ROCKY HILL SCHOOL DISTRICT,903840,M,2
CT,ROCKY HILL SCHOOL DISTRICT,903840,F,2
VT,Montpelier School District,5005700,M,47
VT,Montpelier School District,5005700,F,39
VT,Champlain Valley Unified School District,5000396,M,481
VT,Champlain Valley Unified School District,5000396,F,485
MA,Andover,2501950,M,172
MA,Andover,2501950,F,233
CT,PLAINVILLE SCHOOL DISTRICT,903300,M,116
CT,PLAINVILLE SCHOOL DISTRICT,903300,F,131
CT,NEWTOWN SCHOOL DISTRICT,902910,M,308
CT,NEWTOWN SCHOOL DISTRICT,902910,F,308
ME,RSU 44/MSAD 44,2311670,M,31
ME,RSU 44/MSAD 44,2311670,F,31
CT,REGIONAL SCHOOL DISTRICT 13,903535,M,94
CT,REGIONAL SCHOOL DISTRICT 13,903535,F,116
MA,Dighton-Rehoboth,2504200,M,65
MA,Dighton-Rehoboth,2504200,F,110
MA,Chicopee,2503660,M,132
MA,Chicopee,2503660,F,199
MA,Salem,2510380,M,149
MA,Salem,2510380,F,139
NH,Northumberland School District,3305400,M,20
NH,Northumberland School District,3305400,F,10
NH,Farmington School District,3303000,M,50
NH,Farmington School District,3303000,F,60
MA,Marlborough,2507320,M,98
MA,Marlborough,2507320,F,150
CT,EAST HAMPTON SCHOOL DISTRICT,901230,M,82
CT,EAST HAMPTON SCHOOL DISTRICT,901230,F,78
CT,REGIONAL SCHOOL DISTRICT 07,903720,M,39
CT,REGIONAL SCHOOL DISTRICT 07,903720,F,46
MA,Methuen,2507740,M,0
MA,Methuen,2507740,F,0
MA,Somerset,2510860,M,0
MA,Somerset,2510860,F,0
MA,Institutional Schools,2511150,M,0
MA,Institutional Schools,2511150,F,0
ME,Education in Unorganized Terr,2312100,M,0
ME,Education in Unorganized Terr,2312100,F,0
ME,Wells-Ogunquit CSD,2313490,M,60
ME,Wells-Ogunquit CSD,2313490,F,58
CT,DERBY SCHOOL DISTRICT,901110,M,0
CT,DERBY SCHOOL DISTRICT,901110,F,0
MA,Whitman-Hanson,2512930,M,146
MA,Whitman-Hanson,2512930,F,206
ME,RSU 17/MSAD 17,2310770,M,137
ME,RSU 17/MSAD 17,2310770,F,140
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,M,0
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,F,0
ME,RSU 16,2314775,M,53
ME,RSU 16,2314775,F,62
CT,WILTON SCHOOL DISTRICT,905130,M,300
CT,WILTON SCHOOL DISTRICT,905130,F,343
ME,RSU 09,2314809,M,86
ME,RSU 09,2314809,F,103
ME,RSU 05,2314789,M,79
ME,RSU 05,2314789,F,62
CT,NEW CANAAN SCHOOL DISTRICT,902700,M,228
CT,NEW CANAAN SCHOOL DISTRICT,902700,F,248
MA,Manchester Essex Regional,2500067,M,65
MA,Manchester Essex Regional,2500067,F,88
RI,Portsmouth,4400870,M,100
RI,Portsmouth,4400870,F,91
MA,Pembroke,2509420,M,131
MA,Pembroke,2509420,F,166
NH,Merrimack School District,3304740,M,131
NH,Merrimack School District,3304740,F,132
MA,Canton,2503300,M,97
MA,Canton,2503300,F,126
MA,Reading,2509990,M,217
MA,Reading,2509990,F,237
MA,Lunenburg,2507080,M,0
MA,Lunenburg,2507080,F,0
MA,Seekonk,2510590,M,75
MA,Seekonk,2510590,F,110
MA,Woburn,2513200,M,221
MA,Woburn,2513200,F,267
ME,Auburn Public Schools,2302610,M,0
ME,Auburn Public Schools,2302610,F,0
MA,North Adams,2508670,M,27
MA,North Adams,2508670,F,54
RI,Cumberland,4400270,M,203
RI,Cumberland,4400270,F,228
MA,Greenfield,2505490,M,17
MA,Greenfield,2505490,F,39
MA,Quaboag Regional,2512100,M,29
MA,Quaboag Regional,2512100,F,40
RI,Narragansett,4400660,M,76
RI,Narragansett,4400660,F,72
CT,SEYMOUR SCHOOL DISTRICT,903990,M,133
CT,SEYMOUR SCHOOL DISTRICT,903990,F,115
MA,Milton,2507980,M,162
MA,Milton,2507980,F,211
ME,RSU 58/MSAD 58,2314300,M,0
ME,RSU 58/MSAD 58,2314300,F,0
MA,Westford,2512660,M,314
MA,Westford,2512660,F,346
ME,Kittery Public Schools,2307140,M,53
ME,Kittery Public Schools,2307140,F,52
VT,Harwood Unified School District,5000403,M,65
VT,Harwood Unified School District,5000403,F,78
CT,MERIDEN SCHOOL DISTRICT,902400,M,90
CT,MERIDEN SCHOOL DISTRICT,902400,F,110
MA,Auburn,2502220,M,75
MA,Auburn,2502220,F,113
CT,WEST HARTFORD SCHOOL DISTRICT,904920,M,543
CT,WEST HARTFORD SCHOOL DISTRICT,904920,F,549
CT,THOMASTON SCHOOL DISTRICT,904500,M,20
CT,THOMASTON SCHOOL DISTRICT,904500,F,28
ME,RSU 12,2314780,M,0
ME,RSU 12,2314780,F,0
MA,Billerica,2502670,M,74
MA,Billerica,2502670,F,84
CT,WOLCOTT SCHOOL DISTRICT,905280,M,197
CT,WOLCOTT SCHOOL DISTRICT,905280,F,185
MA,Hopkinton,2506330,M,200
MA,Hopkinton,2506330,F,194
NH,Bow School District,3301950,M,115
NH,Bow School District,3301950,F,120
NH,Kearsarge Regional School District,3304040,M,44
NH,Kearsarge Regional School District,3304040,F,21
NH,Newfound Area School District,3305220,M,50
NH,Newfound Area School District,3305220,F,45
NH,Epping School District,3302880,M,22
NH,Epping School District,3302880,F,50
MA,Somerville,2510890,M,131
MA,Somerville,2510890,F,148
MA,Sandwich,2510470,M,133
MA,Sandwich,2510470,F,125
ME,RSU 03/MSAD 03,2311520,M,39
ME,RSU 03/MSAD 03,2311520,F,39
CT,CLINTON SCHOOL DISTRICT,900810,M,131
CT,CLINTON SCHOOL DISTRICT,900810,F,129
CT,BRANFORD SCHOOL DISTRICT,900420,M,123
CT,BRANFORD SCHOOL DISTRICT,900420,F,175
CT,EdAdvance,903512,M,0
CT,EdAdvance,903512,F,1
CT,REGIONAL SCHOOL DISTRICT 04,903630,M,104
CT,REGIONAL SCHOOL DISTRICT 04,903630,F,109
MA,Dartmouth,2504020,M,126
MA,Dartmouth,2504020,F,177
MA,Medford,2507560,M,241
MA,Medford,2507560,F,243
MA,East Longmeadow,2504500,M,89
MA,East Longmeadow,2504500,F,146
MA,Southern Berkshire,2511040,M,15
MA,Southern Berkshire,2511040,F,22
NH,Rochester School District,3305940,M,155
NH,Rochester School District,3305940,F,163
MA,Mohawk Trail,2507990,M,23
MA,Mohawk Trail,2507990,F,47
MA,Braintree,2502940,M,176
MA,Braintree,2502940,F,177
MA,Berkshire Hills,2502530,M,40
MA,Berkshire Hills,2502530,F,39
NH,Manchester School District,3304590,M,358
NH,Manchester School District,3304590,F,391
MA,Westport,2512780,M,26
MA,Westport,2512780,F,38
MA,Leicester,2506720,M,41
MA,Leicester,2506720,F,62
MA,Pentucket Regional School District,2509450,M,97
MA,Pentucket Regional School District,2509450,F,127
MA,Worcester,2513230,M,762
MA,Worcester,2513230,F,958
MA,Revere,2510050,M,237
MA,Revere,2510050,F,241
ME,RSU 23,2314784,M,28
ME,RSU 23,2314784,F,40
ME,RSU 29/MSAD 29,2311160,M,46
ME,RSU 29/MSAD 29,2311160,F,48
ME,RSU 73,2314805,M,0
ME,RSU 73,2314805,F,0
CT,PLYMOUTH SCHOOL DISTRICT,903330,M,80
CT,PLYMOUTH SCHOOL DISTRICT,903330,F,91
MA,Littleton Public Schools,2506960,M,47
MA,Littleton Public Schools,2506960,F,47
CT,SIMSBURY SCHOOL DISTRICT,904110,M,267
CT,SIMSBURY SCHOOL DISTRICT,904110,F,246
ME,RSU 72/MSAD 72,2314765,M,0
ME,RSU 72/MSAD 72,2314765,F,0
ME,RSU 49/MSAD 49,2314330,M,24
ME,RSU 49/MSAD 49,2314330,F,45
CT,FARMINGTON SCHOOL DISTRICT,901560,M,231
CT,FARMINGTON SCHOOL DISTRICT,901560,F,213
MA,Agawam,2501800,M,126
MA,Agawam,2501800,F,152
CT,THOMPSON SCHOOL DISTRICT,904530,M,28
CT,THOMPSON SCHOOL DISTRICT,904530,F,37
NH,Raymond School District,3305880,M,41
NH,Raymond School District,3305880,F,44
MA,Granby,2505400,M,0
MA,Granby,2505400,F,0
CT,WEST HAVEN SCHOOL DISTRICT,904950,M,280
CT,WEST HAVEN SCHOOL DISTRICT,904950,F,311
MA,Northborough,2508880,M,0
MA,Northborough,2508880,F,0
MA,Hanover,2505790,M,185
MA,Hanover,2505790,F,133
NH,Hopkinton School District,3303900,M,29
NH,Hopkinton School District,3303900,F,40
RI,West Warwick,4401140,M,153
RI,West Warwick,4401140,F,171
MA,West Springfield,2512510,M,95
MA,West Springfield,2512510,F,128
VT,Springfield School District,5007530,M,29
VT,Springfield School District,5007530,F,42
MA,Walpole,2511970,M,251
MA,Walpole,2511970,F,298
NH,Lincoln-Woodstock School District,3304260,M,9
NH,Lincoln-Woodstock School District,3304260,F,10
RI,Newport,4400720,M,104
RI,Newport,4400720,F,104
ME,RSU 02,2314776,M,82
ME,RSU 02,2314776,F,84
CT,MADISON SCHOOL DISTRICT,902280,M,187
CT,MADISON SCHOOL DISTRICT,902280,F,199
ME,RSU 24,2314790,M,23
ME,RSU 24,2314790,F,31
CT,NEW FAIRFIELD SCHOOL DISTRICT,902730,M,116
CT,NEW FAIRFIELD SCHOOL DISTRICT,902730,F,95
