Lea State,LEA,ID,Category,Total
MA,Fairhaven,2504800,Classroom Teachers,148.42
MA,Fairhaven,2504800,Classroom teachers in their first year of teaching,0
MA,Fairhaven,2504800,Classroom teachers in their second year of teaching,0
MA,Fairhaven,2504800,Teachers absent more than 10 days of the school year,15.96
MA,Fairhaven,2504800,High-School Counselors,5
MA,Sudbury,2511340,Classroom Teachers,207.95
MA,Sudbury,2511340,Classroom teachers in their first year of teaching,2
MA,Sudbury,2511340,Classroom teachers in their second year of teaching,8
MA,Sudbury,2511340,Teachers absent more than 10 days of the school year,107
MA,Sudbury,2511340,High-School Counselors,7.51
NH,Somersworth School District,3306240,Classroom Teachers,130.2
NH,Somersworth School District,3306240,Classroom teachers in their first year of teaching,15.5
NH,Somersworth School District,3306240,Classroom teachers in their second year of teaching,16
NH,Somersworth School District,3306240,Teachers absent more than 10 days of the school year,42
NH,Somersworth School District,3306240,High-School Counselors,9
MA,Tyngsborough,2511760,Classroom Teachers,136.4
MA,Tyngsborough,2511760,Classroom teachers in their first year of teaching,7
MA,Tyngsborough,2511760,Classroom teachers in their second year of teaching,5.2
MA,Tyngsborough,2511760,Teachers absent more than 10 days of the school year,33
MA,Tyngsborough,2511760,High-School Counselors,7
NH,Timberlane Regional School District,3306720,Classroom Teachers,316.1
NH,Timberlane Regional School District,3306720,Classroom teachers in their first year of teaching,12.6
NH,Timberlane Regional School District,3306720,Classroom teachers in their second year of teaching,11
NH,Timberlane Regional School District,3306720,Teachers absent more than 10 days of the school year,129
NH,Timberlane Regional School District,3306720,High-School Counselors,17.5
ME,Winslow Schools,2313860,Classroom Teachers,97
ME,Winslow Schools,2313860,Classroom teachers in their first year of teaching,6
ME,Winslow Schools,2313860,Classroom teachers in their second year of teaching,4
ME,Winslow Schools,2313860,Teachers absent more than 10 days of the school year,35
ME,Winslow Schools,2313860,High-School Counselors,4
CT,EAST HARTFORD SCHOOL DISTRICT,901260,Classroom Teachers,519
CT,EAST HARTFORD SCHOOL DISTRICT,901260,Classroom teachers in their first year of teaching,40
CT,EAST HARTFORD SCHOOL DISTRICT,901260,Classroom teachers in their second year of teaching,36
CT,EAST HARTFORD SCHOOL DISTRICT,901260,Teachers absent more than 10 days of the school year,64
CT,EAST HARTFORD SCHOOL DISTRICT,901260,High-School Counselors,23
RI,Central Falls,4400120,Classroom Teachers,243.4
RI,Central Falls,4400120,Classroom teachers in their first year of teaching,14
RI,Central Falls,4400120,Classroom teachers in their second year of teaching,6
RI,Central Falls,4400120,Teachers absent more than 10 days of the school year,34
RI,Central Falls,4400120,High-School Counselors,5
MA,Amesbury,2501860,Classroom Teachers,186.71
MA,Amesbury,2501860,Classroom teachers in their first year of teaching,0.69
MA,Amesbury,2501860,Classroom teachers in their second year of teaching,19.48
MA,Amesbury,2501860,Teachers absent more than 10 days of the school year,48.76
MA,Amesbury,2501860,High-School Counselors,10
CT,TOLLAND SCHOOL DISTRICT,904560,Classroom Teachers,192.9
CT,TOLLAND SCHOOL DISTRICT,904560,Classroom teachers in their first year of teaching,5
CT,TOLLAND SCHOOL DISTRICT,904560,Classroom teachers in their second year of teaching,3
CT,TOLLAND SCHOOL DISTRICT,904560,Teachers absent more than 10 days of the school year,64
CT,TOLLAND SCHOOL DISTRICT,904560,High-School Counselors,6
CT,SOMERS SCHOOL DISTRICT,904140,Classroom Teachers,122
CT,SOMERS SCHOOL DISTRICT,904140,Classroom teachers in their first year of teaching,5
CT,SOMERS SCHOOL DISTRICT,904140,Classroom teachers in their second year of teaching,0
CT,SOMERS SCHOOL DISTRICT,904140,Teachers absent more than 10 days of the school year,77
CT,SOMERS SCHOOL DISTRICT,904140,High-School Counselors,4.05
MA,Barnstable,2502310,Classroom Teachers,401
MA,Barnstable,2502310,Classroom teachers in their first year of teaching,19
MA,Barnstable,2502310,Classroom teachers in their second year of teaching,24
MA,Barnstable,2502310,Teachers absent more than 10 days of the school year,132
MA,Barnstable,2502310,High-School Counselors,18.5
MA,Franklin,2505010,Classroom Teachers,433.9
MA,Franklin,2505010,Classroom teachers in their first year of teaching,17
MA,Franklin,2505010,Classroom teachers in their second year of teaching,14
MA,Franklin,2505010,Teachers absent more than 10 days of the school year,146
MA,Franklin,2505010,High-School Counselors,22.6
ME,RSU 22,2314815,Classroom Teachers,174.3
ME,RSU 22,2314815,Classroom teachers in their first year of teaching,8
ME,RSU 22,2314815,Classroom teachers in their second year of teaching,3.65
ME,RSU 22,2314815,Teachers absent more than 10 days of the school year,32
ME,RSU 22,2314815,High-School Counselors,8
CT,ORANGE SCHOOL DISTRICT,903210,Classroom Teachers,115.18
CT,ORANGE SCHOOL DISTRICT,903210,Classroom teachers in their first year of teaching,0
CT,ORANGE SCHOOL DISTRICT,903210,Classroom teachers in their second year of teaching,0
CT,ORANGE SCHOOL DISTRICT,903210,Teachers absent more than 10 days of the school year,46
CT,ORANGE SCHOOL DISTRICT,903210,High-School Counselors,0.25
ME,RSU 40/MSAD 40,2311550,Classroom Teachers,161.11
ME,RSU 40/MSAD 40,2311550,Classroom teachers in their first year of teaching,8
ME,RSU 40/MSAD 40,2311550,Classroom teachers in their second year of teaching,6
ME,RSU 40/MSAD 40,2311550,Teachers absent more than 10 days of the school year,51
ME,RSU 40/MSAD 40,2311550,High-School Counselors,6.8
CT,BRIDGEPORT SCHOOL DISTRICT,900450,Classroom Teachers,1464
CT,BRIDGEPORT SCHOOL DISTRICT,900450,Classroom teachers in their first year of teaching,111
CT,BRIDGEPORT SCHOOL DISTRICT,900450,Classroom teachers in their second year of teaching,129
CT,BRIDGEPORT SCHOOL DISTRICT,900450,Teachers absent more than 10 days of the school year,682
CT,BRIDGEPORT SCHOOL DISTRICT,900450,High-School Counselors,37.19
CT,REGIONAL SCHOOL DISTRICT 06,903515,Classroom Teachers,87.5
CT,REGIONAL SCHOOL DISTRICT 06,903515,Classroom teachers in their first year of teaching,7
CT,REGIONAL SCHOOL DISTRICT 06,903515,Classroom teachers in their second year of teaching,8
CT,REGIONAL SCHOOL DISTRICT 06,903515,Teachers absent more than 10 days of the school year,22
CT,REGIONAL SCHOOL DISTRICT 06,903515,High-School Counselors,3.4
MA,Central Berkshire,2503390,Classroom Teachers,124.9
MA,Central Berkshire,2503390,Classroom teachers in their first year of teaching,0
MA,Central Berkshire,2503390,Classroom teachers in their second year of teaching,0
MA,Central Berkshire,2503390,Teachers absent more than 10 days of the school year,70
MA,Central Berkshire,2503390,High-School Counselors,8.5
ME,RSU 56,2314833,Classroom Teachers,56
ME,RSU 56,2314833,Classroom teachers in their first year of teaching,2
ME,RSU 56,2314833,Classroom teachers in their second year of teaching,2
ME,RSU 56,2314833,Teachers absent more than 10 days of the school year,6
ME,RSU 56,2314833,High-School Counselors,1
NH,Dover School District,3302640,Classroom Teachers,283.36
NH,Dover School District,3302640,Classroom teachers in their first year of teaching,5
NH,Dover School District,3302640,Classroom teachers in their second year of teaching,14
NH,Dover School District,3302640,Teachers absent more than 10 days of the school year,88.67
NH,Dover School District,3302640,High-School Counselors,15
MA,Dedham,2504050,Classroom Teachers,243.62
MA,Dedham,2504050,Classroom teachers in their first year of teaching,12.41
MA,Dedham,2504050,Classroom teachers in their second year of teaching,11.4
MA,Dedham,2504050,Teachers absent more than 10 days of the school year,67.7
MA,Dedham,2504050,High-School Counselors,11
NH,Oyster River Coop School District,3305520,Classroom Teachers,175.1
NH,Oyster River Coop School District,3305520,Classroom teachers in their first year of teaching,7
NH,Oyster River Coop School District,3305520,Classroom teachers in their second year of teaching,4
NH,Oyster River Coop School District,3305520,Teachers absent more than 10 days of the school year,44
NH,Oyster River Coop School District,3305520,High-School Counselors,8
MA,Medway,2507590,Classroom Teachers,184.7
MA,Medway,2507590,Classroom teachers in their first year of teaching,10.6
MA,Medway,2507590,Classroom teachers in their second year of teaching,6
MA,Medway,2507590,Teachers absent more than 10 days of the school year,35
MA,Medway,2507590,High-School Counselors,8
MA,Mansfield,2507230,Classroom Teachers,333.1
MA,Mansfield,2507230,Classroom teachers in their first year of teaching,9
MA,Mansfield,2507230,Classroom teachers in their second year of teaching,9
MA,Mansfield,2507230,Teachers absent more than 10 days of the school year,221
MA,Mansfield,2507230,High-School Counselors,12
MA,Shrewsbury,2510770,Classroom Teachers,400.59
MA,Shrewsbury,2510770,Classroom teachers in their first year of teaching,61
MA,Shrewsbury,2510770,Classroom teachers in their second year of teaching,19
MA,Shrewsbury,2510770,Teachers absent more than 10 days of the school year,81
MA,Shrewsbury,2510770,High-School Counselors,14.8
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,Classroom Teachers,146.2
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,Classroom teachers in their first year of teaching,22
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,Classroom teachers in their second year of teaching,15
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,Teachers absent more than 10 days of the school year,0
RI,Blackstone Valley Prep  A RI Mayoral Academy,4400015,High-School Counselors,2
MA,Gardner,2505130,Classroom Teachers,184.84
MA,Gardner,2505130,Classroom teachers in their first year of teaching,9
MA,Gardner,2505130,Classroom teachers in their second year of teaching,8
MA,Gardner,2505130,Teachers absent more than 10 days of the school year,72
MA,Gardner,2505130,High-School Counselors,14
MA,Everett,2504770,Classroom Teachers,565.65
MA,Everett,2504770,Classroom teachers in their first year of teaching,25.53
MA,Everett,2504770,Classroom teachers in their second year of teaching,21
MA,Everett,2504770,Teachers absent more than 10 days of the school year,58.82
MA,Everett,2504770,High-School Counselors,25.46
MA,North Andover,2508700,Classroom Teachers,312.63
MA,North Andover,2508700,Classroom teachers in their first year of teaching,27.33
MA,North Andover,2508700,Classroom teachers in their second year of teaching,19.2
MA,North Andover,2508700,Teachers absent more than 10 days of the school year,145.63
MA,North Andover,2508700,High-School Counselors,13.3
RI,Burrillville,4400090,Classroom Teachers,179.14
RI,Burrillville,4400090,Classroom teachers in their first year of teaching,8.99
RI,Burrillville,4400090,Classroom teachers in their second year of teaching,10
RI,Burrillville,4400090,Teachers absent more than 10 days of the school year,77
RI,Burrillville,4400090,High-School Counselors,5
MA,Nashoba,2508310,Classroom Teachers,266.32
MA,Nashoba,2508310,Classroom teachers in their first year of teaching,9
MA,Nashoba,2508310,Classroom teachers in their second year of teaching,13.6
MA,Nashoba,2508310,Teachers absent more than 10 days of the school year,84
MA,Nashoba,2508310,High-School Counselors,14
CT,CAPITOL REGION EDUCATION COUN,900700,Classroom Teachers,824.29
CT,CAPITOL REGION EDUCATION COUN,900700,Classroom teachers in their first year of teaching,19
CT,CAPITOL REGION EDUCATION COUN,900700,Classroom teachers in their second year of teaching,16
CT,CAPITOL REGION EDUCATION COUN,900700,Teachers absent more than 10 days of the school year,188
CT,CAPITOL REGION EDUCATION COUN,900700,High-School Counselors,35.36
CT,DANBURY SCHOOL DISTRICT,901020,Classroom Teachers,783
CT,DANBURY SCHOOL DISTRICT,901020,Classroom teachers in their first year of teaching,48
CT,DANBURY SCHOOL DISTRICT,901020,Classroom teachers in their second year of teaching,51
CT,DANBURY SCHOOL DISTRICT,901020,Teachers absent more than 10 days of the school year,201
CT,DANBURY SCHOOL DISTRICT,901020,High-School Counselors,19
CT,REGIONAL SCHOOL DISTRICT 17,903539,Classroom Teachers,187.06
CT,REGIONAL SCHOOL DISTRICT 17,903539,Classroom teachers in their first year of teaching,0
CT,REGIONAL SCHOOL DISTRICT 17,903539,Classroom teachers in their second year of teaching,2
CT,REGIONAL SCHOOL DISTRICT 17,903539,Teachers absent more than 10 days of the school year,61.4
CT,REGIONAL SCHOOL DISTRICT 17,903539,High-School Counselors,6.5
ME,RSU 60/MSAD 60,2314700,Classroom Teachers,240.6
ME,RSU 60/MSAD 60,2314700,Classroom teachers in their first year of teaching,34
ME,RSU 60/MSAD 60,2314700,Classroom teachers in their second year of teaching,24
ME,RSU 60/MSAD 60,2314700,Teachers absent more than 10 days of the school year,79
ME,RSU 60/MSAD 60,2314700,High-School Counselors,12
CT,ENFIELD SCHOOL DISTRICT,901470,Classroom Teachers,434.85
CT,ENFIELD SCHOOL DISTRICT,901470,Classroom teachers in their first year of teaching,25.4
CT,ENFIELD SCHOOL DISTRICT,901470,Classroom teachers in their second year of teaching,23
CT,ENFIELD SCHOOL DISTRICT,901470,Teachers absent more than 10 days of the school year,157
CT,ENFIELD SCHOOL DISTRICT,901470,High-School Counselors,18
CT,STRATFORD SCHOOL DISTRICT,904440,Classroom Teachers,576.22
CT,STRATFORD SCHOOL DISTRICT,904440,Classroom teachers in their first year of teaching,27.2
CT,STRATFORD SCHOOL DISTRICT,904440,Classroom teachers in their second year of teaching,53.7
CT,STRATFORD SCHOOL DISTRICT,904440,Teachers absent more than 10 days of the school year,243
CT,STRATFORD SCHOOL DISTRICT,904440,High-School Counselors,17.5
MA,Acton-Boxborough Regional School District,2501710,Classroom Teachers,368.77
MA,Acton-Boxborough Regional School District,2501710,Classroom teachers in their first year of teaching,10
MA,Acton-Boxborough Regional School District,2501710,Classroom teachers in their second year of teaching,7
MA,Acton-Boxborough Regional School District,2501710,Teachers absent more than 10 days of the school year,134
MA,Acton-Boxborough Regional School District,2501710,High-School Counselors,18.7
NH,Haverhill Cooperative School District,3303660,Classroom Teachers,68.97
NH,Haverhill Cooperative School District,3303660,Classroom teachers in their first year of teaching,1
NH,Haverhill Cooperative School District,3303660,Classroom teachers in their second year of teaching,2
NH,Haverhill Cooperative School District,3303660,Teachers absent more than 10 days of the school year,28
NH,Haverhill Cooperative School District,3303660,High-School Counselors,3
MA,Athol-Royalston,2502160,Classroom Teachers,117.01
MA,Athol-Royalston,2502160,Classroom teachers in their first year of teaching,17.01
MA,Athol-Royalston,2502160,Classroom teachers in their second year of teaching,19
MA,Athol-Royalston,2502160,Teachers absent more than 10 days of the school year,42.74
MA,Athol-Royalston,2502160,High-School Counselors,9.8
CT,PLAINVILLE SCHOOL DISTRICT,903300,Classroom Teachers,214
CT,PLAINVILLE SCHOOL DISTRICT,903300,Classroom teachers in their first year of teaching,10
CT,PLAINVILLE SCHOOL DISTRICT,903300,Classroom teachers in their second year of teaching,8
CT,PLAINVILLE SCHOOL DISTRICT,903300,Teachers absent more than 10 days of the school year,65
CT,PLAINVILLE SCHOOL DISTRICT,903300,High-School Counselors,7
CT,NEWTOWN SCHOOL DISTRICT,902910,Classroom Teachers,357.5
CT,NEWTOWN SCHOOL DISTRICT,902910,Classroom teachers in their first year of teaching,5
CT,NEWTOWN SCHOOL DISTRICT,902910,Classroom teachers in their second year of teaching,7
CT,NEWTOWN SCHOOL DISTRICT,902910,Teachers absent more than 10 days of the school year,123.55
CT,NEWTOWN SCHOOL DISTRICT,902910,High-School Counselors,19
ME,RSU 44/MSAD 44,2311670,Classroom Teachers,73.5
ME,RSU 44/MSAD 44,2311670,Classroom teachers in their first year of teaching,2.5
ME,RSU 44/MSAD 44,2311670,Classroom teachers in their second year of teaching,1
ME,RSU 44/MSAD 44,2311670,Teachers absent more than 10 days of the school year,24
ME,RSU 44/MSAD 44,2311670,High-School Counselors,3.2
MA,Mendon-Upton,2507680,Classroom Teachers,178
MA,Mendon-Upton,2507680,Classroom teachers in their first year of teaching,8
MA,Mendon-Upton,2507680,Classroom teachers in their second year of teaching,8
MA,Mendon-Upton,2507680,Teachers absent more than 10 days of the school year,32
MA,Mendon-Upton,2507680,High-School Counselors,8
NH,Portsmouth School District,3305820,Classroom Teachers,220.08
NH,Portsmouth School District,3305820,Classroom teachers in their first year of teaching,5
NH,Portsmouth School District,3305820,Classroom teachers in their second year of teaching,5
NH,Portsmouth School District,3305820,Teachers absent more than 10 days of the school year,75
NH,Portsmouth School District,3305820,High-School Counselors,11.4
MA,Easthampton,2504590,Classroom Teachers,114.65
MA,Easthampton,2504590,Classroom teachers in their first year of teaching,5.81
MA,Easthampton,2504590,Classroom teachers in their second year of teaching,1
MA,Easthampton,2504590,Teachers absent more than 10 days of the school year,30
MA,Easthampton,2504590,High-School Counselors,5
MA,Mount Greylock Regional School District,2508160,Classroom Teachers,103.99
MA,Mount Greylock Regional School District,2508160,Classroom teachers in their first year of teaching,14
MA,Mount Greylock Regional School District,2508160,Classroom teachers in their second year of teaching,7
MA,Mount Greylock Regional School District,2508160,Teachers absent more than 10 days of the school year,26
MA,Mount Greylock Regional School District,2508160,High-School Counselors,3.5
MA,Springfield,2511130,Classroom Teachers,1947.26
MA,Springfield,2511130,Classroom teachers in their first year of teaching,171.05
MA,Springfield,2511130,Classroom teachers in their second year of teaching,238
MA,Springfield,2511130,Teachers absent more than 10 days of the school year,476.95
MA,Springfield,2511130,High-School Counselors,116.8
CT,REGIONAL SCHOOL DISTRICT 13,903535,Classroom Teachers,158.8
CT,REGIONAL SCHOOL DISTRICT 13,903535,Classroom teachers in their first year of teaching,6.2
CT,REGIONAL SCHOOL DISTRICT 13,903535,Classroom teachers in their second year of teaching,8
CT,REGIONAL SCHOOL DISTRICT 13,903535,Teachers absent more than 10 days of the school year,52.6
CT,REGIONAL SCHOOL DISTRICT 13,903535,High-School Counselors,4
MA,Dighton-Rehoboth,2504200,Classroom Teachers,235
MA,Dighton-Rehoboth,2504200,Classroom teachers in their first year of teaching,6
MA,Dighton-Rehoboth,2504200,Classroom teachers in their second year of teaching,14
MA,Dighton-Rehoboth,2504200,Teachers absent more than 10 days of the school year,109
MA,Dighton-Rehoboth,2504200,High-School Counselors,9
MA,Chicopee,2503660,Classroom Teachers,642.8
MA,Chicopee,2503660,Classroom teachers in their first year of teaching,17
MA,Chicopee,2503660,Classroom teachers in their second year of teaching,15
MA,Chicopee,2503660,Teachers absent more than 10 days of the school year,130
MA,Chicopee,2503660,High-School Counselors,38
MA,Salem,2510380,Classroom Teachers,430.6
MA,Salem,2510380,Classroom teachers in their first year of teaching,88
MA,Salem,2510380,Classroom teachers in their second year of teaching,83
MA,Salem,2510380,Teachers absent more than 10 days of the school year,53
MA,Salem,2510380,High-School Counselors,22
MA,Hopedale,2506300,Classroom Teachers,89.5
MA,Hopedale,2506300,Classroom teachers in their first year of teaching,7
MA,Hopedale,2506300,Classroom teachers in their second year of teaching,2
MA,Hopedale,2506300,Teachers absent more than 10 days of the school year,14.4
MA,Hopedale,2506300,High-School Counselors,9.6
MA,Pittsfield,2509630,Classroom Teachers,483.73
MA,Pittsfield,2509630,Classroom teachers in their first year of teaching,46.8
MA,Pittsfield,2509630,Classroom teachers in their second year of teaching,19.5
MA,Pittsfield,2509630,Teachers absent more than 10 days of the school year,128
MA,Pittsfield,2509630,High-School Counselors,21.4
NH,Milford School District,3304830,Classroom Teachers,171.8
NH,Milford School District,3304830,Classroom teachers in their first year of teaching,3
NH,Milford School District,3304830,Classroom teachers in their second year of teaching,2
NH,Milford School District,3304830,Teachers absent more than 10 days of the school year,73
NH,Milford School District,3304830,High-School Counselors,11
MA,Rockland,2510170,Classroom Teachers,186
MA,Rockland,2510170,Classroom teachers in their first year of teaching,16
MA,Rockland,2510170,Classroom teachers in their second year of teaching,24
MA,Rockland,2510170,Teachers absent more than 10 days of the school year,7
MA,Rockland,2510170,High-School Counselors,11
ME,RSU 38,2314788,Classroom Teachers,114.76
ME,RSU 38,2314788,Classroom teachers in their first year of teaching,10
ME,RSU 38,2314788,Classroom teachers in their second year of teaching,5.8
ME,RSU 38,2314788,Teachers absent more than 10 days of the school year,55.5
ME,RSU 38,2314788,High-School Counselors,5.8
NH,Northumberland School District,3305400,Classroom Teachers,34.9
NH,Northumberland School District,3305400,Classroom teachers in their first year of teaching,6
NH,Northumberland School District,3305400,Classroom teachers in their second year of teaching,10
NH,Northumberland School District,3305400,Teachers absent more than 10 days of the school year,1
NH,Northumberland School District,3305400,High-School Counselors,2
NH,Farmington School District,3303000,Classroom Teachers,91.2
NH,Farmington School District,3303000,Classroom teachers in their first year of teaching,5
NH,Farmington School District,3303000,Classroom teachers in their second year of teaching,8
NH,Farmington School District,3303000,Teachers absent more than 10 days of the school year,25
NH,Farmington School District,3303000,High-School Counselors,5
MA,Marlborough,2507320,Classroom Teachers,385.18
MA,Marlborough,2507320,Classroom teachers in their first year of teaching,12
MA,Marlborough,2507320,Classroom teachers in their second year of teaching,21
MA,Marlborough,2507320,Teachers absent more than 10 days of the school year,132
MA,Marlborough,2507320,High-School Counselors,23.6
MA,Methuen,2507740,Classroom Teachers,483.94
MA,Methuen,2507740,Classroom teachers in their first year of teaching,16
MA,Methuen,2507740,Classroom teachers in their second year of teaching,14
MA,Methuen,2507740,Teachers absent more than 10 days of the school year,57
MA,Methuen,2507740,High-School Counselors,30
MA,Cambridge,2503270,Classroom Teachers,676.45
MA,Cambridge,2503270,Classroom teachers in their first year of teaching,12.04
MA,Cambridge,2503270,Classroom teachers in their second year of teaching,44.34
MA,Cambridge,2503270,Teachers absent more than 10 days of the school year,193.23
MA,Cambridge,2503270,High-School Counselors,27.17
MA,Somerset,2510860,Classroom Teachers,149.4
MA,Somerset,2510860,Classroom teachers in their first year of teaching,5
MA,Somerset,2510860,Classroom teachers in their second year of teaching,10.98
MA,Somerset,2510860,Teachers absent more than 10 days of the school year,81.29
MA,Somerset,2510860,High-School Counselors,1.6
MA,Institutional Schools,2511150,Classroom Teachers,84
MA,Institutional Schools,2511150,Classroom teachers in their first year of teaching,17
MA,Institutional Schools,2511150,Classroom teachers in their second year of teaching,8
MA,Institutional Schools,2511150,Teachers absent more than 10 days of the school year,30
MA,Institutional Schools,2511150,High-School Counselors,0
ME,Education in Unorganized Terr,2312100,Classroom Teachers,12.9
ME,Education in Unorganized Terr,2312100,Classroom teachers in their first year of teaching,0
ME,Education in Unorganized Terr,2312100,Classroom teachers in their second year of teaching,0
ME,Education in Unorganized Terr,2312100,Teachers absent more than 10 days of the school year,3
ME,Education in Unorganized Terr,2312100,High-School Counselors,0.2
ME,Wells-Ogunquit CSD,2313490,Classroom Teachers,124
ME,Wells-Ogunquit CSD,2313490,Classroom teachers in their first year of teaching,3
ME,Wells-Ogunquit CSD,2313490,Classroom teachers in their second year of teaching,0
ME,Wells-Ogunquit CSD,2313490,Teachers absent more than 10 days of the school year,27
ME,Wells-Ogunquit CSD,2313490,High-School Counselors,4
CT,DERBY SCHOOL DISTRICT,901110,Classroom Teachers,110
CT,DERBY SCHOOL DISTRICT,901110,Classroom teachers in their first year of teaching,7
CT,DERBY SCHOOL DISTRICT,901110,Classroom teachers in their second year of teaching,0
CT,DERBY SCHOOL DISTRICT,901110,Teachers absent more than 10 days of the school year,11
CT,DERBY SCHOOL DISTRICT,901110,High-School Counselors,3
MA,Whitman-Hanson,2512930,Classroom Teachers,241.71
MA,Whitman-Hanson,2512930,Classroom teachers in their first year of teaching,18
MA,Whitman-Hanson,2512930,Classroom teachers in their second year of teaching,24
MA,Whitman-Hanson,2512930,Teachers absent more than 10 days of the school year,136
MA,Whitman-Hanson,2512930,High-School Counselors,12
NH,Raymond School District,3305880,Classroom Teachers,112.4
NH,Raymond School District,3305880,Classroom teachers in their first year of teaching,8
NH,Raymond School District,3305880,Classroom teachers in their second year of teaching,6
NH,Raymond School District,3305880,Teachers absent more than 10 days of the school year,26
NH,Raymond School District,3305880,High-School Counselors,7
ME,RSU 17/MSAD 17,2310770,Classroom Teachers,273.9
ME,RSU 17/MSAD 17,2310770,Classroom teachers in their first year of teaching,15
ME,RSU 17/MSAD 17,2310770,Classroom teachers in their second year of teaching,18
ME,RSU 17/MSAD 17,2310770,Teachers absent more than 10 days of the school year,66
ME,RSU 17/MSAD 17,2310770,High-School Counselors,8
MA,Freetown-Lakeville,2505070,Classroom Teachers,198.65
MA,Freetown-Lakeville,2505070,Classroom teachers in their first year of teaching,9
MA,Freetown-Lakeville,2505070,Classroom teachers in their second year of teaching,4
MA,Freetown-Lakeville,2505070,Teachers absent more than 10 days of the school year,45
MA,Freetown-Lakeville,2505070,High-School Counselors,13
MA,Nantucket,2508250,Classroom Teachers,148.67
MA,Nantucket,2508250,Classroom teachers in their first year of teaching,2
MA,Nantucket,2508250,Classroom teachers in their second year of teaching,7
MA,Nantucket,2508250,Teachers absent more than 10 days of the school year,53
MA,Nantucket,2508250,High-School Counselors,8
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,Classroom Teachers,23.5
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,Classroom teachers in their first year of teaching,2.5
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,Classroom teachers in their second year of teaching,0
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,Teachers absent more than 10 days of the school year,13
MA,MASSACHUSETTS DEPARTMENT OF YOUTH SERVICES,25SOP01,High-School Counselors,0
ME,RSU 16,2314775,Classroom Teachers,141.4
ME,RSU 16,2314775,Classroom teachers in their first year of teaching,9
ME,RSU 16,2314775,Classroom teachers in their second year of teaching,13
ME,RSU 16,2314775,Teachers absent more than 10 days of the school year,34
ME,RSU 16,2314775,High-School Counselors,6
CT,WILTON SCHOOL DISTRICT,905130,Classroom Teachers,343.59
CT,WILTON SCHOOL DISTRICT,905130,Classroom teachers in their first year of teaching,10
CT,WILTON SCHOOL DISTRICT,905130,Classroom teachers in their second year of teaching,5
CT,WILTON SCHOOL DISTRICT,905130,Teachers absent more than 10 days of the school year,83
CT,WILTON SCHOOL DISTRICT,905130,High-School Counselors,13
ME,RSU 09,2314809,Classroom Teachers,173.8
ME,RSU 09,2314809,Classroom teachers in their first year of teaching,10.7
ME,RSU 09,2314809,Classroom teachers in their second year of teaching,9
ME,RSU 09,2314809,Teachers absent more than 10 days of the school year,33
ME,RSU 09,2314809,High-School Counselors,7.7
ME,RSU 05,2314789,Classroom Teachers,184.1
ME,RSU 05,2314789,Classroom teachers in their first year of teaching,22.7
ME,RSU 05,2314789,Classroom teachers in their second year of teaching,14.5
ME,RSU 05,2314789,Teachers absent more than 10 days of the school year,14.8
ME,RSU 05,2314789,High-School Counselors,7.5
CT,NEW CANAAN SCHOOL DISTRICT,902700,Classroom Teachers,373.3
CT,NEW CANAAN SCHOOL DISTRICT,902700,Classroom teachers in their first year of teaching,6
CT,NEW CANAAN SCHOOL DISTRICT,902700,Classroom teachers in their second year of teaching,13
CT,NEW CANAAN SCHOOL DISTRICT,902700,Teachers absent more than 10 days of the school year,55
CT,NEW CANAAN SCHOOL DISTRICT,902700,High-School Counselors,14
MA,Manchester Essex Regional,2500067,Classroom Teachers,127.5
MA,Manchester Essex Regional,2500067,Classroom teachers in their first year of teaching,6.3
MA,Manchester Essex Regional,2500067,Classroom teachers in their second year of teaching,6.9
MA,Manchester Essex Regional,2500067,Teachers absent more than 10 days of the school year,28
MA,Manchester Essex Regional,2500067,High-School Counselors,5.6
RI,Portsmouth,4400870,Classroom Teachers,160.52
RI,Portsmouth,4400870,Classroom teachers in their first year of teaching,3
RI,Portsmouth,4400870,Classroom teachers in their second year of teaching,1
RI,Portsmouth,4400870,Teachers absent more than 10 days of the school year,66.35
RI,Portsmouth,4400870,High-School Counselors,9
MA,Pembroke,2509420,Classroom Teachers,204.48
MA,Pembroke,2509420,Classroom teachers in their first year of teaching,2
MA,Pembroke,2509420,Classroom teachers in their second year of teaching,0
MA,Pembroke,2509420,Teachers absent more than 10 days of the school year,83
MA,Pembroke,2509420,High-School Counselors,14.84
NH,Merrimack School District,3304740,Classroom Teachers,294
NH,Merrimack School District,3304740,Classroom teachers in their first year of teaching,5
NH,Merrimack School District,3304740,Classroom teachers in their second year of teaching,10
NH,Merrimack School District,3304740,Teachers absent more than 10 days of the school year,100
NH,Merrimack School District,3304740,High-School Counselors,15
CT,WESTON SCHOOL DISTRICT,905010,Classroom Teachers,213.97
CT,WESTON SCHOOL DISTRICT,905010,Classroom teachers in their first year of teaching,0.2
CT,WESTON SCHOOL DISTRICT,905010,Classroom teachers in their second year of teaching,2
