Lea State,LEA,ID,Sex,Total
WI,Hartland-Lakeside J3 School District,5506140,M,53
WI,Hartland-Lakeside J3 School District,5506140,F,44
IL,Mattoon CUSD 2,1725050,M,355
IL,Mattoon CUSD 2,1725050,F,332
IL,Tri Valley CUSD 3,1713920,M,29
IL,Tri Valley CUSD 3,1713920,F,29
MN,GREENWAY PUBLIC SCHOOL DISTRICT,2709480,M,47
MN,GREENWAY PUBLIC SCHOOL DISTRICT,2709480,F,40
IL,Sycamore CUSD 427,1738460,M,226
IL,Sycamore CUSD 427,1738460,F,230
IL,Northbrook ESD 27,1717850,M,41
IL,Northbrook ESD 27,1717850,F,31
IL,Plano CUSD 88,1731770,M,153
IL,Plano CUSD 88,1731770,F,154
IA,West Lyon Comm School District,1931020,M,16
IA,West Lyon Comm School District,1931020,F,13
IL,Center Cass SD 66,1708970,M,17
IL,Center Cass SD 66,1708970,F,10
IL,Marshall CUSD 2C,1724870,M,93
IL,Marshall CUSD 2C,1724870,F,90
MN,ADRIAN PUBLIC SCHOOL DISTRICT,2702730,M,30
MN,ADRIAN PUBLIC SCHOOL DISTRICT,2702730,F,45
IL,Kane ROE,1700191,M,179
IL,Kane ROE,1700191,F,135
MN,ROYALTON PUBLIC SCHOOL DISTRICT,2732520,M,53
MN,ROYALTON PUBLIC SCHOOL DISTRICT,2732520,F,62
IN,Gary Community School Corp,1803870,M,1036
IN,Gary Community School Corp,1803870,F,896
IL,Elverado CUSD 196,1713860,M,36
IL,Elverado CUSD 196,1713860,F,23
IL,Frankfort CUSD 168,1741580,M,212
IL,Frankfort CUSD 168,1741580,F,231
IN,Loogootee Community Sch Corp,1806060,M,28
IN,Loogootee Community Sch Corp,1806060,F,41
IL,Spoon River Valley CUSD 4,1736960,M,17
IL,Spoon River Valley CUSD 4,1736960,F,22
IL,Alxndr/Jcksn/Pulsk/Prry/Union ROE,1700190,M,10
IL,Alxndr/Jcksn/Pulsk/Prry/Union ROE,1700190,F,3
IN,LaPorte Community School Corp,1805580,M,354
IN,LaPorte Community School Corp,1805580,F,359
IA,Ames Comm School District,1903540,M,236
IA,Ames Comm School District,1903540,F,219
WI,Oostburg School District,5511070,M,20
WI,Oostburg School District,5511070,F,20
IL,Ridgeland SD 122,1733690,M,135
IL,Ridgeland SD 122,1733690,F,135
MN,REDWOOD AREA SCHOOL DISTRICT,2700182,M,127
MN,REDWOOD AREA SCHOOL DISTRICT,2700182,F,108
WI,West Bend School District,5516290,M,353
WI,West Bend School District,5516290,F,336
IL,Zeigler-Royalton CUSD 188,1743800,M,65
IL,Zeigler-Royalton CUSD 188,1743800,F,72
MN,HAWLEY PUBLIC SCHOOL DISTRICT,2713560,M,26
MN,HAWLEY PUBLIC SCHOOL DISTRICT,2713560,F,28
WI,Turtle Lake School District,5515060,M,18
WI,Turtle Lake School District,5515060,F,20
WI,Washburn School District,5515540,M,29
WI,Washburn School District,5515540,F,42
ND,MANDAN 1,3811820,M,229
ND,MANDAN 1,3811820,F,217
MN,BENSON PUBLIC SCHOOL DISTRICT,2704470,M,95
MN,BENSON PUBLIC SCHOOL DISTRICT,2704470,F,93
IL,Lee/Ogle/Whiteside ROE,1700195,M,10
IL,Lee/Ogle/Whiteside ROE,1700195,F,11
IA,Exira-Elk Horn- Kimballton Comm Sch Dist,1911250,M,17
IA,Exira-Elk Horn- Kimballton Comm Sch Dist,1911250,F,20
IN,Eastbrook Community Sch Corp,1803030,M,50
IN,Eastbrook Community Sch Corp,1803030,F,37
IN,M S D Warren Township,1812360,M,1233
IN,M S D Warren Township,1812360,F,1159
IL,Thornton Twp HSD 205,1738970,M,1013
IL,Thornton Twp HSD 205,1738970,F,1044
IA,South Central Calhoun Comm School District,1900024,M,44
IA,South Central Calhoun Comm School District,1900024,F,52
IA,Urbandale Comm School District,1928680,M,135
IA,Urbandale Comm School District,1928680,F,143
IA,Lake Mills Comm School District,1916110,M,29
IA,Lake Mills Comm School District,1916110,F,40
IA,Wapello Comm School District,1929730,M,140
IA,Wapello Comm School District,1929730,F,136
MN,ALBANY PUBLIC SCHOOL DISTRICT,2702930,M,34
MN,ALBANY PUBLIC SCHOOL DISTRICT,2702930,F,51
WI,Medford Area Public School District,5508940,M,72
WI,Medford Area Public School District,5508940,F,80
WI,New London School District,5510590,M,193
WI,New London School District,5510590,F,133
IL,Litchfield CUSD 12,1723250,M,124
IL,Litchfield CUSD 12,1723250,F,127
MN,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2733270,M,496
MN,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2733270,F,412
MN,CROOKSTON PUBLIC SCHOOL DISTRICT,2709720,M,233
MN,CROOKSTON PUBLIC SCHOOL DISTRICT,2709720,F,165
WI,Butternut School District,5501920,M,16
WI,Butternut School District,5501920,F,14
IA,Sioux City Comm School District,1926400,M,867
IA,Sioux City Comm School District,1926400,F,814
IA,Shenandoah Comm School District,1926070,M,28
IA,Shenandoah Comm School District,1926070,F,33
WI,Kiel Area School District,5507440,M,36
WI,Kiel Area School District,5507440,F,43
WI,Burlington Area School District,5501890,M,216
WI,Burlington Area School District,5501890,F,218
WI,Wisconsin Department of Corrections,5500035,M,165
WI,Wisconsin Department of Corrections,5500035,F,19
IN,Batesville Community School Corp,1800390,M,89
IN,Batesville Community School Corp,1800390,F,80
MN,PILLAGER PUBLIC SCHOOL DISTRICT,2728350,M,117
MN,PILLAGER PUBLIC SCHOOL DISTRICT,2728350,F,105
IL,River Trails SD 26,1733870,M,48
IL,River Trails SD 26,1733870,F,36
MN,NICOLLET PUBLIC SCHOOL DISTRICT,2723580,M,11
MN,NICOLLET PUBLIC SCHOOL DISTRICT,2723580,F,19
WI,Kaukauna Area School District,5507290,M,154
WI,Kaukauna Area School District,5507290,F,130
IL,Champaign CUSD 4,1709420,M,1062
IL,Champaign CUSD 4,1709420,F,1036
MN,Region 6 and 8-SW/WC Service Coop,2700086,M,118
MN,Region 6 and 8-SW/WC Service Coop,2700086,F,54
MN,MARSHALL PUBLIC SCHOOL DISTRICT,2718940,M,151
MN,MARSHALL PUBLIC SCHOOL DISTRICT,2718940,F,129
IL,Farmington Central CUSD 265,1700044,M,94
IL,Farmington Central CUSD 265,1700044,F,91
IN,Elwood Community School Corp,1803300,M,108
IN,Elwood Community School Corp,1803300,F,105
WI,Weston School District,5516470,M,11
WI,Weston School District,5516470,F,3
WI,Verona Area School District,5515330,M,256
WI,Verona Area School District,5515330,F,282
IL,Dupo CUSD 196,1712720,M,72
IL,Dupo CUSD 196,1712720,F,84
IN,Danville Community School Corp,1802550,M,86
IN,Danville Community School Corp,1802550,F,98
IL,Brooklyn UD 188,1723640,M,29
IL,Brooklyn UD 188,1723640,F,21
IN,Wabash City Schools,1812150,M,57
IN,Wabash City Schools,1812150,F,58
IN,Southern Hancock Co Com Sch Corp,1810710,M,138
IN,Southern Hancock Co Com Sch Corp,1810710,F,156
IA,IKM-Manning Comm School District,1914880,M,26
IA,IKM-Manning Comm School District,1914880,F,28
MN,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2718750,M,119
MN,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2718750,F,137
WI,Minocqua J1 School District,5509690,M,27
WI,Minocqua J1 School District,5509690,F,29
IN,Rising Sun-Ohio Co Com,1809600,M,16
IN,Rising Sun-Ohio Co Com,1809600,F,22
WI,Chippewa Falls Area Unified School District,5502550,M,335
WI,Chippewa Falls Area Unified School District,5502550,F,295
WI,Rosholt School District,5513140,M,32
WI,Rosholt School District,5513140,F,26
IN,Richland-Bean Blossom C S C,1809480,M,111
IN,Richland-Bean Blossom C S C,1809480,F,113
IL,Westchester SD 92-5,1741790,M,70
IL,Westchester SD 92-5,1741790,F,34
IN,Northwestern School Corp,1802040,M,42
IN,Northwestern School Corp,1802040,F,46
IN,Warrick County School Corp,1812390,M,369
IN,Warrick County School Corp,1812390,F,435
MN,MILACA PUBLIC SCHOOL DISTRICT,2720670,M,195
MN,MILACA PUBLIC SCHOOL DISTRICT,2720670,F,166
MN,ROCORI PUBLIC SCHOOL DISTRICT,2709440,M,96
MN,ROCORI PUBLIC SCHOOL DISTRICT,2709440,F,95
IL,Libertyville SD 70,1722800,M,38
IL,Libertyville SD 70,1722800,F,24
MN,WARROAD PUBLIC SCHOOL DISTRICT,2741850,M,75
MN,WARROAD PUBLIC SCHOOL DISTRICT,2741850,F,74
WI,Valders Area School District,5515210,M,38
WI,Valders Area School District,5515210,F,20
IL,Princeton ESD 115,1732670,M,73
IL,Princeton ESD 115,1732670,F,46
MN,LE SUEUR-HENDERSON SCHOOL DISTRICT,2718070,M,67
MN,LE SUEUR-HENDERSON SCHOOL DISTRICT,2718070,F,73
IA,Alburnett Comm School District,1903300,M,14
IA,Alburnett Comm School District,1903300,F,24
IL,Arbor Park SD 145,1703930,M,67
IL,Arbor Park SD 145,1703930,F,51
IN,Madison Consolidated Schools,1806120,M,202
IN,Madison Consolidated Schools,1806120,F,198
IL,Monmouth-Roseville CUSD 238,1700320,M,141
IL,Monmouth-Roseville CUSD 238,1700320,F,133
IL,Wood River-Hartford ESD 15,1743050,M,69
IL,Wood River-Hartford ESD 15,1743050,F,79
IL,Will County SD 92,1723730,M,39
IL,Will County SD 92,1723730,F,44
MN,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2733420,M,71
MN,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2733420,F,84
MN,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2704050,M,56
MN,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2704050,F,52
IN,Rush County Schools,1809750,M,140
IN,Rush County Schools,1809750,F,154
IN,Beech Grove City Schools,1800450,M,335
IN,Beech Grove City Schools,1800450,F,337
IA,Pella Comm School District,1922470,M,62
IA,Pella Comm School District,1922470,F,60
WI,Watertown Unified School District,5515750,M,238
WI,Watertown Unified School District,5515750,F,233
WI,River Ridge School District,5500017,M,26
WI,River Ridge School District,5500017,F,20
IA,South Tama County,1926730,M,92
IA,South Tama County,1926730,F,90
IN,Elkhart Community Schools,1803270,M,1445
IN,Elkhart Community Schools,1803270,F,1400
IA,Missouri Valley Comm School District,1919440,M,19
IA,Missouri Valley Comm School District,1919440,F,25
IL,Eldorado CUSD 4,1713660,M,147
IL,Eldorado CUSD 4,1713660,F,128
IA,Starmont Comm School District,1927270,M,30
IA,Starmont Comm School District,1927270,F,23
MN,MELROSE PUBLIC SCHOOL DISTRICT,2720550,M,57
MN,MELROSE PUBLIC SCHOOL DISTRICT,2720550,F,46
WI,Marinette School District,5508700,M,192
WI,Marinette School District,5508700,F,169
IL,Deer Creek-Mackinaw CUSD 701,1711880,M,40
IL,Deer Creek-Mackinaw CUSD 701,1711880,F,49
MN,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2742120,M,135
MN,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2742120,F,133
IN,Alexandria Community School Corp,1800120,M,91
IN,Alexandria Community School Corp,1800120,F,74
IL,NW Suburban Spec Educ Org,1700032,M,29
IL,NW Suburban Spec Educ Org,1700032,F,14
WI,Lake Geneva J1 School District,5507620,M,108
WI,Lake Geneva J1 School District,5507620,F,79
IN,East Noble School Corporation,1802970,M,197
IN,East Noble School Corporation,1802970,F,180
IL,Jacksonville SD 117,1720280,M,397
IL,Jacksonville SD 117,1720280,F,401
MN,MCGREGOR PUBLIC SCHOOL DISTRICT,2719170,M,65
MN,MCGREGOR PUBLIC SCHOOL DISTRICT,2719170,F,46
MN,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,M,793
MN,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2722950,F,849
MN,LAKES INTERNATIONAL LANGUAGE ACADEM,2700358,M,34
MN,LAKES INTERNATIONAL LANGUAGE ACADEM,2700358,F,43
MN,WINONA AREA PUBLIC SCHOOL DISTRICT,2744070,M,237
MN,WINONA AREA PUBLIC SCHOOL DISTRICT,2744070,F,188
IN,Tri-Creek School Corporation,1811460,M,140
IN,Tri-Creek School Corporation,1811460,F,162
IN,Portage Township Schools,1809150,M,554
IN,Portage Township Schools,1809150,F,558
IA,Pleasantville Comm School District,1923160,M,11
IA,Pleasantville Comm School District,1923160,F,18
IL,CHSD 155,1711370,M,414
IL,CHSD 155,1711370,F,503
IL,East Moline SD 37,1713170,M,248
IL,East Moline SD 37,1713170,F,235
IA,Cardinal Comm School District,1906240,M,33
IA,Cardinal Comm School District,1906240,F,32
WI,Monona Grove School District,5509810,M,160
WI,Monona Grove School District,5509810,F,212
WI,Fort Atkinson School District,5504740,M,107
WI,Fort Atkinson School District,5504740,F,119
MN,MONTICELLO PUBLIC SCHOOL DISTRICT,2721390,M,243
MN,MONTICELLO PUBLIC SCHOOL DISTRICT,2721390,F,208
IN,South Harrison Com Schools,1810360,M,174
IN,South Harrison Com Schools,1810360,F,191
IN,South Madison Com Sch Corp,1810440,M,116
IN,South Madison Com Sch Corp,1810440,F,139
IA,MFL MarMac Comm School District,1918120,M,25
IA,MFL MarMac Comm School District,1918120,F,42
IN,Shoals Community School Corp,1810170,M,33
IN,Shoals Community School Corp,1810170,F,27
IL,Edgar County CUD 6,1713370,M,19
IL,Edgar County CUD 6,1713370,F,20
IL,Durand CUSD 322,1712810,M,51
IL,Durand CUSD 322,1712810,F,36
IA,Tipton Comm School District,1927870,M,46
IA,Tipton Comm School District,1927870,F,55
IA,Oskaloosa Comm School District,1921870,M,104
IA,Oskaloosa Comm School District,1921870,F,98
IA,Vinton-Shellsburg Comm School District,1929310,M,72
IA,Vinton-Shellsburg Comm School District,1929310,F,72
MN,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2741910,M,55
MN,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2741910,F,58
IN,Western Boone Co Com Sch Dist,1812990,M,44
IN,Western Boone Co Com Sch Dist,1812990,F,48
IL,North Boone CUSD 200,1728700,M,29
IL,North Boone CUSD 200,1728700,F,37
IL,Belleville Twp HSD 201,1705640,M,547
IL,Belleville Twp HSD 201,1705640,F,600
MN,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2718240,M,240
MN,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2718240,F,203
IL,Shelbyville CUSD 4,1736090,M,92
IL,Shelbyville CUSD 4,1736090,F,75
IN,School City of Hammond,1804320,M,1169
IN,School City of Hammond,1804320,F,1148
IN,Plymouth Community School Corp,1809060,M,208
IN,Plymouth Community School Corp,1809060,F,207
IN,John Glenn School Corporation,1809120,M,90
IN,John Glenn School Corporation,1809120,F,100
MN,AUSTIN PUBLIC SCHOOL DISTRICT,2703450,M,567
MN,AUSTIN PUBLIC SCHOOL DISTRICT,2703450,F,513
WI,Argyle School District,5500450,M,13
WI,Argyle School District,5500450,F,11
IA,Tri-Center Comm School District,1927990,M,11
IA,Tri-Center Comm School District,1927990,F,11
WI,Milton School District,5509570,M,165
WI,Milton School District,5509570,F,173
IL,Prospect Heights SD 23,1732850,M,54
IL,Prospect Heights SD 23,1732850,F,65
IN,Lake Central School Corporation,1805450,M,444
IN,Lake Central School Corporation,1805450,F,447
MN,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,M,1336
MN,BURNSVILLE PUBLIC SCHOOL DISTRICT,2707290,F,1158
WI,Edgerton School District,5504110,M,66
WI,Edgerton School District,5504110,F,70
IN,West Clark Community Schools,1809370,M,194
IN,West Clark Community Schools,1809370,F,204
ND,DEVILS LAKE 1,3805040,M,114
ND,DEVILS LAKE 1,3805040,F,143
IL,Prairieview-Ogden CCSD 197,1700330,M,5
IL,Prairieview-Ogden CCSD 197,1700330,F,6
WI,Winter School District,5516860,M,16
WI,Winter School District,5516860,F,20
IL,Fieldcrest CUSD 6,1715100,M,57
IL,Fieldcrest CUSD 6,1715100,F,55
IL,Hardin County CUSD 1,1718200,M,86
IL,Hardin County CUSD 1,1718200,F,74
WI,Elmwood School District,5504350,M,10
WI,Elmwood School District,5504350,F,10
IA,Newton Comm School District,1920610,M,170
IA,Newton Comm School District,1920610,F,195
IL,Du Quoin CUSD 300,1712760,M,125
IL,Du Quoin CUSD 300,1712760,F,116
IL,Speed SEJA #802,1700029,M,79
IL,Speed SEJA #802,1700029,F,30
WI,Eleva-Strum School District,5504200,M,34
WI,Eleva-Strum School District,5504200,F,33
IL,Johnston City CUSD 1,1720550,M,108
IL,Johnston City CUSD 1,1720550,F,105
IA,Nodaway Valley Comm School District,1913110,M,25
IA,Nodaway Valley Comm School District,1913110,F,34
IL,Meridian CUSD 15,1700123,M,79
IL,Meridian CUSD 15,1700123,F,61
IA,Denison Comm School District,1908910,M,119
IA,Denison Comm School District,1908910,F,109
WI,Deerfield Community School District,5503270,M,26
WI,Deerfield Community School District,5503270,F,26
MN,KENYON-WANAMINGO SCHOOL DISTRICT,2717100,M,55
MN,KENYON-WANAMINGO SCHOOL DISTRICT,2717100,F,45
MN,MANKATO PUBLIC SCHOOL DISTRICT,2718780,M,552
MN,MANKATO PUBLIC SCHOOL DISTRICT,2718780,F,565
IL,Downers Grove GSD 58,1712540,M,31
IL,Downers Grove GSD 58,1712540,F,32
WI,Stockbridge School District,5514520,M,9
WI,Stockbridge School District,5514520,F,7
IL,Carlyle CUSD 1,1708460,M,66
IL,Carlyle CUSD 1,1708460,F,55
IN,Wes-Del Community Schools,1804500,M,75
IN,Wes-Del Community Schools,1804500,F,89
IL,Triad CUSD 2,1737350,M,110
IL,Triad CUSD 2,1737350,F,136
IA,Independence Comm School District,1914580,M,71
IA,Independence Comm School District,1914580,F,63
IN,Eastern Hancock Co Com Sch Corp,1803120,M,77
IN,Eastern Hancock Co Com Sch Corp,1803120,F,79
WI,Delavan-Darien School District,5503640,M,223
WI,Delavan-Darien School District,5503640,F,184
IA,Pleasant Valley Comm School District,1923110,M,87
IA,Pleasant Valley Comm School District,1923110,F,101
IL,Mannheim SD 83,1724330,M,134
IL,Mannheim SD 83,1724330,F,125
WI,Beloit Turner School District,5501080,M,79
WI,Beloit Turner School District,5501080,F,82
MN,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,M,742
MN,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2705790,F,727
IL,Sparta CUSD 140,1736900,M,110
IL,Sparta CUSD 140,1736900,F,116
IL,Midland CUSD 7,1700126,M,52
IL,Midland CUSD 7,1700126,F,37
WI,Saint Croix Falls School District,5513230,M,45
WI,Saint Croix Falls School District,5513230,F,45
ND,GRAFTON 3,3808060,M,84
ND,GRAFTON 3,3808060,F,87
IN,Brownsburg Community School Corp,1801020,M,259
IN,Brownsburg Community School Corp,1801020,F,204
WI,Slinger School District,5513950,M,70
WI,Slinger School District,5513950,F,76
WI,Wausau School District,5515900,M,478
WI,Wausau School District,5515900,F,487
MN,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,M,935
MN,ROSEVILLE PUBLIC SCHOOL DISTRICT,2732430,F,901
IL,Pontiac CCSD 429,1732160,M,105
IL,Pontiac CCSD 429,1732160,F,90
WI,Wisconsin Rapids School District,5517070,M,396
WI,Wisconsin Rapids School District,5517070,F,334
IA,Hartley-Melvin-Sanborn Comm School District,1913660,M,34
IA,Hartley-Melvin-Sanborn Comm School District,1913660,F,22
IL,Cicero SD 99,1710200,M,703
IL,Cicero SD 99,1710200,F,667
MN,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,M,340
MN,EASTERN CARVER COUNTY PUBLIC SCHOOL,2708190,F,350
IL,Donovan CUSD 3,1712510,M,19
IL,Donovan CUSD 3,1712510,F,33
IL,Gurnee SD 56,1717800,M,130
IL,Gurnee SD 56,1717800,F,112
IL,Winnetka SD 36,1742840,M,53
IL,Winnetka SD 36,1742840,F,67
IN,West Central School Corp,1809360,M,81
IN,West Central School Corp,1809360,F,74
IL,Worth SD 127,1743380,M,73
IL,Worth SD 127,1743380,F,106
MN,THIEF RIVER FALLS SCHOOL DISTRICT,2738850,M,258
MN,THIEF RIVER FALLS SCHOOL DISTRICT,2738850,F,220
IL,Elmwood Park CUSD 401,1714100,M,191
IL,Elmwood Park CUSD 401,1714100,F,166
MN,WILLMAR PUBLIC SCHOOL DISTRICT,2742720,M,497
MN,WILLMAR PUBLIC SCHOOL DISTRICT,2742720,F,415
IL,Wilmington CUSD 209U,1742630,M,75
IL,Wilmington CUSD 209U,1742630,F,74
MN,HOUSTON PUBLIC SCHOOL DISTRICT,2714280,M,325
MN,HOUSTON PUBLIC SCHOOL DISTRICT,2714280,F,464
IL,Orangeville CUSD 203,1730060,M,19
IL,Orangeville CUSD 203,1730060,F,15
ND,NEW TOWN 1,3813920,M,71
ND,NEW TOWN 1,3813920,F,73
IN,Lawrenceburg Community School Corp,1805700,M,129
IN,Lawrenceburg Community School Corp,1805700,F,137
IL,Charleston CUSD 1,1709600,M,306
IL,Charleston CUSD 1,1709600,F,301
IL,Galatia CUSD 1,1716020,M,36
IL,Galatia CUSD 1,1716020,F,36
IN,Switzerland County School Corp,1811220,M,120
IN,Switzerland County School Corp,1811220,F,109
IL,Franklin Park SD 84,1715780,M,43
IL,Franklin Park SD 84,1715780,F,38
IL,Putnam County CUSD 535,1732960,M,28
IL,Putnam County CUSD 535,1732960,F,37
IL,Yorkville CUSD 115,1743960,M,505
IL,Yorkville CUSD 115,1743960,F,499
IL,Harvard CUSD 50,1718420,M,223
IL,Harvard CUSD 50,1718420,F,220
IL,Forest Park SD 91,1715450,M,55
IL,Forest Park SD 91,1715450,F,43
IA,Van Meter Comm School District,1929010,M,27
IA,Van Meter Comm School District,1929010,F,34
IA,Linn-Mar Comm School District,1917220,M,308
IA,Linn-Mar Comm School District,1917220,F,352
WI,Albany School District,5500120,M,18
WI,Albany School District,5500120,F,18
IL,New Lenox SD 122,1728140,M,90
IL,New Lenox SD 122,1728140,F,79
MN,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2711880,M,284
MN,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2711880,F,270
WI,Westfield School District,5516440,M,99
WI,Westfield School District,5516440,F,105
IL,Palatine CCSD 15,1730420,M,697
IL,Palatine CCSD 15,1730420,F,652
IL,Western CUSD 12,1701387,M,37
IL,Western CUSD 12,1701387,F,44
WI,Westby Area School District,5516410,M,43
WI,Westby Area School District,5516410,F,35
WI,Muskego-Norway School District,5510170,M,130
WI,Muskego-Norway School District,5510170,F,154
IN,Northwestern Con School Corp,1808310,M,82
IN,Northwestern Con School Corp,1808310,F,65
IN,Muncie Community Schools,1807320,M,556
IN,Muncie Community Schools,1807320,F,535
IN,Scott County School District 1,1809990,M,94
IN,Scott County School District 1,1809990,F,96
ND,MAY-PORT CG 14,3800041,M,22
ND,MAY-PORT CG 14,3800041,F,21
ND,MILNOR 2,3812930,M,8
ND,MILNOR 2,3812930,F,6
WI,Saint Francis School District,5513260,M,125
WI,Saint Francis School District,5513260,F,121
MN,FOLEY PUBLIC SCHOOL DISTRICT,2712240,M,73
MN,FOLEY PUBLIC SCHOOL DISTRICT,2712240,F,63
IL,Burbank SD 111,1736810,M,145
IL,Burbank SD 111,1736810,F,163
MN,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,M,552
MN,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2714220,F,507
IL,CUSD 3 Fulton County,1711400,M,35
IL,CUSD 3 Fulton County,1711400,F,27
IL,Mercer County School District 404,1701395,M,65
IL,Mercer County School District 404,1701395,F,95
IA,Fort Dodge Comm School District,1911820,M,295
IA,Fort Dodge Comm School District,1911820,F,261
MN,LUVERNE PUBLIC SCHOOL DISTRICT,2718330,M,69
MN,LUVERNE PUBLIC SCHOOL DISTRICT,2718330,F,59
IN,Covington Community School Corp,1802430,M,40
IN,Covington Community School Corp,1802430,F,41
WI,Pulaski Community School District,5512330,M,224
WI,Pulaski Community School District,5512330,F,174
IN,New Castle Community School Corp,1807440,M,203
IN,New Castle Community School Corp,1807440,F,224
WI,Athens School District,5500570,M,8
WI,Athens School District,5500570,F,12
WI,Rhinelander School District,5512720,M,135
WI,Rhinelander School District,5512720,F,135
IL,Bond County CUSD 2,1717730,M,99
IL,Bond County CUSD 2,1717730,F,85
IL,CHSD 117,1703870,M,218
IL,CHSD 117,1703870,F,213
IL,CUSD 300,1708550,M,1225
IL,CUSD 300,1708550,F,1205
WI,Freedom Area School District,5504920,M,182
WI,Freedom Area School District,5504920,F,226
WI,Baldwin-Woodville Area School District,5500720,M,54
WI,Baldwin-Woodville Area School District,5500720,F,65
IL,Herrin CUSD 4,1718810,M,278
IL,Herrin CUSD 4,1718810,F,249
WI,West Allis-West Milwaukee School District,5516260,M,1034
WI,West Allis-West Milwaukee School District,5516260,F,920
MI,Howell Public Schools,2618720,M,381
MI,Howell Public Schools,2618720,F,326
OH,Mason City,3905045,M,318
OH,Mason City,3905045,F,286
MI,Hastings Area School District,2617970,M,191
MI,Hastings Area School District,2617970,F,177
OH,Euclid City,3904395,M,1104
OH,Euclid City,3904395,F,926
MI,Mancelona Public Schools,2622350,M,104
MI,Mancelona Public Schools,2622350,F,90
MI,Huron School District,2618930,M,227
MI,Huron School District,2618930,F,210
MI,Alpena Public Schools,2602730,M,267
MI,Alpena Public Schools,2602730,F,282
OH,Dalton Local,3905054,M,31
OH,Dalton Local,3905054,F,22
MI,Menominee Area Public Schools,2623550,M,108
MI,Menominee Area Public Schools,2623550,F,99
OH,Delphos City,3904388,M,67
OH,Delphos City,3904388,F,40
OH,Field Local,3904919,M,126
OH,Field Local,3904919,F,124
MI,Orchard View Schools,2626760,M,638
MI,Orchard View Schools,2626760,F,445
MI,Centreville Public Schools,2608670,M,68
MI,Centreville Public Schools,2608670,F,74
MI,Bullock Creek School District,2607320,M,61
MI,Bullock Creek School District,2607320,F,81
OH,Sidney City,3910003,M,353
OH,Sidney City,3910003,F,267
MI,Concord Community Schools,2610650,M,47
MI,Concord Community Schools,2610650,F,60
MI,Decatur Public Schools,2611670,M,75
MI,Decatur Public Schools,2611670,F,64
OH,Ansonia Local,3904662,M,15
OH,Ansonia Local,3904662,F,13
OH,Maple Heights City,3904430,M,750
OH,Maple Heights City,3904430,F,699
MI,Grant Public School District,2616500,M,177
MI,Grant Public School District,2616500,F,173
MI,Southgate Community School District,2632340,M,499
MI,Southgate Community School District,2632340,F,372
MI,Olivet Community Schools,2626370,M,114
MI,Olivet Community Schools,2626370,F,117
OH,Licking Heights Local,3904800,M,307
OH,Licking Heights Local,3904800,F,307
OH,Columbia Local,3904814,M,45
OH,Columbia Local,3904814,F,38
OH,Edison Local,3904779,M,96
OH,Edison Local,3904779,F,104
MI,Madison School District (Lenawee),2622320,M,76
MI,Madison School District (Lenawee),2622320,F,71
OH,Perrysburg Exempted Village,3904558,M,192
OH,Perrysburg Exempted Village,3904558,F,189
OH,Maumee City,3904436,M,97
OH,Maumee City,3904436,F,98
OH,Greeneview Local,3904726,M,84
OH,Greeneview Local,3904726,F,88
OH,Springfield Local,3905006,M,244
OH,Springfield Local,3905006,F,262
OH,Licking Valley Local,3904801,M,101
OH,Licking Valley Local,3904801,F,128
MI,Macomb ISD,2680720,M,376
MI,Macomb ISD,2680720,F,141
MI,Lake Shore Public Schools (Macomb),2632670,M,349
MI,Lake Shore Public Schools (Macomb),2632670,F,356
MI,Grosse Pointe Public Schools,2625740,M,552
MI,Grosse Pointe Public Schools,2625740,F,507
MI,Cedar Springs Public Schools,2608520,M,216
MI,Cedar Springs Public Schools,2608520,F,208
OH,Riverdale Local,3904751,M,43
OH,Riverdale Local,3904751,F,37
MI,Manistee Area Public Schools,2622410,M,229
MI,Manistee Area Public Schools,2622410,F,238
OH,Lincolnview Local,3910022,M,22
OH,Lincolnview Local,3910022,F,33
OH,Clay Local,3910026,M,33
OH,Clay Local,3910026,F,59
MI,Waldron Area Schools,2635040,M,35
