Lea State,LEA,ID,Sex,Total
NY,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,3630660,M,153
NY,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,3630660,F,128
NJ,Middle Township Public School District,3410020,M,176
NJ,Middle Township Public School District,3410020,F,163
NJ,South River Public School District,3415390,M,137
NJ,South River Public School District,3415390,F,132
NY,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,3627660,M,66
NY,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,3627660,F,93
NY,WHITESBORO CENTRAL SCHOOL DISTRICT,3631320,M,192
NY,WHITESBORO CENTRAL SCHOOL DISTRICT,3631320,F,190
NY,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,3629970,M,206
NY,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,3629970,F,250
NY,SCHENECTADY CITY SCHOOL DISTRICT,3626010,M,1812
NY,SCHENECTADY CITY SCHOOL DISTRICT,3626010,F,1658
NY,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,3624630,M,27
NY,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,3624630,F,30
NY,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,3606690,M,96
NY,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,3606690,F,68
NY,LEVITTOWN UNION FREE SCHOOL DISTRICT,3617160,M,230
NY,LEVITTOWN UNION FREE SCHOOL DISTRICT,3617160,F,198
NY,HERRICKS UNION FREE SCHOOL DISTRICT,3614280,M,71
NY,HERRICKS UNION FREE SCHOOL DISTRICT,3614280,F,67
NJ,New Milford Public School District,3411280,M,38
NJ,New Milford Public School District,3411280,F,25
NY,SALMON RIVER CENTRAL SCHOOL DISTRICT,3625500,M,248
NY,SALMON RIVER CENTRAL SCHOOL DISTRICT,3625500,F,233
NJ,Dover Public School District,3403930,M,82
NJ,Dover Public School District,3403930,F,76
NJ,HAMILTON TOWNSHIP SCHOOL DISTRICT,3406510,M,130
NJ,HAMILTON TOWNSHIP SCHOOL DISTRICT,3406510,F,113
NY,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,3607260,M,102
NY,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,3607260,F,109
NJ,Colts Neck Township School District,3403450,M,44
NJ,Colts Neck Township School District,3403450,F,54
NJ,Perth Amboy Public School District,3412930,M,612
NJ,Perth Amboy Public School District,3412930,F,527
NJ,Old Bridge Township School District,3409270,M,484
NJ,Old Bridge Township School District,3409270,F,476
NJ,SADDLE BROOK SCHOOL DISTRICT,3414490,M,80
NJ,SADDLE BROOK SCHOOL DISTRICT,3414490,F,71
NJ,Lindenwold Public School District,3408640,M,172
NJ,Lindenwold Public School District,3408640,F,169
NJ,Princeton Public Schools,3413410,M,248
NJ,Princeton Public Schools,3413410,F,190
NY,DEPEW UNION FREE SCHOOL DISTRICT,3609030,M,138
NY,DEPEW UNION FREE SCHOOL DISTRICT,3609030,F,148
NY,COMMACK UNION FREE SCHOOL DISTRICT,3608130,M,185
NY,COMMACK UNION FREE SCHOOL DISTRICT,3608130,F,177
NY,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,3620670,M,79
NY,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,3620670,F,89
NY,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,3604920,M,33
NY,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,3604920,F,37
NJ,Matawan-Aberdeen Regional School District,3409750,M,188
NJ,Matawan-Aberdeen Regional School District,3409750,F,159
NJ,Toms River Regional School District,3416230,M,936
NJ,Toms River Regional School District,3416230,F,864
NY,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,3624960,M,252
NY,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,3624960,F,241
NY,WESTMORELAND CENTRAL SCHOOL DISTRICT,3631050,M,48
NY,WESTMORELAND CENTRAL SCHOOL DISTRICT,3631050,F,64
NJ,CEDAR GROVE TOWNSHIP SCHOOL DISTRICT,3402850,M,29
NJ,CEDAR GROVE TOWNSHIP SCHOOL DISTRICT,3402850,F,32
NY,ORCHARD PARK CENTRAL SCHOOL DISTRICT,3621900,M,156
NY,ORCHARD PARK CENTRAL SCHOOL DISTRICT,3621900,F,195
NJ,BLOOMFIELD TOWNSHIP SCHOOL DISTRICT,3401830,M,373
NJ,BLOOMFIELD TOWNSHIP SCHOOL DISTRICT,3401830,F,306
NY,CARMEL CENTRAL SCHOOL DISTRICT,3606570,M,178
NY,CARMEL CENTRAL SCHOOL DISTRICT,3606570,F,171
NY,GARDEN CITY UNION FREE SCHOOL DISTRICT,3611760,M,109
NY,GARDEN CITY UNION FREE SCHOOL DISTRICT,3611760,F,104
NJ,Eatontown Public School District,3404410,M,56
NJ,Eatontown Public School District,3404410,F,48
NY,NEWARK CENTRAL SCHOOL DISTRICT,3620640,M,203
NY,NEWARK CENTRAL SCHOOL DISTRICT,3620640,F,229
NY,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,3617820,M,74
NY,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,3617820,F,71
NY,MARLBORO CENTRAL SCHOOL DISTRICT,3618570,M,213
NY,MARLBORO CENTRAL SCHOOL DISTRICT,3618570,F,169
NY,BAY SHORE UNION FREE SCHOOL DISTRICT,3604080,M,189
NY,BAY SHORE UNION FREE SCHOOL DISTRICT,3604080,F,186
NY,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,3623310,M,59
NY,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,3623310,F,51
NY,LYNBROOK UNION FREE SCHOOL DISTRICT,3617910,M,96
NY,LYNBROOK UNION FREE SCHOOL DISTRICT,3617910,F,87
NY,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,3629520,M,129
NY,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,3629520,F,84
NY,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,3600002,M,55
NY,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,3600002,F,67
NJ,VOORHEES TOWNSHIP SCHOOL DISTRICT,3416830,M,115
NJ,VOORHEES TOWNSHIP SCHOOL DISTRICT,3416830,F,111
NY,PAWLING CENTRAL SCHOOL DISTRICT,3622530,M,83
NY,PAWLING CENTRAL SCHOOL DISTRICT,3622530,F,87
NJ,Deptford Township Public School District,3403900,M,196
NJ,Deptford Township Public School District,3403900,F,196
NY,ELMIRA CITY SCHOOL DISTRICT,3610560,M,953
NY,ELMIRA CITY SCHOOL DISTRICT,3610560,F,978
NJ,GLOUCESTER TOWNSHIP SCHOOL DISTRICT,3406030,M,367
NJ,GLOUCESTER TOWNSHIP SCHOOL DISTRICT,3406030,F,293
NJ,Westfield Public School District,3417760,M,126
NJ,Westfield Public School District,3417760,F,91
NY,VICTOR CENTRAL SCHOOL DISTRICT,3629640,M,187
NY,VICTOR CENTRAL SCHOOL DISTRICT,3629640,F,181
NY,NEWBURGH CITY SCHOOL DISTRICT,3620700,M,1244
NY,NEWBURGH CITY SCHOOL DISTRICT,3620700,F,1245
NY,WESTBURY UNION FREE SCHOOL DISTRICT,3630960,M,446
NY,WESTBURY UNION FREE SCHOOL DISTRICT,3630960,F,421
NY,ONTEORA CENTRAL SCHOOL DISTRICT,3621840,M,113
NY,ONTEORA CENTRAL SCHOOL DISTRICT,3621840,F,108
NJ,Hudson County Schools of Technology School District,3407570,M,90
NJ,Hudson County Schools of Technology School District,3407570,F,139
NY,ROME CITY SCHOOL DISTRICT,3624900,M,818
NY,ROME CITY SCHOOL DISTRICT,3624900,F,789
NY,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,3621250,M,103
NY,NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,3621250,F,105
NJ,Vernon Township School District,3416710,M,145
NJ,Vernon Township School District,3416710,F,135
NJ,PENNSAUKEN TOWNSHIP BOARD OF EDUCATION SCHOOL DISTRICT,3412870,M,351
NJ,PENNSAUKEN TOWNSHIP BOARD OF EDUCATION SCHOOL DISTRICT,3412870,F,310
NY,SARANAC LAKE CENTRAL SCHOOL DISTRICT,3625740,M,100
NY,SARANAC LAKE CENTRAL SCHOOL DISTRICT,3625740,F,76
NY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,3600004,M,238
NY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,3600004,F,220
NY,MOUNT VERNON SCHOOL DISTRICT,3620100,M,1212
NY,MOUNT VERNON SCHOOL DISTRICT,3620100,F,999
NY,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,3611190,M,105
NY,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,3611190,F,102
NJ,Verona Public School District,3416740,M,62
NJ,Verona Public School District,3416740,F,67
NJ,Camden Prep Inc.,3400776,M,74
NJ,Camden Prep Inc.,3400776,F,71
NY,NORTH TONAWANDA CITY SCHOOL DISTRICT,3621240,M,298
NY,NORTH TONAWANDA CITY SCHOOL DISTRICT,3621240,F,292
NY,LAFAYETTE CENTRAL SCHOOL DISTRICT,3616410,M,79
NY,LAFAYETTE CENTRAL SCHOOL DISTRICT,3616410,F,96
NY,GRANVILLE CENTRAL SCHOOL DISTRICT,3612450,M,104
NY,GRANVILLE CENTRAL SCHOOL DISTRICT,3612450,F,93
NJ,Lumberton Township Board of Education,3409180,M,40
NJ,Lumberton Township Board of Education,3409180,F,38
NJ,ORANGE BOARD OF EDUCATION SCHOOL DISTRICT,3412270,M,191
NJ,ORANGE BOARD OF EDUCATION SCHOOL DISTRICT,3412270,F,154
NY,GREENBURGH CENTRAL SCHOOL DISTRICT,3612720,M,99
NY,GREENBURGH CENTRAL SCHOOL DISTRICT,3612720,F,79
NY,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,3631710,M,157
NY,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,3631710,F,133
NY,ORISKANY CENTRAL SCHOOL DISTRICT,3621960,M,39
NY,ORISKANY CENTRAL SCHOOL DISTRICT,3621960,F,40
NJ,BELLMAWR PUBLIC SCHOOL DISTRICT,3401380,M,99
NJ,BELLMAWR PUBLIC SCHOOL DISTRICT,3401380,F,81
NY,WEBSTER CENTRAL SCHOOL DISTRICT,3630360,M,317
NY,WEBSTER CENTRAL SCHOOL DISTRICT,3630360,F,365
NJ,Pequannock Township School District,3412900,M,47
NJ,Pequannock Township School District,3412900,F,56
NY,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,3605940,M,146
NY,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,3605940,F,114
NY,MIDDLETOWN CITY SCHOOL DISTRICT,3619320,M,904
NY,MIDDLETOWN CITY SCHOOL DISTRICT,3619320,F,847
NY,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,3631020,M,76
NY,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,3631020,F,63
NY,GREECE CENTRAL SCHOOL DISTRICT,3612630,M,1019
NY,GREECE CENTRAL SCHOOL DISTRICT,3612630,F,1045
NY,BEDFORD CENTRAL SCHOOL DISTRICT,3619950,M,191
NY,BEDFORD CENTRAL SCHOOL DISTRICT,3619950,F,169
NJ,IRVINGTON PUBLIC SCHOOLS DISTRICT,3407680,M,590
NJ,IRVINGTON PUBLIC SCHOOLS DISTRICT,3407680,F,468
NJ,Millburn Township School District,3410200,M,154
NJ,Millburn Township School District,3410200,F,165
NY,EAST ISLIP UNION FREE SCHOOL DISTRICT,3609720,M,241
NY,EAST ISLIP UNION FREE SCHOOL DISTRICT,3609720,F,238
NY,BINGHAMTON CITY SCHOOL DISTRICT,3604870,M,1067
NY,BINGHAMTON CITY SCHOOL DISTRICT,3604870,F,1019
NY,PEEKSKILL CITY SCHOOL DISTRICT,3622650,M,185
NY,PEEKSKILL CITY SCHOOL DISTRICT,3622650,F,164
NJ,MORRIS SCHOOL DISTRICT,3410810,M,295
NJ,MORRIS SCHOOL DISTRICT,3410810,F,296
NJ,Denville Township K-8 School District,3403870,M,44
NJ,Denville Township K-8 School District,3403870,F,34
NY,CONNETQUOT CENTRAL SCHOOL DISTRICT,3608160,M,278
NY,CONNETQUOT CENTRAL SCHOOL DISTRICT,3608160,F,272
NY,SANDY CREEK CENTRAL SCHOOL DISTRICT,3625650,M,83
NY,SANDY CREEK CENTRAL SCHOOL DISTRICT,3625650,F,60
NY,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,3618600,M,234
NY,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,3618600,F,215
NY,BATH CENTRAL SCHOOL DISTRICT,3604050,M,154
NY,BATH CENTRAL SCHOOL DISTRICT,3604050,F,133
NJ,Edison Township School District,3404500,M,509
NJ,Edison Township School District,3404500,F,462
NY,RED CREEK CENTRAL SCHOOL DISTRICT,3624210,M,75
NY,RED CREEK CENTRAL SCHOOL DISTRICT,3624210,F,54
NJ,Freehold Borough School District,3405580,M,49
NJ,Freehold Borough School District,3405580,F,45
NJ,SALEM CITY SCHOOL DISTRICT,3414550,M,111
NJ,SALEM CITY SCHOOL DISTRICT,3414550,F,107
NJ,Weehawken Public School District,3417310,M,91
NJ,Weehawken Public School District,3417310,F,98
NY,SOMERS CENTRAL SCHOOL DISTRICT,3627180,M,74
NY,SOMERS CENTRAL SCHOOL DISTRICT,3627180,F,84
NY,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,3610590,M,95
NY,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,3610590,F,87
NJ,Hamilton Township Public School District,3406540,M,852
NJ,Hamilton Township Public School District,3406540,F,782
NJ,Ringwood School District,3413860,M,30
NJ,Ringwood School District,3413860,F,22
NY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,3624150,M,180
NY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,3624150,F,164
NJ,Freehold Regional High School District,3405610,M,897
NJ,Freehold Regional High School District,3405610,F,888
NJ,River Vale Public School District,3413950,M,13
NJ,River Vale Public School District,3413950,F,10
NY,VESTAL CENTRAL SCHOOL DISTRICT,3629610,M,191
NY,VESTAL CENTRAL SCHOOL DISTRICT,3629610,F,226
NJ,Black Horse Pike Regional School District,3401770,M,224
NJ,Black Horse Pike Regional School District,3401770,F,246
NY,ITHACA CITY SCHOOL DISTRICT,3615570,M,427
NY,ITHACA CITY SCHOOL DISTRICT,3615570,F,467
NY,ARDSLEY UNION FREE SCHOOL DISTRICT,3603180,M,49
NY,ARDSLEY UNION FREE SCHOOL DISTRICT,3603180,F,53
NJ,Burlington City Public School District,3402430,M,101
NJ,Burlington City Public School District,3402430,F,83
NJ,Stafford Township School District,3415690,M,106
NJ,Stafford Township School District,3415690,F,100
NY,WESTFIELD CENTRAL SCHOOL DISTRICT,3630990,M,77
NY,WESTFIELD CENTRAL SCHOOL DISTRICT,3630990,F,81
NJ,BUENA REGIONAL SCHOOL DISTRICT,3402400,M,170
NJ,BUENA REGIONAL SCHOOL DISTRICT,3402400,F,153
NJ,Ewing Township School District,3404920,M,143
NJ,Ewing Township School District,3404920,F,117
NY,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,3616980,M,104
NY,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,3616980,F,105
NY,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,3629670,M,27
NY,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,3629670,F,35
NY,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,3602340,M,140
NY,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,3602340,F,140
NY,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,3600005,M,172
NY,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,3600005,F,173
NY,GREAT NECK UNION FREE SCHOOL DISTRICT,3612510,M,219
NY,GREAT NECK UNION FREE SCHOOL DISTRICT,3612510,F,200
NY,DEER PARK UNION FREE SCHOOL DISTRICT,3608880,M,323
NY,DEER PARK UNION FREE SCHOOL DISTRICT,3608880,F,355
NY,GATES-CHILI CENTRAL SCHOOL DISTRICT,3611880,M,269
NY,GATES-CHILI CENTRAL SCHOOL DISTRICT,3611880,F,266
NY,STARPOINT CENTRAL SCHOOL DISTRICT,3628050,M,98
NY,STARPOINT CENTRAL SCHOOL DISTRICT,3628050,F,91
NY,PEARL RIVER UNION FREE SCHOOL DISTRICT,3622560,M,71
NY,PEARL RIVER UNION FREE SCHOOL DISTRICT,3622560,F,52
NY,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,3621270,M,231
NY,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,3621270,F,209
NY,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,3608970,M,213
NY,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,3608970,F,201
NJ,Palisades Park School District,3412360,M,104
NJ,Palisades Park School District,3412360,F,95
NJ,Hammonton School District,3406570,M,265
NJ,Hammonton School District,3406570,F,244
NY,MILLBROOK CENTRAL SCHOOL DISTRICT,3619380,M,62
NY,MILLBROOK CENTRAL SCHOOL DISTRICT,3619380,F,56
NY,JAMESTOWN CITY SCHOOL DISTRICT,3615630,M,974
NY,JAMESTOWN CITY SCHOOL DISTRICT,3615630,F,839
NJ,Highland Park Boro School District,3407170,M,81
NJ,Highland Park Boro School District,3407170,F,91
NJ,Northern Valley Regional High School District,3411760,M,47
NJ,Northern Valley Regional High School District,3411760,F,49
NY,ELLENVILLE CENTRAL SCHOOL DISTRICT,3610500,M,271
NY,ELLENVILLE CENTRAL SCHOOL DISTRICT,3610500,F,287
NY,SEAFORD UNION FREE SCHOOL DISTRICT,3626400,M,57
NY,SEAFORD UNION FREE SCHOOL DISTRICT,3626400,F,54
NJ,Fair Lawn Public School District,3404980,M,154
NJ,Fair Lawn Public School District,3404980,F,138
NJ,SOMERVILLE PUBLIC SCHOOL DISTRICT,3415090,M,116
NJ,SOMERVILLE PUBLIC SCHOOL DISTRICT,3415090,F,113
NY,KINGSTON CITY SCHOOL DISTRICT,3616290,M,947
NY,KINGSTON CITY SCHOOL DISTRICT,3616290,F,915
NY,LETCHWORTH CENTRAL SCHOOL DISTRICT,3617130,M,39
NY,LETCHWORTH CENTRAL SCHOOL DISTRICT,3617130,F,49
NY,TROY CITY SCHOOL DISTRICT,3628950,M,854
NY,TROY CITY SCHOOL DISTRICT,3628950,F,842
NJ,Madison Public School District,3409240,M,91
NJ,Madison Public School District,3409240,F,102
NY,WESTHILL CENTRAL SCHOOL DISTRICT,3607320,M,79
NY,WESTHILL CENTRAL SCHOOL DISTRICT,3607320,F,82
NJ,Somerset Hills Regional School District,3400009,M,66
NJ,Somerset Hills Regional School District,3400009,F,59
NJ,Collingswood Public School District,3403420,M,73
NJ,Collingswood Public School District,3403420,F,111
NY,HORSEHEADS CENTRAL SCHOOL DISTRICT,3614850,M,257
NY,HORSEHEADS CENTRAL SCHOOL DISTRICT,3614850,F,278
NJ,Penns Grove-Carneys Point Regional School District,3412840,M,189
NJ,Penns Grove-Carneys Point Regional School District,3412840,F,169
NY,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,3617190,M,88
NY,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,3617190,F,104
NJ,WESTWOOD REGIONAL SCHOOL DISTRICT,3417820,M,92
NJ,WESTWOOD REGIONAL SCHOOL DISTRICT,3417820,F,89
NY,HUDSON CITY SCHOOL DISTRICT,3614940,M,181
NY,HUDSON CITY SCHOOL DISTRICT,3614940,F,177
NY,WAVERLY CENTRAL SCHOOL DISTRICT,3630270,M,180
NY,WAVERLY CENTRAL SCHOOL DISTRICT,3630270,F,208
NJ,Carteret Public School District,3402820,M,188
NJ,Carteret Public School District,3402820,F,158
NJ,Rutherford School District,3414460,M,69
NJ,Rutherford School District,3414460,F,52
NJ,Bloomingdale School District,3401860,M,21
NJ,Bloomingdale School District,3401860,F,19
NY,ISLAND TREES UNION FREE SCHOOL DISTRICT,3615510,M,71
NY,ISLAND TREES UNION FREE SCHOOL DISTRICT,3615510,F,81
NY,EASTPORT-SOUTH MANOR CSD,3600125,M,148
NY,EASTPORT-SOUTH MANOR CSD,3600125,F,157
NJ,Springfield Public School District,3415630,M,77
NJ,Springfield Public School District,3415630,F,80
NJ,Wayne Township Public School District,3417280,M,356
NJ,Wayne Township Public School District,3417280,F,346
NY,EAST MEADOW UNION FREE SCHOOL DISTRICT,3609840,M,400
NY,EAST MEADOW UNION FREE SCHOOL DISTRICT,3609840,F,399
NJ,MARLBORO TOWNSHIP SCHOOL DISTRICT,3409720,M,100
NJ,MARLBORO TOWNSHIP SCHOOL DISTRICT,3409720,F,93
NJ,TRENTON PUBLIC SCHOOL DISTRICT,3416290,M,1585
NJ,TRENTON PUBLIC SCHOOL DISTRICT,3416290,F,1463
NJ,Little Falls Township Public School District,3408730,M,19
NJ,Little Falls Township Public School District,3408730,F,13
NJ,CLAYTON PUBLIC SCHOOL DISTRICT,3403180,M,31
NJ,CLAYTON PUBLIC SCHOOL DISTRICT,3403180,F,28
NJ,GARFIELD PUBLIC SCHOOL DISTRICT,3405760,M,263
NJ,GARFIELD PUBLIC SCHOOL DISTRICT,3405760,F,225
NY,MALONE CENTRAL SCHOOL DISTRICT,3618180,M,210
NY,MALONE CENTRAL SCHOOL DISTRICT,3618180,F,164
NY,WEST GENESEE CENTRAL SCHOOL DISTRICT,3630630,M,277
NY,WEST GENESEE CENTRAL SCHOOL DISTRICT,3630630,F,291
NJ,Brick Township Public School District,3402220,M,462
NJ,Brick Township Public School District,3402220,F,470
NY,EASTCHESTER UNION FREE SCHOOL DISTRICT,3610080,M,134
NY,EASTCHESTER UNION FREE SCHOOL DISTRICT,3610080,F,92
NJ,Englewood Public School District,3404740,M,200
NJ,Englewood Public School District,3404740,F,169
NY,NEW HARTFORD CENTRAL SCHOOL DISTRICT,3620370,M,87
NY,NEW HARTFORD CENTRAL SCHOOL DISTRICT,3620370,F,107
NY,CAMDEN CENTRAL SCHOOL DISTRICT,3606240,M,190
NY,CAMDEN CENTRAL SCHOOL DISTRICT,3606240,F,184
NY,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,3619020,M,283
NY,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,3619020,F,255
NY,WINDSOR CENTRAL SCHOOL DISTRICT,3602730,M,74
NY,WINDSOR CENTRAL SCHOOL DISTRICT,3602730,F,107
NY,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,M,126
NY,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,F,137
NY,EDEN CENTRAL SCHOOL DISTRICT,3610170,M,80
NY,EDEN CENTRAL SCHOOL DISTRICT,3610170,F,74
NJ,PLEASANTVILLE PUBLIC SCHOOL DISTRICT,3413200,M,307
NJ,PLEASANTVILLE PUBLIC SCHOOL DISTRICT,3413200,F,266
NY,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,3625170,M,293
NY,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,3625170,F,336
NY,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,3600012,M,120
NY,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,3600012,F,104
NJ,Wood-Ridge School District,3418300,M,51
NJ,Wood-Ridge School District,3418300,F,27
NY,SENECA FALLS CENTRAL SCHOOL DISTRICT,3626430,M,94
NY,SENECA FALLS CENTRAL SCHOOL DISTRICT,3626430,F,122
NY,WAYNE CENTRAL SCHOOL DISTRICT,3630330,M,132
NY,WAYNE CENTRAL SCHOOL DISTRICT,3630330,F,105
NJ,WATERFORD TOWNSHIP SCHOOL DISTRICT,3417250,M,53
NJ,WATERFORD TOWNSHIP SCHOOL DISTRICT,3417250,F,27
NJ,Little Egg Harbor Township School District,3408700,M,92
NJ,Little Egg Harbor Township School District,3408700,F,52
NJ,Millstone Township School District,3410230,M,0
NJ,Millstone Township School District,3410230,F,0
NJ,Lacey Township School District,3408100,M,344
NJ,Lacey Township School District,3408100,F,300
NY,ISLIP UNION FREE SCHOOL DISTRICT,3615540,M,212
NY,ISLIP UNION FREE SCHOOL DISTRICT,3615540,F,190
NY,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,3627240,M,213
NY,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,3627240,F,219
NJ,Franklin Township Public School District,3405490,M,304
NJ,Franklin Township Public School District,3405490,F,311
NJ,Greater Egg Harbor Regional High School District,3406060,M,322
NJ,Greater Egg Harbor Regional High School District,3406060,F,283
NY,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,3626520,M,315
NY,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,3626520,F,284
NY,ADDISON CENTRAL SCHOOL DISTRICT,3602370,M,107
NY,ADDISON CENTRAL SCHOOL DISTRICT,3602370,F,110
NJ,Pemberton Township School District,3412810,M,333
NJ,Pemberton Township School District,3412810,F,318
NY,BATAVIA CITY SCHOOL DISTRICT,3603990,M,251
NY,BATAVIA CITY SCHOOL DISTRICT,3603990,F,254
NY,PELHAM UNION FREE SCHOOL DISTRICT,3622680,M,69
NY,PELHAM UNION FREE SCHOOL DISTRICT,3622680,F,75
NY,CARTHAGE CENTRAL SCHOOL DISTRICT,3606630,M,242
NY,CARTHAGE CENTRAL SCHOOL DISTRICT,3606630,F,258
NJ,New Brunswick School District,3411220,M,585
NJ,New Brunswick School District,3411220,F,492
NJ,GREAT MEADOWS REGIONAL SCHOOL DISTRICT,3400008,M,16
NJ,GREAT MEADOWS REGIONAL SCHOOL DISTRICT,3400008,F,22
NY,TRUMANSBURG CENTRAL SCHOOL DISTRICT,3628980,M,90
NY,TRUMANSBURG CENTRAL SCHOOL DISTRICT,3628980,F,87
NY,ROOSEVELT UNION FREE SCHOOL DISTRICT,3624990,M,625
NY,ROOSEVELT UNION FREE SCHOOL DISTRICT,3624990,F,472
NJ,Waldwick School District,3416860,M,47
NJ,Waldwick School District,3416860,F,50
NY,GRAND ISLAND CENTRAL SCHOOL DISTRICT,3607020,M,133
NY,GRAND ISLAND CENTRAL SCHOOL DISTRICT,3607020,F,136
NY,RYE NECK UNION FREE SCHOOL DISTRICT,3625290,M,32
NY,RYE NECK UNION FREE SCHOOL DISTRICT,3625290,F,20
NY,CHAPPAQUA CENTRAL SCHOOL DISTRICT,3606990,M,79
NY,CHAPPAQUA CENTRAL SCHOOL DISTRICT,3606990,F,96
NY,FAIRPORT CENTRAL SCHOOL DISTRICT,3610890,M,237
NY,FAIRPORT CENTRAL SCHOOL DISTRICT,3610890,F,237
NJ,Monroe Township School District,3410500,M,168
NJ,Monroe Township School District,3410500,F,155
NJ,Hoboken Public School District,3407350,M,80
NJ,Hoboken Public School District,3407350,F,78
NY,SYOSSET CENTRAL SCHOOL DISTRICT,3628560,M,141
NY,SYOSSET CENTRAL SCHOOL DISTRICT,3628560,F,126
NY,GLENS FALLS CITY SCHOOL DISTRICT,3612240,M,173
NY,GLENS FALLS CITY SCHOOL DISTRICT,3612240,F,185
NY,GUILDERLAND CENTRAL SCHOOL DISTRICT,3613080,M,229
NY,GUILDERLAND CENTRAL SCHOOL DISTRICT,3613080,F,220
NJ,Emerson Public School District,3404710,M,12
NJ,Emerson Public School District,3404710,F,14
NY,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,3632010,M,72
NY,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,3632010,F,64
NJ,SWEDESBORO-WOOLWICH SCHOOL DISTRICT,3415990,M,36
NJ,SWEDESBORO-WOOLWICH SCHOOL DISTRICT,3415990,F,19
