ID,Category,Total
600051,Algebra_Late_Passed,17
629220,Algebra_Early,0
629220,Algebra_Late,0
601331,Algebra_Early,72
601331,Algebra_Early_Passed,2
601331,Algebra_Late,1
601331,Algebra_Late_Passed,<=2
609620,Algebra_Early,1224
609620,Algebra_Early_Passed,1028
609620,Algebra_Late,110
609620,Algebra_Late_Passed,102
691017,Algebra_Early,86
691017,Algebra_Early_Passed,18
691017,Algebra_Late,106
691017,Algebra_Late_Passed,26
630250,Algebra_Early,925
630250,Algebra_Early_Passed,782
630250,Algebra_Late,105
630250,Algebra_Late_Passed,62
629700,Algebra_Early,55
629700,Algebra_Early_Passed,14
629700,Algebra_Late,2
629700,Algebra_Late_Passed,<=2
630030,Algebra_Early,504
630030,Algebra_Early_Passed,4
630030,Algebra_Late,14
630030,Algebra_Late_Passed,1
622110,Algebra_Early,833
622110,Algebra_Early_Passed,699
622110,Algebra_Late,90
622110,Algebra_Late_Passed,56
636940,Algebra_Early,208
636940,Algebra_Early_Passed,108
636940,Algebra_Late,113
636940,Algebra_Late_Passed,33
629490,Algebra_Early,1489
629490,Algebra_Early_Passed,977
629490,Algebra_Late,87
629490,Algebra_Late_Passed,29
607800,Algebra_Early,0
607800,Algebra_Early_Passed,0
607800,Algebra_Late,0
607800,Algebra_Late_Passed,0
611870,Algebra_Early,27
611870,Algebra_Early_Passed,26
611870,Algebra_Late,0
611870,Algebra_Late_Passed,<=2
639630,Algebra_Early,427
639630,Algebra_Early_Passed,305
639630,Algebra_Late,26
639630,Algebra_Late_Passed,15
619320,Algebra_Early,57
619320,Algebra_Early_Passed,52
619320,Algebra_Late,17
619320,Algebra_Late_Passed,15
614820,Algebra_Early,485
614820,Algebra_Early_Passed,362
614820,Algebra_Late,215
614820,Algebra_Late_Passed,119
691137,Algebra_Early,21
691137,Algebra_Early_Passed,18
691137,Algebra_Late,0
691137,Algebra_Late_Passed,<=2
602970,Algebra_Early,332
602970,Algebra_Early_Passed,284
602970,Algebra_Late,33
602970,Algebra_Late_Passed,19
634440,Algebra_Early,552
634440,Algebra_Early_Passed,408
634440,Algebra_Late,187
634440,Algebra_Late_Passed,88
638460,Algebra_Early,0
638460,Algebra_Late,0
609030,Algebra_Early,3144
609030,Algebra_Early_Passed,2789
609030,Algebra_Late,207
609030,Algebra_Late_Passed,177
625690,Algebra_Early,260
625690,Algebra_Early_Passed,228
625690,Algebra_Late,53
625690,Algebra_Late_Passed,42
600060,Algebra_Early,263
600060,Algebra_Early_Passed,261
600060,Algebra_Late,3
600060,Algebra_Late_Passed,2
638070,Algebra_Early,9
638070,Algebra_Early_Passed,6
638070,Algebra_Late,2
638070,Algebra_Late_Passed,2
643410,Algebra_Early,115
643410,Algebra_Early_Passed,108
643410,Algebra_Late,46
643410,Algebra_Late_Passed,46
600045,Algebra_Early,234
600045,Algebra_Early_Passed,150
600045,Algebra_Late,16
600045,Algebra_Late_Passed,15
603300,Algebra_Early,312
603300,Algebra_Early_Passed,237
603300,Algebra_Late,50
603300,Algebra_Late_Passed,29
616230,Algebra_Early,5293
616230,Algebra_Early_Passed,4585
616230,Algebra_Late,636
616230,Algebra_Late_Passed,494
614250,Algebra_Early,248
614250,Algebra_Early_Passed,195
614250,Algebra_Late,26
614250,Algebra_Late_Passed,5
691036,Algebra_Early,144
691036,Algebra_Early_Passed,144
691036,Algebra_Late,354
691036,Algebra_Late_Passed,354
637050,Algebra_Early,346
637050,Algebra_Early_Passed,294
637050,Algebra_Late,10
637050,Algebra_Late_Passed,5
629640,Algebra_Early,0
629640,Algebra_Early_Passed,0
629640,Algebra_Late,0
629640,Algebra_Late_Passed,<=2
605240,Algebra_Early,44
605240,Algebra_Early_Passed,30
605240,Algebra_Late,10
605240,Algebra_Late_Passed,5
631320,Algebra_Early,1800
631320,Algebra_Early_Passed,1360
631320,Algebra_Late,1307
631320,Algebra_Late_Passed,1068
637590,Algebra_Early,4
637590,Algebra_Early_Passed,4
637590,Algebra_Late,5
637590,Algebra_Late_Passed,5
612880,Algebra_Early,0
612880,Algebra_Late,0
600032,Algebra_Early,656
600032,Algebra_Early_Passed,551
600032,Algebra_Late,21
600032,Algebra_Late_Passed,9
607230,Algebra_Early,1642
607230,Algebra_Early_Passed,1189
607230,Algebra_Late,199
607230,Algebra_Late_Passed,82
633860,Algebra_Early,1535
633860,Algebra_Early_Passed,1207
633860,Algebra_Late,58
633860,Algebra_Late_Passed,28
691024,Algebra_Early,218
691024,Algebra_Early_Passed,610
691024,Algebra_Late,233
691024,Algebra_Late_Passed,454
609870,Algebra_Early,165
609870,Algebra_Early_Passed,140
609870,Algebra_Late,6
609870,Algebra_Late_Passed,4
637620,Algebra_Early,283
637620,Algebra_Early_Passed,128
637620,Algebra_Late,24
637620,Algebra_Late_Passed,10
637200,Algebra_Early,299
637200,Algebra_Early_Passed,218
637200,Algebra_Late,28
637200,Algebra_Late_Passed,6
607560,Algebra_Early,173
607560,Algebra_Early_Passed,131
607560,Algebra_Late,50
607560,Algebra_Late_Passed,46
600069,Algebra_Early,237
600069,Algebra_Early_Passed,203
600069,Algebra_Late,69
600069,Algebra_Late_Passed,13
601332,Algebra_Early,1845
601332,Algebra_Early_Passed,997
601332,Algebra_Late,232
601332,Algebra_Late_Passed,72
633980,Algebra_Early,3416
633980,Algebra_Early_Passed,2797
633980,Algebra_Late,476
633980,Algebra_Late_Passed,414
600033,Algebra_Early,85
600033,Algebra_Early_Passed,48
600033,Algebra_Late,10
600033,Algebra_Late_Passed,5
691078,Algebra_Early,240
691078,Algebra_Early_Passed,222
691078,Algebra_Late,199
691078,Algebra_Late_Passed,167
633110,Algebra_Early,161
633110,Algebra_Early_Passed,121
633110,Algebra_Late,34
633110,Algebra_Late_Passed,21
600040,Algebra_Early,149
600040,Algebra_Early_Passed,102
600040,Algebra_Late,9
600040,Algebra_Late_Passed,9
625150,Algebra_Early,3848
625150,Algebra_Early_Passed,3163
625150,Algebra_Late,298
625150,Algebra_Late_Passed,220
627850,Algebra_Early,321
627850,Algebra_Early_Passed,217
627850,Algebra_Late,30
627850,Algebra_Late_Passed,19
631710,Algebra_Early,453
631710,Algebra_Early_Passed,5
631710,Algebra_Late,26
631710,Algebra_Late_Passed,2
619650,Algebra_Early,618
619650,Algebra_Early_Passed,433
619650,Algebra_Late,21
619650,Algebra_Late_Passed,5
691046,Algebra_Early,1
691046,Algebra_Early_Passed,1
691046,Algebra_Late,2
691046,Algebra_Late_Passed,2
06CC370,Algebra_Early,85
06CC370,Algebra_Early_Passed,74
06CC370,Algebra_Late,3
06CC370,Algebra_Late_Passed,2
613360,Algebra_Early,1522
613360,Algebra_Early_Passed,775
613360,Algebra_Late,227
613360,Algebra_Late_Passed,81
618390,Algebra_Early,374
618390,Algebra_Early_Passed,281
618390,Algebra_Late,46
618390,Algebra_Late_Passed,28
606900,Algebra_Early,744
606900,Algebra_Early_Passed,552
606900,Algebra_Late,324
606900,Algebra_Late_Passed,226
640740,Algebra_Early,768
640740,Algebra_Early_Passed,520
640740,Algebra_Late,112
640740,Algebra_Late_Passed,46
612910,Algebra_Early,1938
612910,Algebra_Early_Passed,1401
612910,Algebra_Late,174
612910,Algebra_Late_Passed,97
634590,Algebra_Early,1567
634590,Algebra_Early_Passed,1041
634590,Algebra_Late,73
634590,Algebra_Late_Passed,23
609070,Algebra_Early,1338
609070,Algebra_Early_Passed,744
609070,Algebra_Late,146
609070,Algebra_Late_Passed,63
608460,Algebra_Early,2047
608460,Algebra_Early_Passed,1405
608460,Algebra_Late,94
608460,Algebra_Late_Passed,17
602730,Algebra_Early,31
602730,Algebra_Early_Passed,30
602730,Algebra_Late,2
602730,Algebra_Late_Passed,2
636450,Algebra_Early,22
636450,Algebra_Early_Passed,14
636450,Algebra_Late,4
636450,Algebra_Late_Passed,3
600061,Algebra_Early,231
600061,Algebra_Early_Passed,141
600061,Algebra_Late,9
600061,Algebra_Late_Passed,3
627240,Algebra_Early,1701
627240,Algebra_Early_Passed,1554
627240,Algebra_Late,64
627240,Algebra_Late_Passed,50
600025,Algebra_Early,341
600025,Algebra_Early_Passed,301
600025,Algebra_Late,15
600025,Algebra_Late_Passed,10
601860,Algebra_Early,285
601860,Algebra_Early_Passed,224
601860,Algebra_Late,4
601860,Algebra_Late_Passed,2
636780,Algebra_Early,30
636780,Algebra_Early_Passed,30
636780,Algebra_Late,4
636780,Algebra_Late_Passed,4
610350,Algebra_Early,342
610350,Algebra_Early_Passed,310
610350,Algebra_Late,43
610350,Algebra_Late_Passed,30
628170,Algebra_Early,0
628170,Algebra_Late,0
691005,Algebra_Early,32
691005,Algebra_Early_Passed,31
691005,Algebra_Late,60
691005,Algebra_Late_Passed,58
606450,Algebra_Early,1082
606450,Algebra_Early_Passed,752
606450,Algebra_Late,61
606450,Algebra_Late_Passed,15
611040,Algebra_Early,107
611040,Algebra_Early_Passed,87
611040,Algebra_Late,19
611040,Algebra_Late_Passed,19
636670,Algebra_Early,50
636670,Algebra_Early_Passed,50
636670,Algebra_Late,0
636670,Algebra_Late_Passed,<=2
642710,Algebra_Early,119
642710,Algebra_Early_Passed,108
642710,Algebra_Late,5
642710,Algebra_Late_Passed,5
621150,Algebra_Early,55
621150,Algebra_Early_Passed,52
621150,Algebra_Late,14
621150,Algebra_Late_Passed,8
630600,Algebra_Early,892
630600,Algebra_Early_Passed,642
630600,Algebra_Late,46
630600,Algebra_Late_Passed,23
601423,Algebra_Early,263
601423,Algebra_Early_Passed,106
601423,Algebra_Late,7
601423,Algebra_Late_Passed,2
600046,Algebra_Early,7
600046,Algebra_Early_Passed,5
600046,Algebra_Late,18
600046,Algebra_Late_Passed,9
632550,Algebra_Early,1758
632550,Algebra_Early_Passed,1362
632550,Algebra_Late,459
632550,Algebra_Late_Passed,364
616680,Algebra_Early,132
616680,Algebra_Early_Passed,103
616680,Algebra_Late,0
616680,Algebra_Late_Passed,<=2
600011,Algebra_Early,11
600011,Algebra_Early_Passed,11
600011,Algebra_Late,0
600011,Algebra_Late_Passed,<=2
605940,Algebra_Early,159
605940,Algebra_Early_Passed,124
605940,Algebra_Late,16
605940,Algebra_Late_Passed,13
632270,Algebra_Early,182
632270,Algebra_Early_Passed,158
632270,Algebra_Late,5
632270,Algebra_Late_Passed,1
615150,Algebra_Early,12
615150,Algebra_Early_Passed,12
615150,Algebra_Late,0
615150,Algebra_Late_Passed,<=2
600018,Algebra_Early,19
600018,Algebra_Early_Passed,19
600018,Algebra_Late,1
600018,Algebra_Late_Passed,<=2
601770,Algebra_Early,456
601770,Algebra_Early_Passed,364
601770,Algebra_Late,57
601770,Algebra_Late_Passed,23
612180,Algebra_Early,712
612180,Algebra_Early_Passed,483
612180,Algebra_Late,187
612180,Algebra_Late_Passed,70
604740,Algebra_Early,56
604740,Algebra_Early_Passed,49
604740,Algebra_Late,24
604740,Algebra_Late_Passed,21
600153,Algebra_Early,1609
600153,Algebra_Early_Passed,1368
600153,Algebra_Late,114
600153,Algebra_Late_Passed,<=2
640150,Algebra_Early,1871
640150,Algebra_Early_Passed,1387
640150,Algebra_Late,49
640150,Algebra_Late_Passed,28
691032,Algebra_Early,51
691032,Algebra_Early_Passed,18
691032,Algebra_Late,141
691032,Algebra_Late_Passed,106
622500,Algebra_Early,3959
622500,Algebra_Early_Passed,2666
622500,Algebra_Late,1084
622500,Algebra_Late_Passed,782
638770,Algebra_Early,0
638770,Algebra_Early_Passed,<=2
638770,Algebra_Late,8
638770,Algebra_Late_Passed,8
609940,Algebra_Early,434
609940,Algebra_Early_Passed,232
609940,Algebra_Late,127
609940,Algebra_Late_Passed,49
691012,Algebra_Early,142
691012,Algebra_Early_Passed,97
691012,Algebra_Late,109
691012,Algebra_Late_Passed,82
620070,Algebra_Early,212
620070,Algebra_Early_Passed,128
620070,Algebra_Late,149
620070,Algebra_Late_Passed,39
628270,Algebra_Early,175
628270,Algebra_Early_Passed,134
628270,Algebra_Late,26
628270,Algebra_Late_Passed,14
620640,Algebra_Early,246
620640,Algebra_Early_Passed,180
620640,Algebra_Late,49
620640,Algebra_Late_Passed,32
603600,Algebra_Early,728
603600,Algebra_Early_Passed,501
603600,Algebra_Late,39
603600,Algebra_Late_Passed,21
636972,Algebra_Early,1950
636972,Algebra_Early_Passed,849
636972,Algebra_Late,86
636972,Algebra_Late_Passed,37
614400,Algebra_Early,1664
614400,Algebra_Early_Passed,1263
614400,Algebra_Late,173
614400,Algebra_Late_Passed,85
610050,Algebra_Early,997
610050,Algebra_Early_Passed,500
610050,Algebra_Late,122
610050,Algebra_Late_Passed,21
600027,Algebra_Early,1924
600027,Algebra_Early_Passed,1123
600027,Algebra_Late,507
600027,Algebra_Late_Passed,217
602450,Algebra_Early,421
602450,Algebra_Early_Passed,263
602450,Algebra_Late,39
602450,Algebra_Late_Passed,4
636270,Algebra_Early,840
636270,Algebra_Early_Passed,638
636270,Algebra_Late,61
636270,Algebra_Late_Passed,51
631170,Algebra_Early,164
631170,Algebra_Early_Passed,96
631170,Algebra_Late,20
631170,Algebra_Late_Passed,9
604830,Algebra_Early,218
604830,Algebra_Early_Passed,207
604830,Algebra_Late,5
604830,Algebra_Late_Passed,2
601426,Algebra_Early,84
601426,Algebra_Early_Passed,76
601426,Algebra_Late,2
601426,Algebra_Late_Passed,<=2
622590,Algebra_Early,512
622590,Algebra_Early_Passed,445
622590,Algebra_Late,5
622590,Algebra_Late_Passed,4
623080,Algebra_Early,738
623080,Algebra_Early_Passed,439
623080,Algebra_Late,109
623080,Algebra_Late_Passed,30
600159,Algebra_Early,50
600159,Algebra_Early_Passed,43
600159,Algebra_Late,7
600159,Algebra_Late_Passed,4
633750,Algebra_Early,826
633750,Algebra_Early_Passed,545
633750,Algebra_Late,77
633750,Algebra_Late_Passed,12
603840,Algebra_Early,342
603840,Algebra_Early_Passed,270
603840,Algebra_Late,21
603840,Algebra_Late_Passed,13
613840,Algebra_Early,162
613840,Algebra_Early_Passed,140
613840,Algebra_Late,0
613840,Algebra_Late_Passed,<=2
691048,Algebra_Early,6
691048,Algebra_Early_Passed,5
691048,Algebra_Late,15
691048,Algebra_Late_Passed,10
615240,Algebra_Early,1679
615240,Algebra_Early_Passed,483
615240,Algebra_Late,159
615240,Algebra_Late_Passed,73
691135,Algebra_Early,1549
691135,Algebra_Early_Passed,1367
691135,Algebra_Late,184
691135,Algebra_Late_Passed,133
606810,Algebra_Early,0
606810,Algebra_Late,0
602820,Algebra_Early,4314
602820,Algebra_Early_Passed,3268
602820,Algebra_Late,367
602820,Algebra_Late_Passed,127
640590,Algebra_Early,1024
640590,Algebra_Early_Passed,917
640590,Algebra_Late,99
640590,Algebra_Late_Passed,90
624150,Algebra_Early,23
624150,Algebra_Early_Passed,20
624150,Algebra_Late,5
624150,Algebra_Late_Passed,4
600013,Algebra_Early,897
600013,Algebra_Early_Passed,691
600013,Algebra_Late,73
600013,Algebra_Late_Passed,62
630210,Algebra_Early,2329
630210,Algebra_Early_Passed,1124
630210,Algebra_Late,503
630210,Algebra_Late_Passed,179
601339,Algebra_Early,71
601339,Algebra_Early_Passed,71
601339,Algebra_Late,1
601339,Algebra_Late_Passed,1
609690,Algebra_Early,286
609690,Algebra_Early_Passed,199
609690,Algebra_Late,11
609690,Algebra_Late_Passed,2
691007,Algebra_Early,93
691007,Algebra_Early_Passed,6
691007,Algebra_Late,63
691007,Algebra_Late_Passed,6
691020,Algebra_Early,42
691020,Algebra_Early_Passed,29
691020,Algebra_Late,151
691020,Algebra_Late_Passed,96
600063,Algebra_Early,216
600063,Algebra_Early_Passed,190
600063,Algebra_Late,29
600063,Algebra_Late_Passed,19
625230,Algebra_Early,176
625230,Algebra_Early_Passed,105
625230,Algebra_Late,21
625230,Algebra_Late_Passed,6
635310,Algebra_Early,3397
635310,Algebra_Early_Passed,2588
635310,Algebra_Late,236
635310,Algebra_Late_Passed,99
634860,Algebra_Early,118
634860,Algebra_Early_Passed,<=2
634860,Algebra_Late,3
634860,Algebra_Late_Passed,<=2
600035,Algebra_Early,576
600035,Algebra_Early_Passed,474
600035,Algebra_Late,42
600035,Algebra_Late_Passed,27
642140,Algebra_Early,441
642140,Algebra_Early_Passed,439
642140,Algebra_Late,132
642140,Algebra_Late_Passed,132
691093,Algebra_Early,1
691093,Algebra_Early_Passed,<=2
691093,Algebra_Late,1
691093,Algebra_Late_Passed,<=2
691027,Algebra_Early,19
691027,Algebra_Early_Passed,17
691027,Algebra_Late,86
691027,Algebra_Late_Passed,85
691034,Algebra_Early,83
691034,Algebra_Early_Passed,65
691034,Algebra_Late,119
691034,Algebra_Late_Passed,84
636805,Algebra_Early,130
636805,Algebra_Early_Passed,100
636805,Algebra_Late,9
636805,Algebra_Late_Passed,9
630660,Algebra_Early,2148
630660,Algebra_Early_Passed,1311
630660,Algebra_Late,176
630660,Algebra_Late_Passed,69
614070,Algebra_Early,90
614070,Algebra_Early_Passed,62
614070,Algebra_Late,0
614070,Algebra_Late_Passed,<=2
631400,Algebra_Early,33
631400,Algebra_Early_Passed,17
631400,Algebra_Late,31
631400,Algebra_Late_Passed,<=2
625800,Algebra_Early,2341
625800,Algebra_Early_Passed,1380
625800,Algebra_Late,282
625800,Algebra_Late_Passed,107
601415,Algebra_Early,322
601415,Algebra_Early_Passed,227
601415,Algebra_Late,17
601415,Algebra_Late_Passed,5
614880,Algebra_Early,2595
614880,Algebra_Early_Passed,1022
614880,Algebra_Late,461
614880,Algebra_Late_Passed,96
691025,Algebra_Early,24
691025,Algebra_Early_Passed,17
691025,Algebra_Late,20
691025,Algebra_Late_Passed,17
600048,Algebra_Early,599
600048,Algebra_Early_Passed,412
600048,Algebra_Late,47
600048,Algebra_Late_Passed,23
642540,Algebra_Early,106
642540,Algebra_Early_Passed,60
642540,Algebra_Late,17
642540,Algebra_Late_Passed,8
607920,Algebra_Early,1509
607920,Algebra_Early_Passed,1144
