Lea State,LEA,ID,Category,Total
TX,WEST RUSK COUNTY CONSOLIDATED ISD,4845150,Reported_Race,5
TX,EAGLE MT-SAGINAW ISD,4817700,Discplined_Race,0
TX,EAGLE MT-SAGINAW ISD,4817700,Reported_Race,0
AR,SEARCY COUNTY SCHOOL DISTRICT,509480,Discplined_Race,0
AR,SEARCY COUNTY SCHOOL DISTRICT,509480,Reported_Race,0
TX,LA VERNIA ISD,4826310,Discplined_Race,0
TX,LA VERNIA ISD,4826310,Reported_Race,0
TX,HITCHCOCK ISD,4823310,Discplined_Race,0
TX,HITCHCOCK ISD,4823310,Reported_Race,0
TX,LAREDO ISD,4826790,Discplined_Race,7
TX,LAREDO ISD,4826790,Reported_Race,2
TX,AVERY ISD,4809060,Discplined_Race,0
TX,AVERY ISD,4809060,Reported_Race,0
TX,TEXAS LEADERSHIP,4801409,Discplined_Race,4
TX,TEXAS LEADERSHIP,4801409,Reported_Race,5
AR,WARREN SCHOOL DISTRICT,500006,Discplined_Race,0
AR,WARREN SCHOOL DISTRICT,500006,Reported_Race,0
AR,BLYTHEVILLE SCHOOL DISTRICT,503320,Discplined_Race,0
AR,BLYTHEVILLE SCHOOL DISTRICT,503320,Reported_Race,0
TX,CARTHAGE ISD,4813110,Discplined_Race,0
TX,CARTHAGE ISD,4813110,Reported_Race,0
AR,BALD KNOB SCHOOL DISTRICT,502700,Discplined_Race,0
AR,BALD KNOB SCHOOL DISTRICT,502700,Reported_Race,0
TX,PARIS ISD,4834290,Discplined_Race,0
TX,PARIS ISD,4834290,Reported_Race,0
