ID,Category,Total
691019,Referral to law enforcement,6
609665,Expulsions with educational services,0
609665,Referral to law enforcement,0
691006,Expulsions with educational services,0
691006,Referral to law enforcement,10
691031,Expulsions with educational services,4
691031,Referral to law enforcement,23
614550,Expulsions with educational services,119
614550,Referral to law enforcement,470
604530,Expulsions with educational services,0
604530,Referral to law enforcement,0
638790,Expulsions with educational services,0
638790,Referral to law enforcement,5
635430,Expulsions with educational services,19
635430,Referral to law enforcement,0
691013,Expulsions with educational services,0
691013,Referral to law enforcement,0
691001,Expulsions with educational services,0
691001,Referral to law enforcement,0
618870,Expulsions with educational services,1
618870,Referral to law enforcement,1
614370,Expulsions with educational services,0
614370,Referral to law enforcement,0
622860,Expulsions with educational services,0
622860,Referral to law enforcement,0
626760,Expulsions with educational services,9
626760,Referral to law enforcement,2
601427,Expulsions with educational services,0
601427,Referral to law enforcement,0
631180,Expulsions with educational services,0
631180,Referral to law enforcement,0
601442,Expulsions with educational services,0
601442,Referral to law enforcement,29
635110,Expulsions with educational services,4
635110,Referral to law enforcement,0
624900,Expulsions with educational services,0
624900,Referral to law enforcement,0
617220,Expulsions with educational services,0
617220,Referral to law enforcement,1
629610,Expulsions with educational services,0
629610,Referral to law enforcement,0
621600,Expulsions with educational services,10
621600,Referral to law enforcement,42
600049,Expulsions with educational services,0
600049,Referral to law enforcement,4
630180,Expulsions with educational services,0
630180,Referral to law enforcement,0
603610,Expulsions with educational services,0
603610,Referral to law enforcement,0
607950,Expulsions with educational services,0
607950,Referral to law enforcement,8
634620,Expulsions with educational services,34
634620,Referral to law enforcement,26
604230,Expulsions with educational services,4
604230,Referral to law enforcement,0
637500,Expulsions with educational services,0
637500,Referral to law enforcement,2
638550,Expulsions with educational services,2
638550,Referral to law enforcement,0
691037,Expulsions with educational services,0
691037,Referral to law enforcement,0
614730,Expulsions with educational services,0
614730,Referral to law enforcement,30
636800,Expulsions with educational services,2
636800,Referral to law enforcement,0
638010,Expulsions with educational services,44
638010,Referral to law enforcement,54
606390,Expulsions with educational services,59
606390,Referral to law enforcement,0
632880,Expulsions with educational services,6
632880,Referral to law enforcement,22
633750,Expulsions with educational services,6
633750,Referral to law enforcement,0
603600,Expulsions with educational services,0
603600,Referral to law enforcement,5
629540,Expulsions with educational services,0
629540,Referral to law enforcement,4
600020,Expulsions with educational services,2
600020,Referral to law enforcement,86
626910,Expulsions with educational services,8
626910,Referral to law enforcement,45
600029,Expulsions with educational services,7
600029,Referral to law enforcement,83
613080,Expulsions with educational services,0
613080,Referral to law enforcement,0
626490,Expulsions with educational services,0
626490,Referral to law enforcement,3
613470,Expulsions with educational services,1
613470,Referral to law enforcement,0
612120,Expulsions with educational services,2
612120,Referral to law enforcement,37
691012,Expulsions with educational services,0
691012,Referral to law enforcement,1
626370,Expulsions with educational services,7
626370,Referral to law enforcement,28
641040,Expulsions with educational services,0
641040,Referral to law enforcement,12
633150,Expulsions with educational services,19
633150,Referral to law enforcement,82
608760,Expulsions with educational services,1
608760,Referral to law enforcement,24
616470,Expulsions with educational services,21
616470,Referral to law enforcement,15
613140,Expulsions with educational services,0
613140,Referral to law enforcement,18
629370,Expulsions with educational services,0
629370,Referral to law enforcement,0
618840,Expulsions with educational services,0
618840,Referral to law enforcement,0
629580,Expulsions with educational services,43
629580,Referral to law enforcement,85
617190,Expulsions with educational services,0
617190,Referral to law enforcement,0
631400,Expulsions with educational services,0
631400,Referral to law enforcement,0
630250,Expulsions with educational services,8
630250,Referral to law enforcement,13
614820,Expulsions with educational services,9
614820,Referral to law enforcement,26
620460,Expulsions with educational services,0
620460,Referral to law enforcement,0
626190,Expulsions with educational services,0
626190,Referral to law enforcement,0
601414,Expulsions with educational services,19
601414,Referral to law enforcement,25
626400,Expulsions with educational services,1
626400,Referral to law enforcement,0
616230,Expulsions with educational services,390
616230,Referral to law enforcement,4
611730,Expulsions with educational services,0
611730,Referral to law enforcement,4
620130,Expulsions with educational services,0
620130,Referral to law enforcement,0
639630,Expulsions with educational services,2
639630,Referral to law enforcement,0
691008,Expulsions with educational services,0
691008,Referral to law enforcement,0
621210,Expulsions with educational services,0
621210,Referral to law enforcement,27
691002,Expulsions with educational services,0
691002,Referral to law enforcement,2
631710,Expulsions with educational services,0
631710,Referral to law enforcement,11
636840,Expulsions with educational services,10
636840,Referral to law enforcement,0
642930,Expulsions with educational services,0
642930,Referral to law enforcement,0
691040,Expulsions with educational services,0
691040,Referral to law enforcement,1
627850,Expulsions with educational services,0
627850,Referral to law enforcement,0
622740,Expulsions with educational services,0
622740,Referral to law enforcement,0
601950,Expulsions with educational services,0
601950,Referral to law enforcement,0
624600,Expulsions with educational services,0
624600,Referral to law enforcement,0
614950,Expulsions with educational services,8
614950,Referral to law enforcement,5
629820,Expulsions with educational services,13
629820,Referral to law enforcement,16
628860,Expulsions with educational services,0
628860,Referral to law enforcement,0
621000,Expulsions with educational services,0
621000,Referral to law enforcement,3
610770,Expulsions with educational services,0
610770,Referral to law enforcement,35
604020,Expulsions with educational services,13
604020,Referral to law enforcement,27
600034,Expulsions with educational services,5
600034,Referral to law enforcement,22
602610,Expulsions with educational services,0
602610,Referral to law enforcement,5
616300,Expulsions with educational services,5
616300,Referral to law enforcement,0
602100,Expulsions with educational services,1
602100,Referral to law enforcement,0
605940,Expulsions with educational services,0
605940,Referral to law enforcement,16
602700,Expulsions with educational services,5
602700,Referral to law enforcement,10
601710,Expulsions with educational services,8
601710,Referral to law enforcement,53
636390,Expulsions with educational services,12
636390,Referral to law enforcement,48
600069,Expulsions with educational services,9
600069,Referral to law enforcement,20
636030,Expulsions with educational services,0
636030,Referral to law enforcement,0
605880,Expulsions with educational services,0
605880,Referral to law enforcement,37
612930,Expulsions with educational services,0
612930,Referral to law enforcement,3
604620,Expulsions with educational services,3
604620,Referral to law enforcement,3
607200,Expulsions with educational services,1
607200,Referral to law enforcement,1
607920,Expulsions with educational services,0
607920,Referral to law enforcement,112
606360,Expulsions with educational services,1
606360,Referral to law enforcement,2
642450,Expulsions with educational services,0
642450,Referral to law enforcement,0
613890,Expulsions with educational services,0
613890,Referral to law enforcement,26
691046,Expulsions with educational services,0
691046,Referral to law enforcement,0
607970,Expulsions with educational services,49
607970,Referral to law enforcement,100
604260,Expulsions with educational services,2
604260,Referral to law enforcement,0
607740,Expulsions with educational services,0
607740,Referral to law enforcement,0
06CC370,Expulsions with educational services,0
06CC370,Referral to law enforcement,1
621150,Expulsions with educational services,0
621150,Referral to law enforcement,7
616860,Expulsions with educational services,0
616860,Referral to law enforcement,1
607020,Expulsions with educational services,0
607020,Referral to law enforcement,0
639870,Expulsions with educational services,4
639870,Referral to law enforcement,98
600001,Expulsions with educational services,0
600001,Referral to law enforcement,0
636780,Expulsions with educational services,0
636780,Referral to law enforcement,2
620850,Expulsions with educational services,0
620850,Referral to law enforcement,0
614430,Expulsions with educational services,9
614430,Referral to law enforcement,32
627450,Expulsions with educational services,4
627450,Referral to law enforcement,0
609780,Expulsions with educational services,0
609780,Referral to law enforcement,2
610050,Expulsions with educational services,0
610050,Referral to law enforcement,10
640590,Expulsions with educational services,1
640590,Referral to law enforcement,10
632310,Expulsions with educational services,3
632310,Referral to law enforcement,3
624870,Expulsions with educational services,0
624870,Referral to law enforcement,0
630480,Expulsions with educational services,0
630480,Referral to law enforcement,4
641580,Expulsions with educational services,0
641580,Referral to law enforcement,13
622050,Expulsions with educational services,0
622050,Referral to law enforcement,11
631980,Expulsions with educational services,0
631980,Referral to law enforcement,2
612030,Expulsions with educational services,1
612030,Referral to law enforcement,1
691024,Expulsions with educational services,0
691024,Referral to law enforcement,1
603840,Expulsions with educational services,0
603840,Referral to law enforcement,19
691137,Expulsions with educational services,1
691137,Referral to law enforcement,1
606780,Expulsions with educational services,2
606780,Referral to law enforcement,3
611520,Expulsions with educational services,0
611520,Referral to law enforcement,2
637680,Expulsions with educational services,0
637680,Referral to law enforcement,0
600060,Expulsions with educational services,0
600060,Referral to law enforcement,3
634320,Expulsions with educational services,62
634320,Referral to law enforcement,674
600158,Expulsions with educational services,0
600158,Referral to law enforcement,0
600067,Expulsions with educational services,0
600067,Referral to law enforcement,5
635810,Expulsions with educational services,0
635810,Referral to law enforcement,1
601410,Expulsions with educational services,4
601410,Referral to law enforcement,0
637630,Expulsions with educational services,1
637630,Referral to law enforcement,1
625130,Expulsions with educational services,3
625130,Referral to law enforcement,41
632070,Expulsions with educational services,3
632070,Referral to law enforcement,4
642540,Expulsions with educational services,0
642540,Referral to law enforcement,0
605790,Expulsions with educational services,3
605790,Referral to law enforcement,21
601322,Expulsions with educational services,0
601322,Referral to law enforcement,0
614220,Expulsions with educational services,0
614220,Referral to law enforcement,0
608130,Expulsions with educational services,37
608130,Referral to law enforcement,62
607230,Expulsions with educational services,3
607230,Referral to law enforcement,0
691034,Expulsions with educational services,0
691034,Referral to law enforcement,0
603420,Expulsions with educational services,11
603420,Referral to law enforcement,10
617430,Expulsions with educational services,1
617430,Referral to law enforcement,8
638280,Expulsions with educational services,3
638280,Referral to law enforcement,0
609870,Expulsions with educational services,0
609870,Referral to law enforcement,0
691136,Expulsions with educational services,2
691136,Referral to law enforcement,0
632640,Expulsions with educational services,0
632640,Referral to law enforcement,0
635790,Expulsions with educational services,0
635790,Referral to law enforcement,0
602820,Expulsions with educational services,61
602820,Referral to law enforcement,174
691020,Expulsions with educational services,0
691020,Referral to law enforcement,41
601332,Expulsions with educational services,0
601332,Referral to law enforcement,8
600160,Expulsions with educational services,0
600160,Referral to law enforcement,10
600153,Expulsions with educational services,3
600153,Referral to law enforcement,0
621810,Expulsions with educational services,0
621810,Referral to law enforcement,0
624480,Expulsions with educational services,1
624480,Referral to law enforcement,0
620070,Expulsions with educational services,7
620070,Referral to law enforcement,26
640320,Expulsions with educational services,0
640320,Referral to law enforcement,0
634425,Expulsions with educational services,2
634425,Referral to law enforcement,2
634710,Expulsions with educational services,0
634710,Referral to law enforcement,18
625320,Expulsions with educational services,7
625320,Referral to law enforcement,4
608010,Expulsions with educational services,3
608010,Referral to law enforcement,33
624660,Expulsions with educational services,33
624660,Referral to law enforcement,3
604080,Expulsions with educational services,0
604080,Referral to law enforcement,0
691029,Expulsions with educational services,0
691029,Referral to law enforcement,0
06CC215,Expulsions with educational services,0
06CC215,Referral to law enforcement,1
691102,Expulsions with educational services,0
691102,Referral to law enforcement,0
691048,Expulsions with educational services,0
691048,Referral to law enforcement,11
691005,Expulsions with educational services,0
691005,Referral to law enforcement,0
606480,Expulsions with educational services,0
606480,Referral to law enforcement,0
642960,Expulsions with educational services,5
642960,Referral to law enforcement,0
607140,Expulsions with educational services,0
607140,Referral to law enforcement,10
623080,Expulsions with educational services,8
623080,Referral to law enforcement,1
612600,Expulsions with educational services,0
612600,Referral to law enforcement,0
633510,Expulsions with educational services,0
633510,Referral to law enforcement,0
614700,Expulsions with educational services,4
614700,Referral to law enforcement,11
610890,Expulsions with educational services,0
610890,Referral to law enforcement,7
636820,Expulsions with educational services,0
636820,Referral to law enforcement,0
634380,Expulsions with educational services,0
634380,Referral to law enforcement,2
600048,Expulsions with educational services,2
600048,Referral to law enforcement,24
612330,Expulsions with educational services,20
612330,Referral to law enforcement,18
633630,Expulsions with educational services,19
633630,Referral to law enforcement,6
619540,Expulsions with educational services,15
619540,Referral to law enforcement,2
625230,Expulsions with educational services,5
625230,Referral to law enforcement,11
628710,Expulsions with educational services,0
628710,Referral to law enforcement,8
619650,Expulsions with educational services,6
619650,Referral to law enforcement,5
610350,Expulsions with educational services,15
610350,Referral to law enforcement,45
618990,Expulsions with educational services,0
618990,Referral to law enforcement,1
621990,Expulsions with educational services,0
621990,Referral to law enforcement,3
630930,Expulsions with educational services,1
630930,Referral to law enforcement,0
603690,Expulsions with educational services,16
603690,Referral to law enforcement,347
623340,Expulsions with educational services,81
623340,Referral to law enforcement,28
629850,Expulsions with educational services,0
629850,Referral to law enforcement,3
618930,Expulsions with educational services,2
618930,Referral to law enforcement,9
605610,Expulsions with educational services,3
605610,Referral to law enforcement,2
630510,Expulsions with educational services,0
630510,Referral to law enforcement,1
691017,Expulsions with educational services,0
691017,Referral to law enforcement,2
641400,Expulsions with educational services,0
641400,Referral to law enforcement,2
625830,Expulsions with educational services,3
625830,Referral to law enforcement,23
600062,Expulsions with educational services,0
600062,Referral to law enforcement,1
691035,Expulsions with educational services,0
691035,Referral to law enforcement,0
622410,Expulsions with educational services,5
622410,Referral to law enforcement,41
621330,Expulsions with educational services,0
621330,Referral to law enforcement,2
615270,Expulsions with educational services,1
615270,Referral to law enforcement,5
608610,Expulsions with educational services,0
608610,Referral to law enforcement,16
624540,Expulsions with educational services,0
624540,Referral to law enforcement,8
617850,Expulsions with educational services,0
617850,Referral to law enforcement,0
638640,Expulsions with educational services,19
638640,Referral to law enforcement,7
616920,Expulsions with educational services,28
616920,Referral to law enforcement,12
602760,Expulsions with educational services,0
602760,Referral to law enforcement,0
623940,Expulsions with educational services,0
623940,Referral to law enforcement,17
622710,Expulsions with educational services,79
622710,Referral to law enforcement,3959
642330,Expulsions with educational services,1
642330,Referral to law enforcement,2
635590,Expulsions with educational services,0
635590,Referral to law enforcement,0
601409,Expulsions with educational services,7
601409,Referral to law enforcement,4
638880,Expulsions with educational services,0
638880,Referral to law enforcement,0
608520,Expulsions with educational services,6
608520,Referral to law enforcement,0
612070,Expulsions with educational services,24
612070,Referral to law enforcement,94
611870,Expulsions with educational services,0
611870,Referral to law enforcement,5
633110,Expulsions with educational services,0
633110,Referral to law enforcement,4
632130,Expulsions with educational services,0
632130,Referral to law enforcement,0
691032,Expulsions with educational services,0
691032,Referral to law enforcement,0
624150,Expulsions with educational services,0
624150,Referral to law enforcement,1
611760,Expulsions with educational services,6
611760,Referral to law enforcement,5
630360,Expulsions with educational services,4
630360,Referral to law enforcement,0
632610,Expulsions with educational services,5
632610,Referral to law enforcement,5
634800,Expulsions with educational services,11
634800,Referral to law enforcement,21
609620,Expulsions with educational services,0
609620,Referral to law enforcement,3
619320,Expulsions with educational services,7
619320,Referral to law enforcement,0
635670,Expulsions with educational services,0
635670,Referral to law enforcement,40
621450,Expulsions with educational services,0
621450,Referral to law enforcement,0
640680,Expulsions with educational services,0
640680,Referral to law enforcement,0
634920,Expulsions with educational services,0
634920,Referral to law enforcement,0
609940,Expulsions with educational services,14
609940,Referral to law enforcement,0
627240,Expulsions with educational services,16
627240,Referral to law enforcement,0
684500,Expulsions with educational services,8
684500,Referral to law enforcement,7
601620,Expulsions with educational services,0
601620,Referral to law enforcement,3
614880,Expulsions with educational services,11
614880,Referral to law enforcement,11
624750,Expulsions with educational services,0
624750,Referral to law enforcement,0
634170,Expulsions with educational services,32
634170,Referral to law enforcement,409
603270,Expulsions with educational services,2
603270,Referral to law enforcement,5
600035,Expulsions with educational services,0
600035,Referral to law enforcement,11
624570,Expulsions with educational services,0
624570,Referral to law enforcement,1
641880,Expulsions with educational services,11
641880,Referral to law enforcement,7
691007,Expulsions with educational services,0
691007,Referral to law enforcement,16
638460,Expulsions with educational services,0
638460,Referral to law enforcement,1
691135,Expulsions with educational services,36
691135,Referral to law enforcement,26
618210,Expulsions with educational services,0
618210,Referral to law enforcement,2
624000,Expulsions with educational services,0
624000,Referral to law enforcement,0
601421,Expulsions with educational services,3
601421,Referral to law enforcement,0
614940,Expulsions with educational services,0
614940,Referral to law enforcement,0
691122,Expulsions with educational services,0
691122,Referral to law enforcement,0
608160,Expulsions with educational services,6
608160,Referral to law enforcement,180
612750,Expulsions with educational services,0
612750,Referral to law enforcement,0
609990,Expulsions with educational services,0
609990,Referral to law enforcement,0
691025,Expulsions with educational services,0
691025,Referral to law enforcement,0
637560,Expulsions with educational services,0
637560,Referral to law enforcement,0
615180,Expulsions with educational services,14
615180,Referral to law enforcement,81
691022,Expulsions with educational services,0
691022,Referral to law enforcement,5
619260,Expulsions with educational services,43
619260,Referral to law enforcement,41
637590,Expulsions with educational services,0
637590,Referral to law enforcement,0
621870,Expulsions with educational services,1
621870,Referral to law enforcement,24
622560,Expulsions with educational services,0
622560,Referral to law enforcement,1
618030,Expulsions with educational services,0
618030,Referral to law enforcement,3
610860,Expulsions with educational services,25
610860,Referral to law enforcement,68
620670,Expulsions with educational services,0
620670,Referral to law enforcement,4
627060,Expulsions with educational services,0
627060,Referral to law enforcement,5
620910,Expulsions with educational services,0
620910,Referral to law enforcement,0
622830,Expulsions with educational services,0
622830,Referral to law enforcement,0
600116,Expulsions with educational services,0
600116,Referral to law enforcement,0
691033,Expulsions with educational services,0
691033,Referral to law enforcement,2
612810,Expulsions with educational services,2
612810,Referral to law enforcement,5
612910,Expulsions with educational services,0
612910,Referral to law enforcement,8
625150,Expulsions with educational services,13
625150,Referral to law enforcement,101
621420,Expulsions with educational services,0
621420,Referral to law enforcement,2
605240,Expulsions with educational services,0
605240,Referral to law enforcement,0
642560,Expulsions with educational services,0
642560,Referral to law enforcement,0
627180,Expulsions with educational services,0
627180,Referral to law enforcement,0
638980,Expulsions with educational services,0
638980,Referral to law enforcement,0
613170,Expulsions with educational services,0
613170,Referral to law enforcement,0
601860,Expulsions with educational services,0
601860,Referral to law enforcement,0
611110,Expulsions with educational services,32
611110,Referral to law enforcement,108
624030,Expulsions with educational services,3
624030,Referral to law enforcement,21
610680,Expulsions with educational services,0
610680,Referral to law enforcement,0
622590,Expulsions with educational services,0
622590,Referral to law enforcement,0
616080,Expulsions with educational services,2
616080,Referral to law enforcement,10
600061,Expulsions with educational services,0
600061,Referral to law enforcement,4
615840,Expulsions with educational services,1
615840,Referral to law enforcement,0
640150,Expulsions with educational services,5
640150,Referral to law enforcement,30
630230,Expulsions with educational services,0
630230,Referral to law enforcement,0
629220,Expulsions with educational services,15
629220,Referral to law enforcement,0
600039,Expulsions with educational services,6
600039,Referral to law enforcement,2
637890,Expulsions with educational services,4
637890,Referral to law enforcement,2
626280,Expulsions with educational services,0
626280,Referral to law enforcement,1
609640,Expulsions with educational services,0
609640,Referral to law enforcement,56
610740,Expulsions with educational services,0
610740,Referral to law enforcement,0
607680,Expulsions with educational services,0
607680,Referral to law enforcement,2
632270,Expulsions with educational services,5
632270,Referral to law enforcement,5
624500,Expulsions with educational services,0
624500,Referral to law enforcement,19
642580,Expulsions with educational services,0
642580,Referral to law enforcement,0
616323,Expulsions with educational services,4
616323,Referral to law enforcement,2
623820,Expulsions with educational services,0
623820,Referral to law enforcement,1
600019,Expulsions with educational services,3
600019,Referral to law enforcement,1473
620220,Expulsions with educational services,0
620220,Referral to law enforcement,0
691023,Expulsions with educational services,0
691023,Referral to law enforcement,0
600011,Expulsions with educational services,0
600011,Referral to law enforcement,0
628650,Expulsions with educational services,13
628650,Referral to law enforcement,10
636940,Expulsions with educational services,0
636940,Referral to law enforcement,0
641190,Expulsions with educational services,3
641190,Referral to law enforcement,16
600027,Expulsions with educational services,50
600027,Referral to law enforcement,16
691028,Expulsions with educational services,0
691028,Referral to law enforcement,0
643380,Expulsions with educational services,2
643380,Referral to law enforcement,4
615150,Expulsions with educational services,0
615150,Referral to law enforcement,0
636270,Expulsions with educational services,20
636270,Referral to law enforcement,25
609030,Expulsions with educational services,89
609030,Referral to law enforcement,78
600040,Expulsions with educational services,4
600040,Referral to law enforcement,3
625860,Expulsions with educational services,1
625860,Referral to law enforcement,51
603180,Expulsions with educational services,2
603180,Referral to law enforcement,0
632760,Expulsions with educational services,4
632760,Referral to law enforcement,3
601418,Expulsions with educational services,1
601418,Referral to law enforcement,26
643200,Expulsions with educational services,0
643200,Referral to law enforcement,0
614250,Expulsions with educational services,0
614250,Referral to law enforcement,6
628140,Expulsions with educational services,0
628140,Referral to law enforcement,0
629490,Expulsions with educational services,0
629490,Referral to law enforcement,51
612210,Expulsions with educational services,0
612210,Referral to law enforcement,0
607500,Expulsions with educational services,0
607500,Referral to law enforcement,42
604290,Expulsions with educational services,10
604290,Referral to law enforcement,22
600052,Expulsions with educational services,1
600052,Referral to law enforcement,24
600006,Expulsions with educational services,0
600006,Referral to law enforcement,0
612690,Expulsions with educational services,5
612690,Referral to law enforcement,0
600028,Expulsions with educational services,32
600028,Referral to law enforcement,16
640980,Expulsions with educational services,24
640980,Referral to law enforcement,4
628170,Expulsions with educational services,2
628170,Referral to law enforcement,7
638220,Expulsions with educational services,0
638220,Referral to law enforcement,1
605820,Expulsions with educational services,0
605820,Referral to law enforcement,0
629700,Expulsions with educational services,0
629700,Referral to law enforcement,3
637950,Expulsions with educational services,1
637950,Referral to law enforcement,2
604740,Expulsions with educational services,0
604740,Referral to law enforcement,17
606990,Expulsions with educational services,0
606990,Referral to law enforcement,4
607530,Expulsions with educational services,0
607530,Referral to law enforcement,5
612880,Expulsions with educational services,7
612880,Referral to law enforcement,53
610260,Expulsions with educational services,0
610260,Referral to law enforcement,0
633980,Expulsions with educational services,21
633980,Referral to law enforcement,4
612090,Expulsions with educational services,0
612090,Referral to law enforcement,0
601420,Expulsions with educational services,0
601420,Referral to law enforcement,2
615780,Expulsions with educational services,0
615780,Referral to law enforcement,14
616570,Expulsions with educational services,3
616570,Referral to law enforcement,3
600043,Expulsions with educational services,2
600043,Referral to law enforcement,6
600038,Expulsions with educational services,0
600038,Referral to law enforcement,1
607800,Expulsions with educational services,0
607800,Referral to law enforcement,13
634410,Expulsions with educational services,0
634410,Referral to law enforcement,77
637530,Expulsions with educational services,3
637530,Referral to law enforcement,22
602630,Expulsions with educational services,0
602630,Referral to law enforcement,0
600018,Expulsions with educational services,0
600018,Referral to law enforcement,0
691003,Expulsions with educational services,0
691003,Referral to law enforcement,7
637290,Expulsions with educational services,0
637290,Referral to law enforcement,0
691036,Expulsions with educational services,0
691036,Referral to law enforcement,0
600063,Expulsions with educational services,3
600063,Referral to law enforcement,0
600065,Expulsions with educational services,12
600065,Referral to law enforcement,78
628080,Expulsions with educational services,3
628080,Referral to law enforcement,17
641280,Expulsions with educational services,2
641280,Referral to law enforcement,6
691093,Expulsions with educational services,0
691093,Referral to law enforcement,0
640300,Expulsions with educational services,9
640300,Referral to law enforcement,1
635970,Expulsions with educational services,0
635970,Referral to law enforcement,0
619800,Expulsions with educational services,2
619800,Referral to law enforcement,1
641610,Expulsions with educational services,0
641610,Referral to law enforcement,0
600025,Expulsions with educational services,0
600025,Referral to law enforcement,0
636600,Expulsions with educational services,3
636600,Referral to law enforcement,2
611820,Expulsions with educational services,10
611820,Referral to law enforcement,71
691051,Expulsions with educational services,0
691051,Referral to law enforcement,0
601650,Expulsions with educational services,0
601650,Referral to law enforcement,16
600017,Expulsions with educational services,3
600017,Referral to law enforcement,333
06CC192,Expulsions with educational services,0
06CC192,Referral to law enforcement,0
625740,Expulsions with educational services,0
625740,Referral to law enforcement,0
633860,Expulsions with educational services,2
633860,Referral to law enforcement,1
600159,Expulsions with educational services,0
600159,Referral to law enforcement,0
614400,Expulsions with educational services,0
614400,Referral to law enforcement,51
604440,Expulsions with educational services,8
604440,Referral to law enforcement,0
613530,Expulsions with educational services,4
613530,Referral to law enforcement,1
691041,Expulsions with educational services,0
691041,Referral to law enforcement,0
600044,Expulsions with educational services,2
600044,Referral to law enforcement,25
642480,Expulsions with educational services,26
642480,Referral to law enforcement,40
625690,Expulsions with educational services,1
625690,Referral to law enforcement,1
629910,Expulsions with educational services,0
629910,Referral to law enforcement,6
691026,Expulsions with educational services,0
691026,Referral to law enforcement,1
636970,Expulsions with educational services,0
636970,Referral to law enforcement,0
631530,Expulsions with educational services,19
631530,Referral to law enforcement,61
636972,Expulsions with educational services,53
636972,Referral to law enforcement,14
621690,Expulsions with educational services,58
621690,Referral to law enforcement,5
627810,Expulsions with educational services,3
627810,Referral to law enforcement,0
699720,Expulsions with educational services,0
699720,Referral to law enforcement,0
627590,Expulsions with educational services,0
627590,Referral to law enforcement,5
600013,Expulsions with educational services,2
600013,Referral to law enforcement,4
627720,Expulsions with educational services,2
627720,Referral to law enforcement,3
625800,Expulsions with educational services,65
625800,Referral to law enforcement,2078
611220,Expulsions with educational services,0
611220,Referral to law enforcement,6
622650,Expulsions with educational services,0
622650,Referral to law enforcement,0
634880,Expulsions with educational services,0
634880,Referral to law enforcement,0
620880,Expulsions with educational services,27
620880,Referral to law enforcement,16
619440,Expulsions with educational services,1
619440,Referral to law enforcement,0
628270,Expulsions with educational services,0
628270,Referral to law enforcement,2
631320,Expulsions with educational services,0
631320,Referral to law enforcement,56
06CC256,Expulsions with educational services,0
06CC256,Referral to law enforcement,0
635880,Expulsions with educational services,12
635880,Referral to law enforcement,1
603030,Expulsions with educational services,1
603030,Referral to law enforcement,0
604110,Expulsions with educational services,0
604110,Referral to law enforcement,16
620190,Expulsions with educational services,2
620190,Referral to law enforcement,0
630450,Expulsions with educational services,0
630450,Referral to law enforcement,1
634740,Expulsions with educational services,0
634740,Referral to law enforcement,0
628250,Expulsions with educational services,3
628250,Referral to law enforcement,9
633720,Expulsions with educational services,0
633720,Referral to law enforcement,0
691021,Expulsions with educational services,0
691021,Referral to law enforcement,0
611460,Expulsions with educational services,0
611460,Referral to law enforcement,66
637260,Expulsions with educational services,6
637260,Referral to law enforcement,3
626220,Expulsions with educational services,0
626220,Referral to law enforcement,0
611280,Expulsions with educational services,0
611280,Referral to law enforcement,0
628050,Expulsions with educational services,31
628050,Referral to law enforcement,216
600051,Expulsions with educational services,0
600051,Referral to law enforcement,5
641160,Expulsions with educational services,81
641160,Referral to law enforcement,24
602450,Expulsions with educational services,0
602450,Referral to law enforcement,6
608190,Expulsions with educational services,0
608190,Referral to law enforcement,6
606570,Expulsions with educational services,3
606570,Referral to law enforcement,1
629940,Expulsions with educational services,0
629940,Referral to law enforcement,0
627780,Expulsions with educational services,0
627780,Referral to law enforcement,0
614760,Expulsions with educational services,7
614760,Referral to law enforcement,90
623430,Expulsions with educational services,0
623430,Referral to law enforcement,0
606810,Expulsions with educational services,9
606810,Referral to law enforcement,74
642810,Expulsions with educational services,0
642810,Referral to law enforcement,0
634980,Expulsions with educational services,20
634980,Referral to law enforcement,44
607980,Expulsions with educational services,0
607980,Referral to law enforcement,0
620370,Expulsions with educational services,2
620370,Referral to law enforcement,0
619680,Expulsions with educational services,3
619680,Referral to law enforcement,1
616050,Expulsions with educational services,0
616050,Referral to law enforcement,0
602430,Expulsions with educational services,46
602430,Referral to law enforcement,62
635250,Expulsions with educational services,15
635250,Referral to law enforcement,13
634290,Expulsions with educational services,0
634290,Referral to law enforcement,2
615240,Expulsions with educational services,0
615240,Referral to law enforcement,1
613290,Expulsions with educational services,0
613290,Referral to law enforcement,1
617490,Expulsions with educational services,0
617490,Referral to law enforcement,0
620640,Expulsions with educational services,0
620640,Referral to law enforcement,18
613920,Expulsions with educational services,10
613920,Referral to law enforcement,289
642140,Expulsions with educational services,0
642140,Referral to law enforcement,0
600015,Expulsions with educational services,0
600015,Referral to law enforcement,0
642000,Expulsions with educational services,0
642000,Referral to law enforcement,6
626310,Expulsions with educational services,0
626310,Referral to law enforcement,0
609570,Expulsions with educational services,4
609570,Referral to law enforcement,0
605040,Expulsions with educational services,0
605040,Referral to law enforcement,0
602670,Expulsions with educational services,0
602670,Referral to law enforcement,3
611850,Expulsions with educational services,0
611850,Referral to law enforcement,0
605700,Expulsions with educational services,0
605700,Referral to law enforcement,0
691049,Expulsions with educational services,0
691049,Referral to law enforcement,0
633900,Expulsions with educational services,3
633900,Referral to law enforcement,2
629270,Expulsions with educational services,18
629270,Referral to law enforcement,21
630750,Expulsions with educational services,7
630750,Referral to law enforcement,40
606270,Expulsions with educational services,0
606270,Referral to law enforcement,8
691027,Expulsions with educational services,0
691027,Referral to law enforcement,0
608970,Expulsions with educational services,1
608970,Referral to law enforcement,3
400373,Expulsions with educational services,0
400373,Referral to law enforcement,0
4900870,Expulsions with educational services,0
4900870,Referral to law enforcement,4
