ID,Grad_Rate
1801440,95
1801560,95
1801590,88
1801710,94
1801740,95
1801770,94
1801890,91
1801920,95
1802040,95
1802130,90
1802160,94
1802190,95
1802220,95
1802280,95
1802400,89
1802430,94
1802440,94
1802460,94
1802490,97
1802520,90
1802550,94
1802610,95
1802640,88
1802660,94
1802700,94
1802800,93
1802830,97
1802850,89
1802880,69
1802910,89
1802940,90
1802970,94
1803000,94
1803030,95
1803060,94
1803090,89
1803120,95
1803150,95
1803180,95
1803210,95
1803240,90
1803270,90
1803300,94
1803330,79
1803450,81
1803480,89
1803510,91
1803570,95
1803630,87
1803660,87
1803690,94
1803700,95
1803720,94
1803750,98
1803780,89
1803810,90
1803840,95
1803870,84
1803930,85
1803940,95
1803960,95
1803990,95
1804050,93
1804080,95
1804110,94
1804140,95
1804170,95
1804230,80
1804260,94
1804320,82
1804350,95
1804470,95
1804500,95
1804560,92
1804590,93
1804620,84
1804710,95
1804770,77
1804800,95
1804980,87
1805190,94
1805280,95
1805340,95
1805370,92
1805400,81
1805450,93
1805460,95
1805520,94
1805550,91
1805580,91
1805670,92
1805700,94
1805790,93
1805880,95
1805910,95
1806030,97
1806060,90
1806080,95
1806090,95
1806120,85
1806240,95
1806270,95
1806390,96
1806480,95
1806510,93
1806570,84
1806600,90
1806630,95
1806660,95
1806840,94
1806870,95
1806900,89
1807020,90
1807080,95
1807110,95
1807140,97
1807230,95
1807260,96
1807290,94
1807320,93
1807350,97
1807380,95
1807410,93
1807440,95
1807470,94
1807560,94
1807620,94
1807650,97
1807680,95
1807710,94
1807770,94
1807800,94
1807830,95
1807860,85
1807890,95
1807900,95
1807920,94
1807950,95
1807980,95
1808010,95
1808040,90
1808070,95
1808100,95
1808120,95
1808130,89
1808160,94
1808190,95
1808220,95
1808250,97
1808280,95
1808310,95
1808340,94
1808460,89
1808490,90
1808640,95
1808760,96
1808820,95
1808850,95
1808900,94
1808910,93
1808940,95
1808970,92
1809000,99
1809060,91
1809120,94
1809150,94
1809180,95
1809300,95
1809360,84
1809370,94
1809420,95
1809480,94
1809510,97
1809600,90
1809630,94
1809690,88
1809720,94
1809750,95
1809810,94
1809840,94
1809990,84
1810020,89
1810080,93
1810110,90
1810140,95
1810170,89
1810230,94
1810260,95
1810290,80
1810350,95
1810360,93
1810380,95
1810410,95
1810440,95
1810450,95
1810470,94
1810500,94
1810530,95
1810560,94
1810590,94
1810620,89
1810640,95
1810650,97
1810680,95
1810710,96
1810740,90
1810770,90
1810800,94
1810830,90
1810860,95
1810870,94
1810900,94
1810920,95
1810950,94
1810980,95
1811100,88
1811190,96
1811220,94
1811250,94
1811260,95
1811340,96
1811370,95
1811400,94
1811430,94
1811460,98
1811490,95
1811580,94
1811610,94
1811700,95
1811730,69
1811910,89
1811970,92
1812060,80
1812090,84
1812120,95
1812150,95
1812180,85
1812240,95
1812360,82
1812390,90
1812420,94
1812450,94
1812720,89
1812810,80
1812870,95
1812880,94
1812900,84
1812930,90
1812990,95
1813050,89
1813080,96
1813110,95
1813200,94
1813230,84
1900006,94
1900009,90
1900015,94
1900021,90
1900022,94
1900023,94
1900024,94
1900025,90
1900026,89
1900027,90
1900028,95
1900040,95
1900060,80
1903060,90
1903150,95
1903220,90
1903270,95
1903300,90
1903360,94
1903390,95
1903450,90
1903480,90
1903540,98
1903570,95
1903690,96
1903750,95
1903780,50
1903850,90
1903930,95
1903960,80
1904080,95
1904200,95
1904320,95
1904380,90
1904440,90
1904560,80
1904620,90
1904650,90
1904680,90
1904830,89
1904860,94
1904950,90
1905070,95
1905130,94
1905190,89
1905430,90
1905490,90
1905750,89
1905790,79
1905940,79
1905970,80
1906000,90
1906060,89
1906240,90
1906270,94
1906330,95
1906510,97
1906540,84
1906660,94
1906750,94
1906780,90
1906810,94
1906840,90
1906900,90
1906930,95
1906960,90
1907050,95
1907080,95
1907170,95
1907350,95
1907380,95
1907410,94
1907440,80
1907470,80
1907590,95
1907620,94
1907710,80
1907860,92
1907900,90
1907920,90
1907980,89
1908070,80
1908130,90
1908220,87
1908310,94
1908520,95
1908550,89
1908580,82
1908610,95
1908730,95
1908910,89
1908940,90
1908970,81
1909060,50
1909120,90
1909480,89
1909540,90
1909570,90
1909600,89
1909990,89
1910050,90
1910110,90
1910130,90
1910340,80
1910350,90
1910410,80
1910500,90
1910690,94
1910950,89
1910980,80
1911040,80
1911070,94
1911250,80
1911340,89
1911790,95
1911820,85
1911850,89
1912120,80
1912230,90
1912330,95
1912480,90
1912510,95
1912660,90
1912690,94
1912750,80
1912810,80
1913110,90
1913200,94
1913230,90
1913290,90
1913320,90
1913350,84
1913380,80
1913470,94
1913500,95
1913660,90
1914010,90
1914160,90
1914280,95
1914340,90
1914370,94
1914580,94
1914640,97
1914670,95
1914700,91
1914730,94
1914850,80
1914880,90
1915180,80
1915210,84
1915330,90
1915450,96
1915630,89
1915660,80
1915750,90
1915840,95
1916110,90
1916140,80
1916320,80
1916420,50
1916440,90
1916530,95
1916620,90
1916680,92
1917100,84
1917220,93
1917250,90
1917460,95
1917550,80
1917820,94
1918030,90
1918120,90
1918180,90
1918240,80
1918330,90
1918480,90
1918510,94
1918540,90
1918630,90
1918690,95
1918720,88
1918750,90
1918780,89
1918840,95
1918930,90
1918960,80
1919140,94
1919200,89
1919440,95
1919590,90
1919650,95
1919710,80
1919740,50
1919770,50
1919800,50
1919860,90
1919890,94
1920040,94
1920100,80
1920130,84
1920190,90
1920250,95
1920340,94
1920460,90
1920580,90
1920610,93
1920760,90
1920820,90
1920850,90
1920910,95
1920940,95
1921000,90
1921090,95
1921210,90
1921240,97
1921630,84
1921660,90
1921810,50
1921840,95
1921870,89
1922110,91
1922380,50
1922440,95
1922470,95
1922530,95
1923110,98
1923160,94
1923190,90
1923340,79
1924000,89
1924150,90
1924660,90
1924870,95
1924960,90
1925050,50
1925200,90
1925320,94
1925590,95
1925620,50
1925920,90
1925980,89
1926070,95
1926250,80
1926280,90
1926370,79
1926400,86
1926580,95
1926640,95
1926670,50
1926730,95
1926790,90
1926820,95
1926850,90
1926910,94
1927000,94
1927060,80
1927240,80
1927270,90
1927390,69
1927500,90
1927600,90
1927870,94
1927960,90
1927990,90
1928020,80
1928050,90
1928110,90
1928170,80
1928230,95
1928680,94
1928980,95
1929010,95
1929310,94
1929490,80
1929580,95
1929730,89
1929760,90
1930240,89
1930480,84
1930510,99
1930540,94
1930560,90
1930630,94
1930720,80
1930750,89
1930780,90
1930870,50
1930900,95
1930930,93
1930960,80
1930990,95
1931020,95
1931080,95
1931110,89
1931290,89
1931350,98
1931470,90
1931620,50
1931680,95
1931800,90
1931830,80
1931860,95
1931920,80
1931950,90
1932010,95
1999017,95
2000001,90
2000002,95
2000003,94
2000004,94
2000006,89
2000007,80
2000008,49
2000012,90
2000013,50
2000014,90
2000015,84
2000016,90
2000017,94
2000019,50
2000020,50
2000022,50
2000023,80
2000028,80
2000029,90
2000030,89
2000346,50
2000348,80
2000349,79
2000350,94
2000351,89
2000353,95
2003180,89
2003200,94
2003210,80
2003240,90
2003270,50
2003300,95
2003360,85
2003390,84
2003430,50
2003450,84
2003480,89
2003510,50
2003540,84
2003630,89
2003720,89
2003780,85
2003810,94
2003870,90
2003900,90
2003960,89
2004020,69
2004050,89
2004080,80
2004140,50
2004170,50
2004200,94
2004230,80
2004260,80
2004290,94
2004350,80
2004380,50
2004410,90
2004440,80
2004470,80
2004500,50
2004560,90
2004590,95
2004620,95
2004650,50
2004670,94
2004710,90
2004740,94
2004770,89
2004790,50
2004800,90
2004830,90
2004890,89
2004920,94
2004950,50
2004980,84
2005010,89
2005040,80
2005070,95
2005100,94
2005130,90
2005250,80
2005280,94
2005310,80
2005370,50
2005400,50
2005460,90
2005490,98
2005520,50
2005550,80
2005580,91
2005610,90
2005640,94
2005700,90
2005730,94
2005760,50
2005790,84
2005800,90
2005820,69
2005850,90
2005870,90
2005940,91
2006000,90
2006060,90
2006090,94
2006120,90
2006180,89
2006210,50
2006240,90
2006270,89
2006300,95
2006360,89
2006390,81
2006420,94
2006450,94
2006480,89
2006510,50
2006540,92
2006570,80
2006580,94
2006630,50
2006660,83
2006690,80
2006720,54
2006840,90
2006870,50
2006930,90
2006960,89
2007020,88
2007050,91
2007110,80
2007170,90
2007260,80
2007290,90
2007320,90
2007350,94
2007380,89
2007440,50
2007470,89
2007500,80
2007530,80
2007560,94
2007590,89
2007620,84
2007650,89
2007680,80
2007710,90
2007740,84
2007750,90
2007800,80
2007860,80
2007890,86
2007950,74
2007970,95
2008040,80
2008070,89
2008100,80
2008130,79
2008190,90
2008220,80
2008250,84
2008280,90
2008310,80
2008340,96
2008370,94
2008400,82
2008430,88
2008550,90
2008610,90
2008670,80
2008730,82
2008790,80
2008880,80
2008910,79
2008940,79
2008970,94
2009000,90
2009030,89
2009060,80
2009090,80
2009140,93
2009180,83
2009240,90
2009320,90
2009360,90
2009390,89
2009420,90
2009450,89
2009480,80
2009510,95
2009570,90
2009600,50
2009630,80
2009660,80
2009720,80
2009780,90
2009840,95
2009850,50
2009900,90
2009930,80
2009960,85
2009990,89
2010020,90
2010050,80
2010080,80
2010140,94
2010170,80
2010230,89
2010260,95
2010290,80
2010320,90
2010350,80
2010410,94
2010440,89
2010470,50
2010500,94
2010560,95
2010590,80
2010620,90
2010650,90
2010680,94
2010710,90
2010740,90
2010770,80
2010800,90
2010890,79
2010920,80
2010950,80
2010980,50
2011040,50
2011080,95
2011100,90
2011130,90
2011190,50
2011220,80
2011250,94
2011280,50
2011310,89
2011370,88
2011400,80
2011430,80
2011490,93
2011520,80
2011550,90
2011610,50
2011640,90
2011700,90
2011760,80
2011790,80
2011820,80
2011850,56
2011880,80
2011910,80
2011970,79
2012000,97
2012030,90
2012060,80
2012090,80
2012120,80
2012150,90
2012180,94
2012210,95
2012260,82
2012300,89
2012330,80
2012360,76
2012390,90
2012420,84
2012450,89
2012510,90
2012540,80
2012600,80
2012630,90
2012780,80
2012810,90
2012840,95
2012870,89
2012900,50
2012990,74
2013020,90
2013050,89
2013110,90
2100030,95
2100070,92
2100081,89
2100094,50
2100095,50
2100120,95
2100150,94
2100180,80
2100210,95
2100240,90
2100270,94
2100300,91
2100330,94
2100360,95
2100390,95
2100420,95
2100480,94
2100510,94
2100540,89
2100570,90
2100620,94
2100630,99
2100660,95
2100690,94
2100720,93
2100750,89
2100780,90
2100810,94
2100840,95
2100870,97
2100900,97
2100930,95
2100960,90
2100990,94
2101020,99
2101050,95
2101110,90
2101150,91
2101200,98
2101230,83
2101260,95
2101290,80
2101320,96
2101350,84
2101380,94
2101410,95
2101440,95
2101470,94
2101500,90
2101530,89
2101620,94
2101650,95
2101680,95
2101710,84
2101740,94
2101760,94
2101800,94
2101860,87
2101920,95
2101950,97
2101980,89
2102010,90
2102040,96
2102070,80
2102100,89
2102130,94
2102160,89
2102220,94
2102250,89
2102280,92
2102300,93
2102340,94
2102400,95
2102460,95
2102490,91
2102520,90
2102540,96
2102580,95
2102640,95
2102670,95
2102710,88
2102760,95
2102790,90
2102860,89
2102910,80
2102940,89
2102990,82
2103000,50
2103030,94
2103060,95
2103090,94
2103120,95
2103150,88
2103180,95
2103210,87
2103240,95
2103270,90
2103330,95
2103360,95
2103390,95
2103480,93
2103510,94
2103540,91
2103630,90
2103690,95
2103720,94
2103750,94
2103780,95
2103810,95
2103840,94
2103870,94
2103900,95
2103960,93
2103990,95
2104020,94
2104050,93
2104080,94
2104110,97
2104140,89
2104170,95
2104200,95
2104250,91
2104290,94
2104380,95
2104410,94
2104440,95
2104470,95
2104500,95
2104530,96
2104560,94
2104590,84
2104620,90
2104650,81
2104680,90
2104710,90
2104740,95
2104770,93
2104800,96
2104830,95
2104860,90
2104890,94
2104950,98
2104980,95
2105040,90
2105070,95
2105100,94
2105130,95
2105160,97
2105190,89
2105260,93
2105320,93
2105370,50
2105400,95
2105430,94
2105490,96
2105520,95
2105550,94
2105580,94
2105610,94
2105640,94
2105700,95
2105730,98
2105760,95
2105790,94
2105820,84
2105880,97
2105910,89
2105940,95
2105970,94
2106000,97
2200017,95
2200018,50
2200022,95
2200023,54
2200030,93
2200035,90
2200036,90
2200038,90
2200039,93
2200040,74
2200047,5
2200060,95
2200090,88
2200120,94
2200125,85
2200146,90
2200148,95
2200150,85
2200151,20
2200156,84
2200157,40
2200160,95
2200180,94
2200186,84
2200188,29
2200197,89
2200198,84
2200207,79
2200210,94
2200214,39
2200215,80
2200217,89
2200221,24
2200229,59
2200232,29
2200233,39
2200237,94
2200238,54
2200240,74
2200241,19
2200247,89
2200252,50
2200257,49
2200261,84
2200264,10
2200265,74
2200270,86
2200275,79
2200281,94
2200291,94
2200293,39
2200294,98
2200297,95
2200299,95
2200300,81
2200330,88
2200360,95
2200390,95
2200420,79
2200450,95
2200480,80
2200510,93
2200540,72
2200570,90
2200600,84
2200630,81
2200660,84
2200690,83
2200720,86
2200750,94
2200780,89
2200810,98
2200840,73
2200870,77
2200900,96
2200960,95
2200990,98
2201020,87
2201050,64
2201080,90
2201110,72
2201140,86
2201170,79
2201200,87
2201230,93
2201260,74
2201290,82
2201320,89
2201350,82
2201380,95
2201410,95
2201440,86
2201470,74
2201500,85
2201530,81
2201560,74
2201590,82
2201620,95
2201650,84
2201680,76
2201710,89
2201740,90
2201770,89
2201800,95
2201830,94
2201860,84
2201890,84
2201920,83
2201950,94
2201980,94
2202010,89
2280100,5
2300049,90
2300050,39
2300053,95
2302610,78
2302640,79
2302730,80
2302820,85
2303150,89
2303290,84
2303510,89
2303780,94
2303870,69
2303930,95
2304895,90
2305280,89
2305310,80
2305360,80
2305500,89
2305670,95
2306060,94
2306250,80
2306510,94
2306810,50
2307140,79
2307320,64
2307530,89
2307710,79
2307800,89
2308280,89
2308400,80
2308500,89
2309930,87
2310500,84
2310530,96
2310590,89
2310620,50
2310650,50
2310680,80
2310710,89
2310770,78
2310860,89
2310890,79
2311010,79
2311100,95
2311160,94
2311250,90
2311280,80
2311310,80
2311370,94
2311430,90
2311520,89
2311550,89
2311580,79
2311610,89
2311670,89
2311700,80
2311730,79
2311790,85
2311850,80
2312330,88
2313350,84
2313490,95
2313560,84
2313860,89
2313970,89
2313980,89
2314100,95
2314130,95
2314160,89
2314190,94
2314210,89
2314240,95
2314300,89
2314330,89
2314440,69
2314530,74
2314560,90
2314590,84
2314610,50
2314670,89
2314700,85
2314762,89
2314767,89
2314768,89
2314772,84
2314773,95
2314775,89
2314776,89
2314777,89
2314778,94
2314779,94
2314782,84
2314783,79
2314784,95
2314785,94
2314787,74
2314788,95
2314789,95
2314790,79
2314791,89
2314793,88
2314794,74
2314795,84
2314796,89
2314803,80
2314805,89
2314806,90
2314808,69
2314809,89
2314812,95
2314815,89
2314816,79
2314819,59
2314821,49
2314822,84
2314832,80
2314833,89
2400027,89
2400030,90
2400060,89
2400090,72
2400120,89
2400150,94
2400180,89
2400210,96
2400240,91
2400270,93
2400300,82
2400330,92
2400360,90
2400390,89
2400420,92
2400450,94
2400480,88
2400510,78
2400540,96
2400570,89
2400600,95
2400630,94
2400660,93
2400690,83
2400720,93
2500001,84
2500002,84
2500013,94
2500021,90
2500025,89
2500026,59
2500028,95
2500033,10
2500035,50
2500036,90
2500038,94
2500040,90
2500041,89
2500044,89
2500046,95
2500049,9-Jun
2500051,95
2500052,90
2500053,95
2500054,95
2500055,95
2500057,95
2500058,95
2500066,79
2500067,95
2500070,79
2500073,79
2500076,90
2500079,90
2500080,89
2500082,89
2500084,89
2500085,95
2500086,90
2500090,14-Oct
2500517,50
2500518,90
2500519,90
2500522,80
2500526,79
2500541,95
2500542,94
2500544,89
2500546,90
2500547,84
2500548,69
2500551,39
2500553,49
2500554,99
2500555,14-Oct
2500556,31
2501650,94
2501710,96
2501780,89
2501800,93
2501860,84
2501920,91
2501950,94
2501980,93
2502040,95
2502100,95
2502110,95
2502160,79
2502190,91
2502220,94
2502250,89
2502310,88
2502400,95
2502430,94
2502460,89
2502490,98
2502530,94
2502580,95
2502640,88
2502670,87
2502710,99
2502715,89
2502740,98
2502790,75
2502820,94
2502940,93
2503030,94
2503070,95
2503080,95
2503090,74
2503150,93
2503240,95
2503270,88
2503300,98
2503310,94
2503360,94
2503390,94
2503510,93
2503540,59
2503660,81
2503750,89
2503780,95
2503870,98
2503990,92
2504020,93
2504050,89
2504140,82
2504200,91
2504230,94
2504290,95
2504320,89
2504360,91
2504410,96
2504440,95
2504500,98
2504560,90
2504590,89
2504620,96
2504770,79
2504800,94
2504830,71
2504860,84
2504890,76
2504950,95
2504980,82
2505010,97
2505020,94
2505070,94
2505100,94
2505130,84
2505160,89
2505220,95
2505270,84
2505280,86
2505370,95
2505400,90
2505470,94
2505480,93
2505485,98
2505490,84
2505500,98
2505580,90
2505670,94
2505730,96
2505740,94
2505790,95
2505880,95
2505940,80
2505970,81
2506090,99
2506150,79
2506240,95
2506270,72
2506300,95
2506330,98
2506390,89
2506420,89
2506480,94
2506510,95
2506660,72
2506690,89
2506720,95
2506750,95
2506780,87
2506840,96
2506930,97
2506960,95
2506990,96
2507020,80
2507050,90
2507080,94
2507110,74
2507140,95
2507170,80
2507230,94
2507260,97
2507320,79
2507350,97
2507380,94
2507410,95
2507440,94
2507500,94
2507530,97
2507560,90
2507590,96
2507620,94
2507680,94
2507740,89
2507770,95
2507860,85
2507890,94
2507920,95
2507980,94
2507985,89
2507990,84
2508040,84
2508050,99
2508160,94
2508250,84
2508280,89
2508310,95
2508320,95
2508340,97
2508370,97
2508430,59
2508440,91
2508580,95
2508610,96
2508650,95
2508670,79
2508700,96
2508730,95
2508760,79
2508790,94
2508820,98
2508850,93
2508860,95
2508910,95
2508940,94
2508950,95
2508960,98
2509000,93
2509030,95
2509060,94
2509140,95
2509150,95
2509270,89
2509300,84
2509310,84
2509360,82
2509420,98
2509450,95
2509600,94
2509630,81
2509720,92
2509870,92
2509900,84
2509930,77
2509990,96
2510050,80
2510170,89
2510200,95
2510380,82
2510470,94
2510500,84
2510560,92
2510590,94
2510615,99
2510620,97
2510770,95
2510830,96
2510890,84
2510920,94
2510930,94
2511010,69
2511020,96
2511040,89
2511050,95
2511060,95
2511130,77
2511220,94
2511250,91
2511400,94
2511430,94
2511460,95
2511490,98
2511520,89
2511580,93
2511735,94
2511740,94
2511760,95
2511800,95
2511850,84
2511880,96
2511910,95
2511970,95
2512000,82
2512030,74
2512060,79
2512100,89
2512180,94
2512210,97
2512240,69
2512270,97
2512390,89
2512420,95
2512510,89
2512600,97
2512630,88
2512660,98
2512750,95
2512780,89
2512810,99
2512840,86
2512930,94
2512950,97
2513050,97
2513080,74
2513110,94
2513170,84
2513200,90
2513230,84
2600001,20
2600004,20
2600005,73
2600006,80
2600007,94
2600012,89
2600013,82
2600014,80
2600015,77
2600016,95
2600017,89
2600018,90
2600019,80
2600020,59
2600067,34
2600068,79
2600069,50
2600074,50
2600088,29
2600092,89
2600096,50
2600099,79
2600100,90
2600103,50
2600106,90
2600114,94
2600139,89
2600142,80
2600152,39
2600153,59
2600156,90
2600163,90
2600164,89
2600166,49
2600168,95
2600170,94
2600171,94
2600182,50
2600186,89
2600195,89
2600207,80
2600210,74
2600217,84
2600220,90
2600225,95
2600227,79
2600228,95
2600232,95
2600237,90
2600242,84
2600250,50
2600255,79
2600265,95
2600267,79
2600269,50
2600273,74
2600275,54
2600277,90
2600281,80
2600284,94
2600285,50
2600291,94
2600292,19-Nov
2600300,80
2600301,89
2600316,20
2600317,89
2600318,29
2600322,13
2600330,10
2600947,39
2600949,49
2600951,39
2600952,94
2600955,50
2600956,94
2600961,94
2600967,79
2600968,14-Oct
2600969,69
2600972,34
2600974,89
2600977,94
2600980,50
2600981,74
2600982,29
2600984,69
2600988,79
2600989,89
2600992,48
2600993,94
2601000,50
2601006,59
2601013,50
2601017,44
2601019,34
2601023,34
2601028,89
2601029,79
2601030,94
2601034,19-Nov
2601040,59
2601043,89
2601044,39
2601050,52
2601056,29
2601058,39
2601061,90
2601062,94
2601063,59
2601065,79
2601066,29
2601070,37
2601072,59
2601074,44
2601076,14-Oct
2601077,30
2601080,84
2601081,89
2601088,9-Jun
2601089,50
2601091,5
2601092,19-Nov
2601095,89
2601097,19-Nov
2601099,10
2601103,77
2601104,14-Oct
2601105,9-Jun
2601112,5
2601114,39
2601890,90
2601920,89
2601950,87
2601980,81
2602010,80
2602040,59
2602160,90
2602190,94
2602220,64
2602520,87
2602550,93
2602640,94
2602670,94
2602730,78
2602790,92
2602820,89
2603240,95
2603480,80
2603510,90
2603540,69
2603570,80
2603600,89
2603690,88
2603810,79
2603870,59
2603900,87
2603990,89
2604020,90
2604170,94
2604260,82
2604290,90
2604320,80
2604440,89
2604470,93
2604500,69
2604530,94
2604620,90
2604650,90
2604740,84
2604800,74
2604830,65
2604950,79
2605010,96
2605430,32
2605690,50
2605780,74
2605820,89
2605850,97
2606000,94
2606090,95
2606270,64
2606500,89
2606510,50
2606570,87
2606600,69
2606630,79
2606720,95
2606780,79
2606840,90
2606870,94
2606900,89
2606930,94
2606960,95
2606990,69
2607040,94
2607080,79
2607140,84
2607170,69
2607320,95
2607410,79
2607530,95
2607560,94
2607590,77
2607620,91
2607690,54
2607710,90
2607800,79
2607890,82
2608010,59
2608040,79
2608070,79
2608130,84
2608160,49
2608280,80
2608400,95
2608430,69
2608520,85
2608580,72
2608610,80
2608640,89
2608670,84
2608730,94
2608770,84
2608880,80
2608910,84
2608940,94
2609150,89
2609560,74
2609570,92
2609750,84
2609840,89
2609900,90
2609930,84
2610020,79
2610050,89
2610080,34
2610110,65
2610140,77
2610200,90
2610380,59
2610410,89
2610560,80
2610590,54
2610620,89
2610650,89
2610750,89
2610830,91
2610860,94
2610980,79
2611030,84
2611140,84
2611190,90
2611400,94
2611430,86
2611550,97
2611600,95
2611610,84
2611640,49
2611670,89
2611700,90
2611910,79
2611970,50
2612030,97
2612150,79
2612240,90
2612300,94
2612330,89
2612420,93
2612450,70
2612480,94
2612540,69
2612560,79
2612600,93
2612690,82
2612810,79
2612930,69
2612960,84
2612990,95
2613050,94
2613090,84
2613110,80
2613500,84
2613530,94
2613560,89
2614070,91
2614100,79
2614230,74
2614250,91
2614280,73
2614460,78
2614520,67
2614550,85
2614570,89
2614610,96
2614690,79
2614700,90
2614730,87
2614760,95
2614790,90
2614820,94
2615060,94
2615150,79
2615390,80
2615420,59
2615450,79
2615540,65
2615600,59
2615730,84
2615750,79
2615830,89
2615870,87
2615970,69
2615990,84
2616020,90
2616050,79
2616080,84
2616110,89
2616320,95
2616350,91
2616380,79
2616410,95
2616440,71
2616470,94
2616500,89
2616830,84
2617160,89
2617220,95
2617250,88
2617370,80
2617400,87
2617520,77
2617550,79
2617640,79
2617700,95
2617730,95
2617760,54
2617820,89
2617860,84
2617880,79
2617910,94
2617940,96
2617970,82
2618030,47
2618180,74
2618270,79
2618360,90
2618390,89
2618420,88
2618450,90
2618480,82
2618510,69
2618540,94
2618570,94
2618600,64
2618720,89
2618810,79
2618840,93
2618930,94
2618990,91
2619050,95
2619100,94
2619170,89
2619250,80
2619410,69
2619470,79
2619530,79
2619580,84
2619620,59
2619800,89
2619830,95
2619890,90
2619920,79
2619950,75
2620010,89
2620050,74
2620070,82
2620160,79
2620280,88
2620310,95
2620340,78
2620380,89
2620400,79
2620550,94
2620610,89
2620670,95
2620700,79
2620730,95
2620820,94
2620850,92
2620880,95
2620910,84
2620940,84
2620980,94
2621120,89
2621150,64
2621180,85
2621210,89
2621240,89
2621390,80
2621420,80
2621450,94
2621570,87
2621600,86
2621690,94
2621750,80
2621810,79
2621840,93
2621870,86
2622050,92
2622200,89
2622260,50
2622290,84
2622320,89
2622350,89
2622380,84
2622410,84
2622470,94
2622500,94
2622620,79
2622740,90
2622800,80
2622860,89
2622970,62
2622980,90
2623040,95
2623070,92
2623100,94
2623130,89
2623160,90
2623250,93
2623280,69
2623310,94
2623460,93
2623490,89
2623520,89
2623550,84
2623580,89
2623610,59
2623670,89
2623790,84
2623820,93
2623830,50
2623850,85
2623910,94
2624000,89
2624120,95
2624150,85
2624180,89
2624420,74
2624570,84
2624600,94
2624630,69
2624690,64
2624720,59
2624750,70
2624810,79
2624840,78
2624960,89
2625020,95
2625140,79
2625230,74
2625290,95
2625320,89
2625350,90
2625400,89
2625560,69
2625650,80
2625680,89
2625740,95
2625780,90
2625800,95
2625920,80
2625950,84
2625980,97
2626010,86
2626040,90
2626130,95
2626190,61
2626220,79
2626280,95
2626370,94
2626400,90
2626490,80
2626520,84
2626550,90
2626760,48
2626940,80
2626970,94
2627060,95
2627150,94
2627180,79
2627210,86
2627240,92
2627420,84
2627660,84
2627690,90
2627720,89
2627810,94
2627840,80
2627900,79
2627930,92
2627960,90
2628020,89
2628140,81
2628170,79
2628200,94
2628500,89
2628530,84
2628560,90
2628740,60
2628830,78
2628890,94
2628950,91
2629120,79
2629130,80
2629160,89
2629220,80
2629250,69
2629340,49
2629370,94
2629400,84
2629460,59
2629490,89
2629520,89
2629540,85
2629580,50
2629670,89
2629760,78
2629790,79
2629910,94
2629940,97
2630030,93
2630060,90
2630090,90
2630120,69
2630210,89
2630300,84
2630360,90
2630390,79
2630450,80
2630480,80
2630660,95
2630780,95
2630840,89
2630930,89
2630960,95
2630990,84
2631020,89
2631320,79
2631380,84
2632220,95
2632250,94
2632280,94
2632300,74
2632310,90
2632340,72
2632370,89
2632550,99
2632610,89
2632640,74
2632670,79
2632820,90
2632850,95
2632880,95
2632910,90
2632940,94
2633000,90
2633030,89
2633090,93
2633120,94
2633360,59
2633410,89
2633420,82
2633510,94
2633540,66
2633720,87
2633750,79
2633810,92
2633840,89
2633870,83
2633900,94
2633930,84
2634260,90
2634380,95
2634410,89
2634440,94
2634470,93
2634560,91
2634650,79
2634680,74
2634710,89
2634920,90
2634950,82
2635010,80
2635040,79
2635130,80
2635160,92
2635190,82
2635220,87
2635310,85
2635340,50
2635460,84
2635520,92
2635550,89
2635730,89
2635820,91
2635850,94
2635910,91
2635940,76
2635970,46
2636060,84
2636120,90
2636270,94
2636300,94
2636330,89
2636390,89
2636420,95
2636480,80
2636485,76
2636540,78
2636570,76
2636600,94
2636630,60
2636660,92
2680100,50
2680160,20
2680180,50
2680200,20
2680220,50
2680260,50
2680280,50
2680320,50
2680400,10
2680440,20
2680460,50
2680480,50
2680504,50
2680520,20
2680580,50
2680600,20
2680700,50
2680720,5
2680770,50
2680800,50
2680820,20
2680830,50
2680900,20
2680930,20
2680940,50
2680960,50
2680975,50
2680980,50
2680985,20
2680990,50
2700001,90
2700005,89
2700006,95
2700007,90
2700008,89
2700013,89
2700014,59
2700016,39
2700017,93
2700019,94
2700021,90
2700022,84
2700023,89
2700024,80
2700025,18
2700026,54
2700036,39
2700046,39
2700054,59
2700055,79
2700058,64
2700063,50
2700073,50
2700083,39
2700086,59
2700088,94
2700089,84
2700090,89
2700091,89
2700092,79
2700093,90
2700099,95
2700100,90
2700101,80
2700102,94
2700103,80
2700104,90
2700105,90
2700106,90
2700107,90
2700108,79
2700109,90
2700110,90
2700115,89
2700117,51
2700123,94
2700124,94
2700125,90
2700126,90
2700127,90
2700128,94
2700129,59
2700130,89
2700132,90
2700138,49
2700139,50
2700140,90
2700143,59
2700148,80
2700150,79
2700152,39
2700157,20
2700160,29
2700162,90
2700163,80
2700167,90
2700173,39
2700177,89
2700180,29
2700181,59
2700182,89
2700183,90
2700186,79
2700187,69
2700191,50
2700192,50
2700193,44
2700209,89
2700211,59
2700214,59
2700218,59
2700221,50
2700224,49
2700226,50
2700231,95
2700235,49
2700240,89
2700245,79
2700246,89
2700256,79
2700260,34
2700261,59
2700276,90
2700285,79
2700287,94
2700291,79
2700294,90
2700299,34
2700314,59
2700315,39
2700318,50
2700326,90
2700327,59
2700328,90
2700333,50
