Lea State,LEA,ID,Category,Total
WV,MONROE COUNTY SCHOOLS,5400960,Single-sex teams,12
WV,MONROE COUNTY SCHOOLS,5400960,Participants on single-sex teams,208
MD,Baltimore City Public Schools,2400090,Single-sex teams,468
MD,Baltimore City Public Schools,2400090,Participants on single-sex teams,6618
PA,Red Lion Area SD,4220100,Single-sex teams,54
PA,Red Lion Area SD,4220100,Participants on single-sex teams,854
KY,Meade County,2104050,Single-sex teams,39
KY,Meade County,2104050,Participants on single-sex teams,766
PA,Elizabethtown Area SD,4209120,Single-sex teams,29
PA,Elizabethtown Area SD,4209120,Participants on single-sex teams,457
WV,MARSHALL COUNTY SCHOOLS,5400750,Single-sex teams,45
WV,MARSHALL COUNTY SCHOOLS,5400750,Participants on single-sex teams,635
KY,Marshall County,2103810,Single-sex teams,15
KY,Marshall County,2103810,Participants on single-sex teams,351
PA,Weatherly Area SD,4225140,Single-sex teams,16
PA,Weatherly Area SD,4225140,Participants on single-sex teams,177
PA,Sharpsville Area SD,4221420,Single-sex teams,22
PA,Sharpsville Area SD,4221420,Participants on single-sex teams,245
PA,Wyoming Valley West SD,4225950,Single-sex teams,26
PA,Wyoming Valley West SD,4225950,Participants on single-sex teams,474
PA,Dallas SD,4207200,Single-sex teams,30
PA,Dallas SD,4207200,Participants on single-sex teams,815
WV,WEBSTER COUNTY SCHOOLS,5401530,Single-sex teams,14
WV,WEBSTER COUNTY SCHOOLS,5401530,Participants on single-sex teams,198
MD,Dorchester County Public Schools,2400300,Single-sex teams,60
MD,Dorchester County Public Schools,2400300,Participants on single-sex teams,962
KY,Elizabethtown Independent,2101650,Single-sex teams,19
KY,Elizabethtown Independent,2101650,Participants on single-sex teams,371
PA,Riverview SD,4220430,Single-sex teams,28
PA,Riverview SD,4220430,Participants on single-sex teams,362
PA,Ellwood City Area SD,4209240,Single-sex teams,14
PA,Ellwood City Area SD,4209240,Participants on single-sex teams,239
WV,KANAWHA COUNTY SCHOOLS,5400600,Single-sex teams,135
WV,KANAWHA COUNTY SCHOOLS,5400600,Participants on single-sex teams,2372
PA,York City SD,4226820,Single-sex teams,15
PA,York City SD,4226820,Participants on single-sex teams,154
PA,Leechburg Area SD,4213470,Single-sex teams,6
PA,Leechburg Area SD,4213470,Participants on single-sex teams,108
PA,Line Mountain SD,4214460,Single-sex teams,18
PA,Line Mountain SD,4214460,Participants on single-sex teams,228
WV,BERKELEY COUNTY SCHOOLS,5400060,Single-sex teams,99
WV,BERKELEY COUNTY SCHOOLS,5400060,Participants on single-sex teams,1708
PA,East Stroudsburg Area SD,4208670,Single-sex teams,35
PA,East Stroudsburg Area SD,4208670,Participants on single-sex teams,876
PA,Montoursville Area SD,4215750,Single-sex teams,18
PA,Montoursville Area SD,4215750,Participants on single-sex teams,175
PA,Harbor Creek SD,4211490,Single-sex teams,31
PA,Harbor Creek SD,4211490,Participants on single-sex teams,527
PA,Daniel Boone Area SD,4207290,Single-sex teams,47
PA,Daniel Boone Area SD,4207290,Participants on single-sex teams,619
PA,Conrad Weiser Area SD,4206780,Single-sex teams,30
PA,Conrad Weiser Area SD,4206780,Participants on single-sex teams,550
PA,Avonworth SD,4202820,Single-sex teams,15
PA,Avonworth SD,4202820,Participants on single-sex teams,240
PA,Central Valley SD,4200824,Single-sex teams,33
PA,Central Valley SD,4200824,Participants on single-sex teams,462
KY,Morgan County,2104290,Single-sex teams,22
KY,Morgan County,2104290,Participants on single-sex teams,403
DE,Appoquinimink School District,1000080,Single-sex teams,65
DE,Appoquinimink School District,1000080,Participants on single-sex teams,1271
PA,Tulpehocken Area SD,4223820,Single-sex teams,24
PA,Tulpehocken Area SD,4223820,Participants on single-sex teams,280
PA,Forest Area SD,4208280,Single-sex teams,14
PA,Forest Area SD,4208280,Participants on single-sex teams,109
KY,Spencer County,2105490,Single-sex teams,11
KY,Spencer County,2105490,Participants on single-sex teams,319
PA,Hermitage SD,4211820,Single-sex teams,35
PA,Hermitage SD,4211820,Participants on single-sex teams,473
KY,Whitley County,2105880,Single-sex teams,34
KY,Whitley County,2105880,Participants on single-sex teams,328
PA,William Penn SD,4226390,Single-sex teams,47
PA,William Penn SD,4226390,Participants on single-sex teams,1296
PA,West Perry SD,4225740,Single-sex teams,24
PA,West Perry SD,4225740,Participants on single-sex teams,238
WV,TYLER COUNTY SCHOOLS,5401440,Single-sex teams,14
WV,TYLER COUNTY SCHOOLS,5401440,Participants on single-sex teams,232
MD,Harford County Public Schools,2400390,Single-sex teams,407
MD,Harford County Public Schools,2400390,Participants on single-sex teams,6308
KY,Covington Independent,2101350,Single-sex teams,31
KY,Covington Independent,2101350,Participants on single-sex teams,445
PA,Moon Area SD,4215830,Single-sex teams,20
PA,Moon Area SD,4215830,Participants on single-sex teams,470
PA,Chambersburg Area SD,4205550,Single-sex teams,40
PA,Chambersburg Area SD,4205550,Participants on single-sex teams,757
PA,Gettysburg Area SD,4210710,Single-sex teams,39
PA,Gettysburg Area SD,4210710,Participants on single-sex teams,660
KY,Knox County,2103150,Single-sex teams,48
KY,Knox County,2103150,Participants on single-sex teams,828
KY,Anderson County,2100120,Single-sex teams,2
KY,Anderson County,2100120,Participants on single-sex teams,48
KY,Clark County,2101200,Single-sex teams,2
KY,Clark County,2101200,Participants on single-sex teams,151
PA,Trinity Area SD,4223760,Single-sex teams,30
PA,Trinity Area SD,4223760,Participants on single-sex teams,1010
PA,Seneca Valley SD,4222440,Single-sex teams,45
PA,Seneca Valley SD,4222440,Participants on single-sex teams,1015
PA,Sto-Rox SD,4222830,Single-sex teams,5
PA,Sto-Rox SD,4222830,Participants on single-sex teams,57
PA,Franklin Area SD,4210200,Single-sex teams,31
PA,Franklin Area SD,4210200,Participants on single-sex teams,341
WV,HAMPSHIRE COUNTY SCHOOLS,5400420,Single-sex teams,1
WV,HAMPSHIRE COUNTY SCHOOLS,5400420,Participants on single-sex teams,8
PA,Keystone Oaks SD,4212750,Single-sex teams,19
PA,Keystone Oaks SD,4212750,Participants on single-sex teams,344
PA,Bethel Park SD,4203510,Single-sex teams,47
PA,Bethel Park SD,4203510,Participants on single-sex teams,834
PA,Bentworth SD,4203360,Single-sex teams,9
PA,Bentworth SD,4203360,Participants on single-sex teams,140
PA,Williamsport Area SD,4226460,Single-sex teams,30
PA,Williamsport Area SD,4226460,Participants on single-sex teams,705
PA,South Middleton SD,4222050,Single-sex teams,28
PA,South Middleton SD,4222050,Participants on single-sex teams,528
PA,Greenwood SD,4211190,Single-sex teams,12
PA,Greenwood SD,4211190,Participants on single-sex teams,160
PA,Conneaut SD,4206590,Single-sex teams,17
PA,Conneaut SD,4206590,Participants on single-sex teams,333
PA,West Greene SD,4225440,Single-sex teams,9
PA,West Greene SD,4225440,Participants on single-sex teams,154
PA,Hazleton Area SD,4211700,Single-sex teams,31
PA,Hazleton Area SD,4211700,Participants on single-sex teams,804
PA,Burrell SD,4204530,Single-sex teams,28
PA,Burrell SD,4204530,Participants on single-sex teams,376
PA,Blue Mountain SD,4203870,Single-sex teams,31
PA,Blue Mountain SD,4203870,Participants on single-sex teams,529
PA,Bedford Area SD,4203180,Single-sex teams,15
PA,Bedford Area SD,4203180,Participants on single-sex teams,268
PA,Lampeter-Strasburg SD,4213110,Single-sex teams,38
PA,Lampeter-Strasburg SD,4213110,Participants on single-sex teams,671
DE,Brandywine School District,1001240,Single-sex teams,108
DE,Brandywine School District,1001240,Participants on single-sex teams,1918
PA,Greensburg Salem SD,4210920,Single-sex teams,29
PA,Greensburg Salem SD,4210920,Participants on single-sex teams,431
MD,Worcester County Public Schools,2400720,Single-sex teams,61
MD,Worcester County Public Schools,2400720,Participants on single-sex teams,1136
PA,Hempfield Area SD,4211760,Single-sex teams,42
PA,Hempfield Area SD,4211760,Participants on single-sex teams,789
KY,Eminence Independent,2101710,Single-sex teams,12
KY,Eminence Independent,2101710,Participants on single-sex teams,133
KY,Gallatin County,2102130,Single-sex teams,27
KY,Gallatin County,2102130,Participants on single-sex teams,288
PA,McGuffey SD,4214880,Single-sex teams,22
PA,McGuffey SD,4214880,Participants on single-sex teams,412
PA,Gateway SD,4210620,Single-sex teams,34
PA,Gateway SD,4210620,Participants on single-sex teams,449
DE,Colonial School District,1000230,Single-sex teams,29
DE,Colonial School District,1000230,Participants on single-sex teams,505
KY,Mason County,2103870,Single-sex teams,5
KY,Mason County,2103870,Participants on single-sex teams,153
PA,Crestwood SD,4205460,Single-sex teams,42
PA,Crestwood SD,4205460,Participants on single-sex teams,547
PA,Abington Heights SD,4202010,Single-sex teams,59
PA,Abington Heights SD,4202010,Participants on single-sex teams,668
PA,Pittsburgh SD,4219170,Single-sex teams,137
PA,Pittsburgh SD,4219170,Participants on single-sex teams,1632
KY,Franklin County,2102010,Single-sex teams,72
KY,Franklin County,2102010,Participants on single-sex teams,1147
PA,Kutztown Area SD,4212930,Single-sex teams,24
PA,Kutztown Area SD,4212930,Participants on single-sex teams,284
PA,Bristol Borough SD,4204200,Single-sex teams,17
PA,Bristol Borough SD,4204200,Participants on single-sex teams,122
PA,Souderton Area SD,4221870,Single-sex teams,46
PA,Souderton Area SD,4221870,Participants on single-sex teams,990
WV,BRAXTON COUNTY SCHOOLS,5400120,Single-sex teams,21
WV,BRAXTON COUNTY SCHOOLS,5400120,Participants on single-sex teams,266
PA,Upper Dauphin Area SD,4224360,Single-sex teams,16
PA,Upper Dauphin Area SD,4224360,Participants on single-sex teams,237
KY,Pike County,2104800,Single-sex teams,14
KY,Pike County,2104800,Participants on single-sex teams,235
WV,RALEIGH COUNTY SCHOOLS,5401230,Single-sex teams,43
WV,RALEIGH COUNTY SCHOOLS,5401230,Participants on single-sex teams,835
PA,Pen Argyl Area SD,4218570,Single-sex teams,25
PA,Pen Argyl Area SD,4218570,Participants on single-sex teams,438
PA,York Suburban SD,4226850,Single-sex teams,21
PA,York Suburban SD,4226850,Participants on single-sex teams,442
PA,Peters Township SD,4218960,Single-sex teams,29
PA,Peters Township SD,4218960,Participants on single-sex teams,856
MD,Caroline County Public Schools,2400180,Single-sex teams,50
MD,Caroline County Public Schools,2400180,Participants on single-sex teams,891
PA,Minersville Area SD,4215510,Single-sex teams,28
PA,Minersville Area SD,4215510,Participants on single-sex teams,326
DE,New Castle County Vocational-Technical School District,1001280,Single-sex teams,140
DE,New Castle County Vocational-Technical School District,1001280,Participants on single-sex teams,2102
DE,Cape Henlopen School District,1000170,Single-sex teams,32
DE,Cape Henlopen School District,1000170,Participants on single-sex teams,503
PA,Fox Chapel Area SD,4210070,Single-sex teams,45
PA,Fox Chapel Area SD,4210070,Participants on single-sex teams,846
KY,Owensboro Independent,2104590,Single-sex teams,16
KY,Owensboro Independent,2104590,Participants on single-sex teams,461
PA,Owen J Roberts SD,4218270,Single-sex teams,41
PA,Owen J Roberts SD,4218270,Participants on single-sex teams,899
WV,LINCOLN COUNTY SCHOOLS,5400660,Single-sex teams,16
WV,LINCOLN COUNTY SCHOOLS,5400660,Participants on single-sex teams,238
PA,Spring Cove SD,4222530,Single-sex teams,23
PA,Spring Cove SD,4222530,Participants on single-sex teams,359
PA,Kennett Consolidated SD,4212690,Single-sex teams,44
PA,Kennett Consolidated SD,4212690,Participants on single-sex teams,780
PA,Northern York County SD,4217760,Single-sex teams,40
PA,Northern York County SD,4217760,Participants on single-sex teams,748
PA,Central Bucks SD,4205310,Single-sex teams,180
PA,Central Bucks SD,4205310,Participants on single-sex teams,3622
PA,Catasauqua Area SD,4205160,Single-sex teams,20
PA,Catasauqua Area SD,4205160,Participants on single-sex teams,281
PA,Penn Manor SD,4218630,Single-sex teams,49
PA,Penn Manor SD,4218630,Participants on single-sex teams,675
KY,Boyle County,2100630,Single-sex teams,33
KY,Boyle County,2100630,Participants on single-sex teams,418
DE,Laurel School District,1000810,Single-sex teams,9
DE,Laurel School District,1000810,Participants on single-sex teams,210
PA,Pocono Mountain SD,4219500,Single-sex teams,74
PA,Pocono Mountain SD,4219500,Participants on single-sex teams,1069
KY,Ohio County,2104500,Single-sex teams,20
KY,Ohio County,2104500,Participants on single-sex teams,330
PA,Governor Mifflin SD,4210860,Single-sex teams,45
PA,Governor Mifflin SD,4210860,Participants on single-sex teams,769
PA,Palmerton Area SD,4218360,Single-sex teams,2
PA,Palmerton Area SD,4218360,Participants on single-sex teams,26
PA,Springfield SD,4222600,Single-sex teams,44
PA,Springfield SD,4222600,Participants on single-sex teams,760
PA,Wilkes-Barre Area SD,4226300,Single-sex teams,86
PA,Wilkes-Barre Area SD,4226300,Participants on single-sex teams,1520
PA,Central Dauphin SD,4205400,Single-sex teams,86
PA,Central Dauphin SD,4205400,Participants on single-sex teams,1364
PA,Fairfield Area SD,4209540,Single-sex teams,18
PA,Fairfield Area SD,4209540,Participants on single-sex teams,271
PA,Littlestown Area SD,4213980,Single-sex teams,28
PA,Littlestown Area SD,4213980,Participants on single-sex teams,402
PA,Camp Hill SD,4204860,Single-sex teams,13
PA,Camp Hill SD,4204860,Participants on single-sex teams,272
PA,Hopewell Area SD,4212030,Single-sex teams,26
PA,Hopewell Area SD,4212030,Participants on single-sex teams,288
PA,Northern Lebanon SD,4217640,Single-sex teams,13
PA,Northern Lebanon SD,4217640,Participants on single-sex teams,409
KY,Simpson County,2105400,Single-sex teams,25
KY,Simpson County,2105400,Participants on single-sex teams,532
PA,Council Rock SD,4206960,Single-sex teams,101
PA,Council Rock SD,4206960,Participants on single-sex teams,1975
PA,Bangor Area SD,4203000,Single-sex teams,44
PA,Bangor Area SD,4203000,Participants on single-sex teams,664
KY,Wayne County,2105790,Single-sex teams,33
KY,Wayne County,2105790,Participants on single-sex teams,594
PA,Blairsville-Saltsburg SD,4203750,Single-sex teams,9
PA,Blairsville-Saltsburg SD,4203750,Participants on single-sex teams,88
PA,Upper Moreland Township SD,4224510,Single-sex teams,25
PA,Upper Moreland Township SD,4224510,Participants on single-sex teams,432
MD,Washingtion County Public Schools,2400660,Single-sex teams,163
MD,Washingtion County Public Schools,2400660,Participants on single-sex teams,2750
PA,Tyrone Area SD,4224030,Single-sex teams,34
PA,Tyrone Area SD,4224030,Participants on single-sex teams,271
PA,Selinsgrove Area SD,4221120,Single-sex teams,36
PA,Selinsgrove Area SD,4221120,Participants on single-sex teams,501
PA,Mifflinburg Area SD,4226010,Single-sex teams,23
PA,Mifflinburg Area SD,4226010,Participants on single-sex teams,468
PA,Wilson Area SD,4226550,Single-sex teams,26
PA,Wilson Area SD,4226550,Participants on single-sex teams,529
WV,PRESTON COUNTY SCHOOLS,5401170,Single-sex teams,12
WV,PRESTON COUNTY SCHOOLS,5401170,Participants on single-sex teams,301
PA,Southern Lehigh SD,4222350,Single-sex teams,38
PA,Southern Lehigh SD,4222350,Participants on single-sex teams,439
PA,Riverside Beaver County SD,4217430,Single-sex teams,16
PA,Riverside Beaver County SD,4217430,Participants on single-sex teams,318
PA,New Kensington-Arnold SD,4216740,Single-sex teams,20
PA,New Kensington-Arnold SD,4216740,Participants on single-sex teams,300
PA,Warwick SD,4224960,Single-sex teams,49
PA,Warwick SD,4224960,Participants on single-sex teams,742
PA,Oswayo Valley SD,4218210,Single-sex teams,18
PA,Oswayo Valley SD,4218210,Participants on single-sex teams,185
PA,Donegal SD,4207650,Single-sex teams,25
PA,Donegal SD,4207650,Participants on single-sex teams,447
PA,Bethlehem-Center SD,4203600,Single-sex teams,9
PA,Bethlehem-Center SD,4203600,Participants on single-sex teams,135
PA,North East SD,4217160,Single-sex teams,17
PA,North East SD,4217160,Participants on single-sex teams,219
PA,Union City Area SD,4224090,Single-sex teams,24
PA,Union City Area SD,4224090,Participants on single-sex teams,176
KY,Pulaski County,2104950,Single-sex teams,68
KY,Pulaski County,2104950,Participants on single-sex teams,1123
WV,WIRT COUNTY SCHOOLS,5401590,Single-sex teams,12
WV,WIRT COUNTY SCHOOLS,5401590,Participants on single-sex teams,198
PA,Middletown Area SD,4215240,Single-sex teams,31
PA,Middletown Area SD,4215240,Participants on single-sex teams,417
PA,Altoona Area SD,4202340,Single-sex teams,59
PA,Altoona Area SD,4202340,Participants on single-sex teams,1225
PA,Chester-Upland SD,4205860,Single-sex teams,34
PA,Chester-Upland SD,4205860,Participants on single-sex teams,489
WV,NICHOLAS COUNTY SCHOOLS,5401020,Single-sex teams,30
WV,NICHOLAS COUNTY SCHOOLS,5401020,Participants on single-sex teams,441
WV,TAYLOR COUNTY SCHOOLS,5401380,Single-sex teams,20
WV,TAYLOR COUNTY SCHOOLS,5401380,Participants on single-sex teams,245
PA,Northeastern York SD,4217520,Single-sex teams,32
PA,Northeastern York SD,4217520,Participants on single-sex teams,491
PA,Crawford Central SD,4207080,Single-sex teams,32
PA,Crawford Central SD,4207080,Participants on single-sex teams,579
PA,Greater Latrobe SD,4210980,Single-sex teams,55
PA,Greater Latrobe SD,4210980,Participants on single-sex teams,509
PA,Albert Gallatin Area SD,4202100,Single-sex teams,22
PA,Albert Gallatin Area SD,4202100,Participants on single-sex teams,287
PA,West Allegheny SD,4225200,Single-sex teams,20
PA,West Allegheny SD,4225200,Participants on single-sex teams,377
PA,Harrisburg City SD,4211580,Single-sex teams,18
PA,Harrisburg City SD,4211580,Participants on single-sex teams,385
PA,Neshaminy SD,4216410,Single-sex teams,32
PA,Neshaminy SD,4216410,Participants on single-sex teams,1151
PA,Towanda Area SD,4223550,Single-sex teams,50
PA,Towanda Area SD,4223550,Participants on single-sex teams,348
WV,MINERAL COUNTY SCHOOLS,5400870,Single-sex teams,34
WV,MINERAL COUNTY SCHOOLS,5400870,Participants on single-sex teams,519
PA,State College Area SD,4222770,Single-sex teams,38
PA,State College Area SD,4222770,Participants on single-sex teams,1130
PA,Pleasant Valley SD,4219290,Single-sex teams,38
PA,Pleasant Valley SD,4219290,Participants on single-sex teams,662
KY,Breckinridge County,2100720,Single-sex teams,25
KY,Breckinridge County,2100720,Participants on single-sex teams,401
KY,Caverna Independent,2101110,Single-sex teams,12
KY,Caverna Independent,2101110,Participants on single-sex teams,308
PA,Mechanicsburg Area SD,4215030,Single-sex teams,39
PA,Mechanicsburg Area SD,4215030,Participants on single-sex teams,734
KY,Henderson County,2102710,Single-sex teams,12
KY,Henderson County,2102710,Participants on single-sex teams,533
PA,Karns City Area SD,4209600,Single-sex teams,23
PA,Karns City Area SD,4209600,Participants on single-sex teams,358
PA,Eastern Lancaster County SD,4208820,Single-sex teams,33
PA,Eastern Lancaster County SD,4208820,Participants on single-sex teams,458
PA,Frazier SD,4210350,Single-sex teams,13
PA,Frazier SD,4210350,Participants on single-sex teams,148
KY,Boone County,2100510,Single-sex teams,135
KY,Boone County,2100510,Participants on single-sex teams,2837
PA,Erie City SD,4209300,Single-sex teams,35
PA,Erie City SD,4209300,Participants on single-sex teams,543
DE,Seaford School District,1001530,Single-sex teams,20
DE,Seaford School District,1001530,Participants on single-sex teams,325
MD,St. Mary's County Public Schools,2400600,Single-sex teams,94
MD,St. Mary's County Public Schools,2400600,Participants on single-sex teams,1906
KY,Rockcastle County,2105070,Single-sex teams,31
KY,Rockcastle County,2105070,Participants on single-sex teams,159
PA,Colonial SD,4219470,Single-sex teams,40
PA,Colonial SD,4219470,Participants on single-sex teams,813
PA,Haverford Township SD,4211670,Single-sex teams,58
PA,Haverford Township SD,4211670,Participants on single-sex teams,713
PA,Washington SD,4224990,Single-sex teams,15
PA,Washington SD,4224990,Participants on single-sex teams,264
KY,Grant County,2102250,Single-sex teams,42
KY,Grant County,2102250,Participants on single-sex teams,480
PA,Marple Newtown SD,4214760,Single-sex teams,40
PA,Marple Newtown SD,4214760,Participants on single-sex teams,779
MD,Allegany County Public Schools,2400030,Single-sex teams,75
MD,Allegany County Public Schools,2400030,Participants on single-sex teams,1159
KY,McCreary County,2103990,Single-sex teams,4
KY,McCreary County,2103990,Participants on single-sex teams,111
PA,Central Columbia SD,4205370,Single-sex teams,38
PA,Central Columbia SD,4205370,Participants on single-sex teams,492
PA,Ambridge Area SD,4202440,Single-sex teams,43
PA,Ambridge Area SD,4202440,Participants on single-sex teams,219
PA,Uniontown Area SD,4224150,Single-sex teams,18
PA,Uniontown Area SD,4224150,Participants on single-sex teams,299
PA,North Penn SD,4217280,Single-sex teams,75
PA,North Penn SD,4217280,Participants on single-sex teams,1480
PA,Ringgold SD,4220400,Single-sex teams,28
PA,Ringgold SD,4220400,Participants on single-sex teams,505
KY,Todd County,2105550,Single-sex teams,21
KY,Todd County,2105550,Participants on single-sex teams,339
WV,POCAHONTAS COUNTY SCHOOLS,5401140,Single-sex teams,10
WV,POCAHONTAS COUNTY SCHOOLS,5401140,Participants on single-sex teams,120
PA,Meyersdale Area SD,4215150,Single-sex teams,16
PA,Meyersdale Area SD,4215150,Participants on single-sex teams,213
PA,Springfield Township SD,4222620,Single-sex teams,45
PA,Springfield Township SD,4222620,Participants on single-sex teams,404
PA,Pine Grove Area SD,4219140,Single-sex teams,30
PA,Pine Grove Area SD,4219140,Participants on single-sex teams,337
MD,Charles County Public Schools,2400270,Single-sex teams,80
MD,Charles County Public Schools,2400270,Participants on single-sex teams,1552
KY,Montgomery County,2104250,Single-sex teams,37
KY,Montgomery County,2104250,Participants on single-sex teams,748
DE,Christina School District,1000200,Single-sex teams,85
DE,Christina School District,1000200,Participants on single-sex teams,1286
PA,Garnet Valley SD,4210590,Single-sex teams,59
PA,Garnet Valley SD,4210590,Participants on single-sex teams,1200
WV,CLAY COUNTY SCHOOLS,5400240,Single-sex teams,6
WV,CLAY COUNTY SCHOOLS,5400240,Participants on single-sex teams,175
PA,Wilmington Area SD,4226520,Single-sex teams,18
PA,Wilmington Area SD,4226520,Participants on single-sex teams,291
PA,Southmoreland SD,4222410,Single-sex teams,22
PA,Southmoreland SD,4222410,Participants on single-sex teams,277
PA,Lebanon SD,4213440,Single-sex teams,13
PA,Lebanon SD,4213440,Participants on single-sex teams,253
PA,Fleetwood Area SD,4209780,Single-sex teams,32
PA,Fleetwood Area SD,4209780,Participants on single-sex teams,456
WV,MONONGALIA COUNTY SCHOOLS,5400930,Single-sex teams,61
WV,MONONGALIA COUNTY SCHOOLS,5400930,Participants on single-sex teams,1141
KY,Boyd County,2100620,Single-sex teams,23
KY,Boyd County,2100620,Participants on single-sex teams,325
KY,Logan County,2103540,Single-sex teams,8
KY,Logan County,2103540,Participants on single-sex teams,299
PA,New Castle Area SD,4216620,Single-sex teams,23
PA,New Castle Area SD,4216620,Participants on single-sex teams,435
PA,Whitehall-Coplay SD,4226250,Single-sex teams,37
PA,Whitehall-Coplay SD,4226250,Participants on single-sex teams,667
PA,Annville-Cleona SD,4202490,Single-sex teams,30
PA,Annville-Cleona SD,4202490,Participants on single-sex teams,492
KY,Fayette County,2101860,Single-sex teams,72
KY,Fayette County,2101860,Participants on single-sex teams,1652
PA,Salisbury Township SD,4220730,Single-sex teams,30
PA,Salisbury Township SD,4220730,Participants on single-sex teams,395
PA,South Fayette Township SD,4220580,Single-sex teams,28
PA,South Fayette Township SD,4220580,Participants on single-sex teams,524
KY,Paducah Independent,2104650,Single-sex teams,31
KY,Paducah Independent,2104650,Participants on single-sex teams,372
PA,Cornwall-Lebanon SD,4206840,Single-sex teams,42
PA,Cornwall-Lebanon SD,4206840,Participants on single-sex teams,709
PA,Hampton Township SD,4211400,Single-sex teams,42
PA,Hampton Township SD,4211400,Participants on single-sex teams,655
MD,Kent County Public Schools,2400450,Single-sex teams,12
MD,Kent County Public Schools,2400450,Participants on single-sex teams,155
PA,Allegheny Valley SD,4202190,Single-sex teams,18
PA,Allegheny Valley SD,4202190,Participants on single-sex teams,233
KY,Shelby County Public Schools,2105320,Single-sex teams,44
KY,Shelby County Public Schools,2105320,Participants on single-sex teams,696
KY,Bowling Green Independent,2100570,Single-sex teams,20
KY,Bowling Green Independent,2100570,Participants on single-sex teams,517
KY,Campbellsville Independent,2100930,Single-sex teams,30
KY,Campbellsville Independent,2100930,Participants on single-sex teams,300
PA,Carlisle Area SD,4205010,Single-sex teams,41
PA,Carlisle Area SD,4205010,Participants on single-sex teams,774
WV,CABELL COUNTY SCHOOLS,5400180,Single-sex teams,39
WV,CABELL COUNTY SCHOOLS,5400180,Participants on single-sex teams,881
PA,Susquehanna Township SD,4223010,Single-sex teams,33
PA,Susquehanna Township SD,4223010,Participants on single-sex teams,537
PA,Palisades SD,4218330,Single-sex teams,34
PA,Palisades SD,4218330,Participants on single-sex teams,305
PA,Shippensburg Area SD,4221570,Single-sex teams,27
PA,Shippensburg Area SD,4221570,Participants on single-sex teams,455
PA,Sharon City SD,4221330,Single-sex teams,22
PA,Sharon City SD,4221330,Participants on single-sex teams,307
PA,Lake-Lehman SD,4213020,Single-sex teams,41
PA,Lake-Lehman SD,4213020,Participants on single-sex teams,436
PA,Berwick Area SD,4203480,Single-sex teams,39
PA,Berwick Area SD,4203480,Participants on single-sex teams,502
PA,Pennsbury SD,4218840,Single-sex teams,60
PA,Pennsbury SD,4218840,Participants on single-sex teams,1039
KY,Butler County,2100810,Single-sex teams,4
KY,Butler County,2100810,Participants on single-sex teams,91
PA,Greenville Area SD,4211160,Single-sex teams,26
PA,Greenville Area SD,4211160,Participants on single-sex teams,385
PA,Troy Area SD,4223790,Single-sex teams,18
PA,Troy Area SD,4223790,Participants on single-sex teams,275
WV,JEFFERSON COUNTY SCHOOLS,5400570,Single-sex teams,44
WV,JEFFERSON COUNTY SCHOOLS,5400570,Participants on single-sex teams,883
PA,Penn Hills SD,4218590,Single-sex teams,34
PA,Penn Hills SD,4218590,Participants on single-sex teams,547
PA,Exeter Township SD,4209480,Single-sex teams,43
PA,Exeter Township SD,4209480,Participants on single-sex teams,795
PA,North Star SD,4210115,Single-sex teams,8
PA,North Star SD,4210115,Participants on single-sex teams,128
PA,Yough SD,4221150,Single-sex teams,14
PA,Yough SD,4221150,Participants on single-sex teams,333
PA,Northampton Area SD,4217370,Single-sex teams,38
PA,Northampton Area SD,4217370,Participants on single-sex teams,804
PA,Keystone Central SD,4212725,Single-sex teams,37
PA,Keystone Central SD,4212725,Participants on single-sex teams,970
PA,Dallastown Area SD,4207230,Single-sex teams,45
PA,Dallastown Area SD,4207230,Participants on single-sex teams,871
PA,Bensalem Township SD,4203330,Single-sex teams,41
PA,Bensalem Township SD,4203330,Participants on single-sex teams,665
PA,East Pennsboro Area SD,4208580,Single-sex teams,30
PA,East Pennsboro Area SD,4208580,Participants on single-sex teams,461
PA,Brandywine Heights Area SD,4204050,Single-sex teams,20
PA,Brandywine Heights Area SD,4204050,Participants on single-sex teams,237
PA,Smethport Area SD,4221690,Single-sex teams,104
PA,Smethport Area SD,4221690,Participants on single-sex teams,248
PA,West Jefferson Hills SD,4225590,Single-sex teams,37
PA,West Jefferson Hills SD,4225590,Participants on single-sex teams,638
KY,Danville Independent,2101440,Single-sex teams,31
KY,Danville Independent,2101440,Participants on single-sex teams,494
PA,Eastern York SD,4208790,Single-sex teams,35
PA,Eastern York SD,4208790,Participants on single-sex teams,463
PA,Fairview SD,4209570,Single-sex teams,21
PA,Fairview SD,4209570,Participants on single-sex teams,301
PA,Canon-McMillan SD,4204890,Single-sex teams,19
PA,Canon-McMillan SD,4204890,Participants on single-sex teams,569
WV,BOONE COUNTY  SCHOOLS,5400090,Single-sex teams,39
WV,BOONE COUNTY  SCHOOLS,5400090,Participants on single-sex teams,555
PA,Somerset Area SD,4221840,Single-sex teams,28
PA,Somerset Area SD,4221840,Participants on single-sex teams,376
PA,Northwestern  SD,4217880,Single-sex teams,10
PA,Northwestern  SD,4217880,Participants on single-sex teams,96
PA,Danville Area SD,4207320,Single-sex teams,22
PA,Danville Area SD,4207320,Participants on single-sex teams,387
PA,Tunkhannock Area SD,4223850,Single-sex teams,26
PA,Tunkhannock Area SD,4223850,Participants on single-sex teams,492
PA,Quaker Valley SD,4219860,Single-sex teams,9
